model_name,oligo_gdtha
afm_dropout_full_model_5_ptm_pred_199.pdb,0.554
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_173.pdb,0.554
afm_dropout_full_model_4_ptm_pred_41.pdb,0.552
afm_dropout_full_woTemplates_model_5_ptm_pred_166.pdb,0.551
afm_basic_model_4_ptm_pred_160.pdb,0.551
afm_dropout_full_woTemplates_model_5_ptm_pred_160.pdb,0.551
afm_dropout_full_model_4_ptm_pred_3.pdb,0.55
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_180.pdb,0.55
afm_dropout_full_woTemplates_model_4_ptm_pred_156.pdb,0.55
afm_dropout_full_woTemplates_model_5_ptm_pred_36.pdb,0.55
afm_dropout_noSM_woTemplates_model_4_ptm_pred_114.pdb,0.55
afm_dropout_full_woTemplates_model_5_ptm_pred_133.pdb,0.55
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_155.pdb,0.55
afm_dropout_noSM_woTemplates_model_4_ptm_pred_1.pdb,0.55
afm_dropout_full_woTemplates_model_4_ptm_pred_140.pdb,0.55
afm_dropout_full_model_5_ptm_pred_58.pdb,0.55
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_162.pdb,0.549
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_199.pdb,0.549
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_42.pdb,0.549
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_99.pdb,0.549
afm_dropout_full_model_4_ptm_pred_4.pdb,0.549
afm_dropout_full_model_5_ptm_pred_129.pdb,0.549
afm_basic_model_5_ptm_pred_61.pdb,0.549
afm_dropout_full_woTemplates_model_5_ptm_pred_112.pdb,0.549
afm_dropout_noSM_woTemplates_model_4_ptm_pred_67.pdb,0.549
afm_basic_model_4_ptm_pred_138.pdb,0.548
afm_basic_model_5_ptm_pred_146.pdb,0.548
afm_woTemplates_model_4_ptm_pred_28.pdb,0.548
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_18.pdb,0.548
afm_dropout_noSM_woTemplates_model_4_ptm_pred_192.pdb,0.548
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_59.pdb,0.548
afm_dropout_noSM_woTemplates_model_5_ptm_pred_125.pdb,0.548
afm_dropout_full_model_5_ptm_pred_144.pdb,0.548
afm_dropout_noSM_woTemplates_model_4_ptm_pred_49.pdb,0.548
afm_dropout_full_model_5_ptm_pred_14.pdb,0.548
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_186.pdb,0.547
afm_dropout_full_woTemplates_model_5_ptm_pred_29.pdb,0.547
afm_basic_model_4_ptm_pred_158.pdb,0.547
afm_woTemplates_model_4_ptm_pred_193.pdb,0.547
afm_woTemplates_model_4_ptm_pred_196.pdb,0.547
afm_woTemplates_model_4_ptm_pred_185.pdb,0.547
afm_dropout_full_woTemplates_model_5_ptm_pred_186.pdb,0.547
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_176.pdb,0.547
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_31.pdb,0.547
afm_basic_model_5_ptm_pred_107.pdb,0.547
afm_woTemplates_model_4_ptm_pred_180.pdb,0.547
afm_dropout_full_model_4_ptm_pred_96.pdb,0.547
afm_dropout_full_woTemplates_model_5_ptm_pred_41.pdb,0.547
afm_dropout_full_woTemplates_model_5_ptm_pred_196.pdb,0.547
afm_dropout_full_woTemplates_model_5_ptm_pred_106.pdb,0.547
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_3.pdb,0.547
afm_basic_model_4_ptm_pred_33.pdb,0.547
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_89.pdb,0.547
afm_dropout_full_woTemplates_model_4_ptm_pred_105.pdb,0.547
