model_name,rmsd
afm_dropout_full_model_4_multimer_v2_pred_13.pdb,67.193
afm_dropout_full_model_4_multimer_v2_pred_18.pdb,64.594
afm_basic_model_4_multimer_v2_pred_43.pdb,64.45
afm_dropout_full_model_4_multimer_v2_pred_37.pdb,64.333
afm_dropout_full_model_4_multimer_v2_pred_65.pdb,64.27
afm_dropout_full_model_4_multimer_v2_pred_48.pdb,64.202
afm_dropout_full_model_4_multimer_v2_pred_25.pdb,64.192
afm_dropout_full_model_4_multimer_v2_pred_1.pdb,63.985
afm_dropout_full_model_4_multimer_v2_pred_20.pdb,63.976
afm_basic_model_4_multimer_v2_pred_22.pdb,63.883
afm_basic_model_4_multimer_v2_pred_56.pdb,63.764
afm_dropout_full_model_4_multimer_v2_pred_46.pdb,63.605
afm_dropout_full_model_4_multimer_v2_pred_14.pdb,63.547
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_20.pdb,63.475
afm_basic_model_4_multimer_v2_pred_5.pdb,63.388
afm_dropout_full_model_4_multimer_v2_pred_57.pdb,63.329
afm_dropout_full_model_4_multimer_v2_pred_23.pdb,63.095
afm_basic_model_4_multimer_v2_pred_11.pdb,63.055
afm_dropout_full_model_4_multimer_v2_pred_34.pdb,62.903
afm_basic_model_4_multimer_v2_pred_46.pdb,62.901
afm_basic_model_4_multimer_v2_pred_60.pdb,62.565
afm_dropout_full_model_4_multimer_v2_pred_26.pdb,62.564
afm_basic_model_4_multimer_v2_pred_52.pdb,62.541
afm_dropout_full_model_4_multimer_v2_pred_53.pdb,62.494
afm_basic_model_4_multimer_v2_pred_18.pdb,62.427
afm_basic_model_4_multimer_v2_pred_1.pdb,62.305
afm_basic_model_4_multimer_v2_pred_31.pdb,62.226
afm_basic_model_4_multimer_v2_pred_16.pdb,62.205
afm_dropout_full_model_3_multimer_v2_pred_18.pdb,62.187
afm_dropout_full_model_3_multimer_v2_pred_12.pdb,62.002
afm_dropout_full_model_4_multimer_v2_pred_31.pdb,61.713
afm_dropout_full_model_3_multimer_v2_pred_66.pdb,61.699
afm_dropout_full_model_4_multimer_v2_pred_30.pdb,61.682
afm_basic_model_4_multimer_v2_pred_61.pdb,61.458
afm_dropout_full_model_3_multimer_v2_pred_1.pdb,61.338
afm_basic_model_4_multimer_v2_pred_28.pdb,61.15
afm_dropout_full_model_4_multimer_v2_pred_17.pdb,61.08
afm_basic_model_4_multimer_v2_pred_27.pdb,61.038
afm_dropout_full_model_3_multimer_v2_pred_3.pdb,61.012
afm_dropout_full_model_4_multimer_v2_pred_29.pdb,60.974
afm_dropout_full_model_4_multimer_v2_pred_21.pdb,60.952
afm_basic_model_4_multimer_v2_pred_64.pdb,60.854
afm_basic_model_4_multimer_v2_pred_32.pdb,60.733
afm_dropout_full_model_4_multimer_v2_pred_3.pdb,60.678
afm_basic_model_4_multimer_v2_pred_34.pdb,60.635
afm_dropout_full_model_3_multimer_v2_pred_42.pdb,60.408
afm_basic_model_3_multimer_v2_pred_52.pdb,60.296
afm_dropout_full_model_4_multimer_v2_pred_54.pdb,60.102
afm_basic_model_1_multimer_v2_pred_22.pdb,59.988
afm_basic_model_3_multimer_v2_pred_10.pdb,59.953
afm_dropout_full_model_3_multimer_v2_pred_17.pdb,59.889
afm_dropout_full_model_4_multimer_v2_pred_55.pdb,59.796
afm_dropout_full_model_3_multimer_v2_pred_6.pdb,59.778
afm_basic_model_4_multimer_v2_pred_44.pdb,59.777
afm_dropout_full_model_3_multimer_v2_pred_34.pdb,59.773
afm_dropout_full_model_4_multimer_v2_pred_10.pdb,59.759
afm_basic_model_3_multimer_v2_pred_61.pdb,59.702
afm_basic_model_4_multimer_v2_pred_8.pdb,59.693
afm_basic_model_4_multimer_v2_pred_35.pdb,59.687
afm_basic_model_4_multimer_v2_pred_30.pdb,59.666
afm_dropout_full_model_3_multimer_v2_pred_2.pdb,59.654
afm_dropout_full_model_4_multimer_v2_pred_43.pdb,59.605
afm_basic_model_1_multimer_v2_pred_5.pdb,59.591
