model_name,lddt
afm_dropout_full_model_1_multimer_v2_pred_18.pdb,0.825
afm_dropout_full_model_4_multimer_v3_pred_31.pdb,0.82
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.819
afm_dropout_full_model_4_multimer_v3_pred_55.pdb,0.819
afm_dropout_full_model_1_multimer_v2_pred_31.pdb,0.819
afm_dropout_full_model_4_multimer_v3_pred_19.pdb,0.819
afm_basic_model_5_multimer_v3_pred_31.pdb,0.819
afm_basic_model_2_multimer_v2_pred_28.pdb,0.819
afm_basic_model_1_multimer_v2_pred_59.pdb,0.819
afm_dropout_full_model_4_multimer_v3_pred_11.pdb,0.818
afm_basic_model_5_multimer_v3_pred_59.pdb,0.818
afm_dropout_full_model_1_multimer_v3_pred_7.pdb,0.818
afm_basic_model_5_multimer_v3_pred_40.pdb,0.818
afm_dropout_full_model_1_multimer_v3_pred_5.pdb,0.818
afm_dropout_full_model_4_multimer_v3_pred_7.pdb,0.817
afm_basic_model_1_multimer_v2_pred_21.pdb,0.817
afm_basic_model_5_multimer_v3_pred_46.pdb,0.817
afm_dropout_full_model_5_multimer_v2_pred_22.pdb,0.817
afm_dropout_full_model_5_multimer_v3_pred_44.pdb,0.816
afm_dropout_full_model_4_multimer_v3_pred_51.pdb,0.816
afm_dropout_full_model_4_multimer_v3_pred_62.pdb,0.816
afm_dropout_full_model_4_multimer_v3_pred_27.pdb,0.816
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.816
afm_basic_model_1_multimer_v3_pred_5.pdb,0.816
afm_basic_model_5_multimer_v3_pred_16.pdb,0.816
afm_basic_model_1_multimer_v3_pred_64.pdb,0.815
afm_basic_model_5_multimer_v3_pred_7.pdb,0.815
afm_dropout_full_model_4_multimer_v3_pred_61.pdb,0.815
afm_basic_model_5_multimer_v3_pred_36.pdb,0.815
afm_basic_model_1_multimer_v2_pred_51.pdb,0.815
afm_dropout_full_model_4_multimer_v3_pred_46.pdb,0.815
afm_dropout_full_model_4_multimer_v3_pred_43.pdb,0.815
afm_basic_model_5_multimer_v3_pred_37.pdb,0.815
afm_dropout_full_model_1_multimer_v3_pred_55.pdb,0.814
afm_dropout_full_model_4_multimer_v3_pred_60.pdb,0.814
afm_basic_model_5_multimer_v3_pred_14.pdb,0.814
afm_basic_model_5_multimer_v3_pred_11.pdb,0.814
afm_basic_model_1_multimer_v2_pred_7.pdb,0.813
afm_basic_model_2_multimer_v3_pred_44.pdb,0.813
afm_dropout_full_model_1_multimer_v3_pred_60.pdb,0.813
afm_dropout_full_model_5_multimer_v3_pred_9.pdb,0.813
afm_basic_model_5_multimer_v2_pred_6.pdb,0.813
afm_basic_model_5_multimer_v3_pred_28.pdb,0.813
afm_basic_model_1_multimer_v2_pred_47.pdb,0.812
afm_basic_model_5_multimer_v3_pred_47.pdb,0.812
afm_dropout_full_model_1_multimer_v3_pred_49.pdb,0.812
afm_basic_model_2_multimer_v2_pred_25.pdb,0.812
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,0.812
afm_dropout_full_model_5_multimer_v3_pred_20.pdb,0.812
afm_dropout_full_model_1_multimer_v3_pred_52.pdb,0.812
afm_dropout_full_model_4_multimer_v3_pred_49.pdb,0.812
afm_basic_model_5_multimer_v3_pred_29.pdb,0.812
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.812
afm_dropout_full_model_1_multimer_v3_pred_32.pdb,0.812
