model_name,lddt
cf_dropout_full_woTemplates_model_5_ptm_pred_103.pdb,0.843
afm_basic_model_3_ptm_pred_148.pdb,0.828
cf_dropout_full_woTemplates_model_5_ptm_pred_148.pdb,0.827
cf_dropout_full_woTemplates_model_5_ptm_pred_16.pdb,0.825
cf_woTemplates_model_5_ptm_pred_153.pdb,0.82
afm_woTemplates_model_5_ptm_pred_58.pdb,0.818
cf_dropout_full_woTemplates_model_5_ptm_pred_94.pdb,0.807
cf_woTemplates_model_5_ptm_pred_199.pdb,0.806
cf_dropout_full_woTemplates_model_5_ptm_pred_76.pdb,0.803
cf_woTemplates_model_5_ptm_pred_185.pdb,0.803
cf_woTemplates_model_5_ptm_pred_98.pdb,0.803
cf_woTemplates_model_5_ptm_pred_126.pdb,0.802
cf_dropout_full_woTemplates_model_3_ptm_pred_19.pdb,0.802
cf_dropout_full_woTemplates_model_5_ptm_pred_64.pdb,0.8
afm_dropout_noSM_woTemplates_model_3_ptm_pred_164.pdb,0.8
cf_woTemplates_model_5_ptm_pred_80.pdb,0.8
cf_dropout_full_woTemplates_model_5_ptm_pred_173.pdb,0.799
afm_basic_model_2_ptm_pred_90.pdb,0.797
afm_dropout_noSM_woTemplates_model_5_ptm_pred_157.pdb,0.797
cf_dropout_full_woTemplates_model_5_ptm_pred_130.pdb,0.796
cf_dropout_full_woTemplates_model_5_ptm_pred_102.pdb,0.796
cf_woTemplates_model_5_ptm_pred_119.pdb,0.795
afm_dropout_full_model_3_ptm_pred_116.pdb,0.795
afm_dropout_full_woTemplates_model_5_ptm_pred_69.pdb,0.794
afm_basic_model_5_ptm_pred_42.pdb,0.794
cf_dropout_full_woTemplates_model_5_ptm_pred_149.pdb,0.794
cf_dropout_full_woTemplates_model_5_ptm_pred_27.pdb,0.794
afm_dropout_full_woTemplates_model_3_ptm_pred_151.pdb,0.794
cf_dropout_full_woTemplates_model_5_ptm_pred_92.pdb,0.794
afm_dropout_noSM_woTemplates_model_3_ptm_pred_29.pdb,0.793
afm_dropout_full_model_5_ptm_pred_82.pdb,0.793
afm_dropout_full_model_3_ptm_pred_13.pdb,0.793
cf_woTemplates_model_5_ptm_pred_72.pdb,0.793
cf_woTemplates_model_5_ptm_pred_161.pdb,0.793
cf_dropout_full_woTemplates_model_5_ptm_pred_71.pdb,0.792
cf_dropout_full_woTemplates_model_5_ptm_pred_72.pdb,0.792
afm_dropout_full_woTemplates_model_3_ptm_pred_182.pdb,0.792
afm_dropout_noSM_woTemplates_model_3_ptm_pred_181.pdb,0.792
afm_basic_model_2_ptm_pred_70.pdb,0.792
afm_dropout_noSM_woTemplates_model_5_ptm_pred_80.pdb,0.792
cf_woTemplates_model_5_ptm_pred_39.pdb,0.792
cf_dropout_full_woTemplates_model_5_ptm_pred_17.pdb,0.792
afm_basic_model_5_ptm_pred_122.pdb,0.792
afm_dropout_full_model_3_ptm_pred_36.pdb,0.791
afm_basic_model_3_ptm_pred_25.pdb,0.791
afm_dropout_noSM_woTemplates_model_3_ptm_pred_114.pdb,0.791
afm_basic_model_3_ptm_pred_15.pdb,0.791
afm_dropout_full_woTemplates_model_3_ptm_pred_94.pdb,0.791
afm_dropout_full_model_5_ptm_pred_1.pdb,0.791
cf_woTemplates_model_3_ptm_pred_98.pdb,0.79
afm_dropout_full_woTemplates_model_3_ptm_pred_28.pdb,0.79
afm_dropout_full_woTemplates_model_3_ptm_pred_17.pdb,0.79
afm_basic_model_3_ptm_pred_113.pdb,0.79
afm_dropout_full_model_3_ptm_pred_109.pdb,0.79
afm_basic_model_3_ptm_pred_14.pdb,0.79
afm_dropout_full_woTemplates_model_3_ptm_pred_167.pdb,0.79
cf_woTemplates_model_3_ptm_pred_68.pdb,0.79
afm_dropout_full_model_3_ptm_pred_37.pdb,0.79
