group,weighted_penalty
QAptm_2,0.11235264404385101
QA188_2,0.06147268283794319
QAiptm_2,0.13722925675750028
QA050_2,0.16835069901635683
QA425_2,0.2414890979364662
QA331_2,0.16978374460463352
QA314_2,0.06893917464703748
QA110_2,0.11146979691616611
QA122_2,0.1717549163581589
QA476_2,0.06718899227489919
QA443_2,0.0
QA319_2,0.15365584344821143
QA148_2,0.04649906959761196
QA273_2,1.0
QA212_2,0.0687658281485292
QA312_2,0.10082323576220711
QA264_2,0.065549586206439
QA164_2,0.07269999213165593
QAmean_plddt_2,0.10950854974278522
QA345_2,0.2586732556556962
QA051_2,0.1491611315804823
QA393_2,0.04649906959761196
QAiptm+ptm_2,0.13741440441464428
