group,weighted_penalty
QAiptm_2,0.04187331274549686
QA188_2,0.033976920463693605
QAptm_2,0.041974911562007396
QA314_2,0.037023183480999415
QA110_2,0.028498406003482715
QA425_2,0.02502915465400719
QA331_2,0.03403603579229352
QAmean_plddt_2,0.025560277528458356
QA476_2,0.028956625580979816
QA122_2,0.02852762434656966
QA319_2,0.025118008394126933
QA443_2,0.004568594964159358
QAiptm+ptm_2,0.03879176091843622
QA148_2,0.0
QA312_2,0.08841888427249242
QA212_2,1.0
QA273_2,0.058973543058312844
QA264_2,0.164844046841813
QA164_2,0.025501598503231915
QA393_2,0.4921535976162479
