group,weighted_penalty
QA312_2,0.04858142182937596
QA212_2,0.5699697115350775
QA273_2,0.07316408664480906
QA029_2,0.011321159711364893
QA148_2,0.019598207976377208
QAiptm_2,0.007736228610036896
QA051_2,0.021716413990904546
QA393_2,0.04977387987945561
QA264_2,0.04660671479975357
QA345_2,0.0
QA164_2,1.0
QAiptm+ptm_2,0.00832778043543574
QA050_2,0.2501915683397832
QA314_2,0.018560421769573097
QA110_2,0.06902653142634815
QA425_2,0.005594423619301774
QA331_2,0.037035889539376456
QA188_2,0.1490539319442774
QAptm_2,0.00832778043543574
QA319_2,0.014536967371956143
QA443_2,0.1584421427290339
QAmean_plddt_2,0.5997456320336984
QA476_2,0.5888935544271132
QA122_2,0.0652291708238715
