group,weighted_penalty
QA029_2,0.13782538024784313
QA148_2,0.049708669657170024
QAiptm+ptm_2,0.193422367739218
QA312_2,0.0019112883967890007
QA212_2,0.027012714180788308
QA273_2,0.09686422118541059
QA345_2,0.1014117735200525
QA164_2,1.0
QA264_2,0.050192865321596614
QA393_2,0.1403584477614629
QA051_2,0.009691669737894967
QAmean_plddt_2,0.05968054741838607
QA188_2,0.7401653554370062
QAptm_2,0.193422367739218
QA110_2,0.0995487250785294
QA314_2,0.0
QA331_2,0.15041204121302107
QA425_2,0.19602620478192048
QA050_2,0.009918619369385987
QA476_2,0.18953565261515634
QA122_2,0.1803614196861962
QA319_2,0.04987547776243019
QAiptm_2,0.193422367739218
QA443_2,0.13834835432491685
