group,weighted_penalty
QA319_2,0.09441732023136683
QA476_2,0.053081215042701274
QA425_2,0.12633111055386675
QA331_2,1.0
QAiptm+ptm_2,0.9648927721608633
QA314_2,0.08569542786026513
QA110_2,0.0
QA050_2,0.10821570934168022
QA188_2,0.1575977560659546
QAptm_2,0.9648927721608633
QAiptm_2,0.9648927721608633
QAmean_plddt_2,0.862358166681009
QA393_2,0.11380412964237394
QA051_2,0.517318494515472
QA164_2,0.0785513971474015
QA345_2,0.18431492960239623
QA264_2,0.3961801714287383
QA212_2,0.17808325611427486
QA312_2,0.21853435541730268
QA148_2,0.313854907312414
QA029_2,0.7669831482466424
