group,weighted_penalty
QA312_2,0.059839931029163934
QA212_2,0.13700233578520188
QA273_2,0.001098521794885028
QA029_2,0.004965383793607023
QA148_2,0.059839931029163934
QA051_2,0.02869704321756055
QA393_2,0.0638963454951817
QA264_2,0.059839931029163934
QA345_2,0.019347111633646982
QA050_2,0.08793858367003014
QA314_2,0.059839931029163934
QA110_2,0.0
QA425_2,0.020335738406258613
QA331_2,0.021037353670661497
QA188_2,0.9030147535440083
QA319_2,0.01630349631851898
QA443_2,0.015284012059406722
QA476_2,1.0
QA122_2,0.016423078297023032
