group,weighted_penalty
QA051_2,0.30403256013227453
QA393_2,0.3010069766181487
QA264_2,0.0
QA345_2,0.32421569744798234
QAmean_plddt_2,0.31298787175992965
QA164_2,0.9891596761695806
QA312_2,0.3016365519351
QA273_2,0.3192361423624822
QA212_2,0.30128627506409605
QA029_2,0.3251123629224523
QA148_2,0.29773041771430436
QA319_2,0.31341915878657356
QA443_2,0.3096748907028535
QAiptm_2,0.32218857690262825
QA476_2,1.0
QA122_2,0.3146445723616128
QA314_2,0.30678942254094416
QA110_2,0.309476922842891
QAiptm+ptm_2,0.32218857690262825
QA425_2,0.320890854491464
QA331_2,0.3262950377128408
QAptm_2,0.32218857690262825
QA188_2,0.9928920586323153
