group,weighted_penalty
QAptm_2,0.3403774619941796
QA188_2,0.016354004244360502
QA050_2,0.2010605083240896
QA110_2,0.45349567041875716
QA314_2,0.4963229324679651
QA331_2,0.25674575229882873
QA425_2,0.14717070106934627
QA476_2,0.4041381665274126
QAiptm_2,0.3398794746595364
QA122_2,0.10705716053723326
QA319_2,0.06557672636110884
QA443_2,1.0
QA148_2,0.47459302152038624
QA312_2,0.5403560345750074
QA273_2,0.05263145416878226
QAmean_plddt_2,0.0
QAiptm+ptm_2,0.3398794746595364
QA264_2,0.4231866450155648
QA345_2,0.1845377534661523
QA164_2,0.41025361439641367
QA051_2,0.30775307998484264
QA393_2,0.09576772604589637
