group,weighted_penalty
QA264_2,0.002535107579601261
QA345_2,0.01257014141180964
QAiptm_2,0.017045469337668557
QA164_2,1.0
QA051_2,0.00612619438372875
QAmean_plddt_2,0.00259207727900573
QA393_2,0.011310440207468927
QAiptm+ptm_2,0.017045469337668557
QA029_2,0.011196905660589543
QA148_2,0.008357532179170093
QA312_2,0.014095392272678866
QA212_2,0.007946074629092142
QA273_2,0.009288027294409976
QA476_2,0.012410949019361869
QA122_2,0.010311831104622669
QA319_2,0.012863721650298211
QA443_2,0.012979505196749964
QA188_2,0.01371759407198036
QAptm_2,0.017061487397775993
QA050_2,0.0012374083760380323
QA110_2,0.0
QA314_2,0.0010702371533684142
QA331_2,0.10181827035914957
QA425_2,0.011021941998938392
