group,weighted_penalty
QA331_2,0.27953776437167416
QA425_2,0.5492568404352897
QAmean_plddt_2,0.18234851375224967
QA110_2,0.9865516536614107
QA314_2,0.14118904911055538
QA050_2,0.11114863773280279
QA188_2,0.145611492113078
QAptm_2,0.0010622476957244842
QAiptm+ptm_2,0.0
QA443_2,0.9975684992484997
QA319_2,0.5527825385946026
QA122_2,0.9993668821681811
QA476_2,0.2707496479003281
QAiptm_2,0.0
QA212_2,0.8904304939531343
QA273_2,0.5548776873077353
QA312_2,0.9814564256460344
QA148_2,0.9924294920708988
QA029_2,1.0
QA393_2,0.5412405021975488
QA051_2,0.26723606016610674
QA164_2,0.03422352052622301
QA345_2,0.1281484122033732
QA264_2,0.9760239411638848
