group,weighted_penalty
QA212_2,0.03244238926706933
QA273_2,0.18197726974311976
QA312_2,0.10032504948374432
QA148_2,0.1456906930763924
QA029_2,0.16735034663051898
QAmean_plddt_2,0.0
QA393_2,0.1487031375785661
QA051_2,0.20789112560199577
QA164_2,0.0002438358597502989
QA345_2,0.20589570326769796
QA264_2,1.0
QA425_2,0.20737448493936317
QA331_2,9.881207192742294e-05
QA314_2,0.14405691234494902
QA110_2,0.16348745737062725
QA050_2,0.1550678173879723
QA188_2,0.07679092641083674
QAptm_2,0.2087516519376694
QAiptm+ptm_2,0.20872571509724142
QA443_2,0.20307578257076625
QA319_2,0.20424295830923822
QA122_2,0.000493424211692412
QA476_2,0.1354654761168537
QAiptm_2,0.20805290691847558
