group,weighted_penalty
QA264_2,0.007237695697930019
QA345_2,0.006537976440066786
QA164_2,0.5662405231250822
QA051_2,0.02733319903220513
QA393_2,0.006699552565970343
QA029_2,0.002628395947324124
QA148_2,0.0008163638771423201
QA312_2,1.0
QA212_2,0.5237951714897293
QA273_2,0.07614480572427632
QAmean_plddt_2,0.005321620387626725
QAiptm+ptm_2,0.008554807716732352
QA476_2,0.6050163752578528
QA122_2,0.01020380341743029
QAiptm_2,0.00857472791494473
QA319_2,0.0
QA443_2,0.012639606256752065
QA188_2,0.7671252094633555
QAptm_2,0.012934131506577838
QA050_2,0.0037016860211625735
QA314_2,0.005195748404949065
QA110_2,0.005392718792508304
QA425_2,0.006621578696436798
QA331_2,0.005101449421427248
