model_name,qs_global
afm_dropout_full_model_3_multimer_v2_pred_60.pdb,0.149
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_36.pdb,0.148
afm_basic_model_5_multimer_v2_pred_31.pdb,0.148
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_15.pdb,0.146
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_31.pdb,0.145
afm_woTemplates_model_5_multimer_v2_pred_24.pdb,0.144
afm_basic_model_3_multimer_v3_pred_1.pdb,0.144
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_22.pdb,0.144
afm_woTemplates_model_5_multimer_v2_pred_65.pdb,0.143
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_45.pdb,0.143
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_4.pdb,0.142
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_52.pdb,0.142
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_65.pdb,0.142
afm_dropout_full_model_3_multimer_v2_pred_14.pdb,0.142
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_45.pdb,0.141
afm_dropout_full_model_3_multimer_v2_pred_2.pdb,0.141
afm_basic_model_5_multimer_v2_pred_9.pdb,0.14
cf_woTemplates_model_4_multimer_v2_pred_40.pdb,0.14
afm_dropout_full_model_3_multimer_v2_pred_16.pdb,0.14
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_4.pdb,0.14
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_56.pdb,0.14
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_11.pdb,0.14
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_58.pdb,0.139
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_44.pdb,0.139
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_43.pdb,0.139
cf_woTemplates_model_5_multimer_v2_pred_5.pdb,0.139
afm_dropout_full_model_3_multimer_v2_pred_56.pdb,0.139
afm_woTemplates_model_5_multimer_v2_pred_36.pdb,0.139
afm_basic_model_3_multimer_v3_pred_49.pdb,0.138
afm_dropout_full_model_3_multimer_v2_pred_5.pdb,0.138
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_4.pdb,0.138
afm_basic_model_5_multimer_v2_pred_43.pdb,0.138
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_52.pdb,0.138
afm_basic_model_5_multimer_v2_pred_62.pdb,0.138
afm_woTemplates_model_5_multimer_v2_pred_49.pdb,0.137
afm_dropout_full_model_3_multimer_v2_pred_33.pdb,0.137
afm_dropout_full_model_4_multimer_v2_pred_60.pdb,0.137
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_58.pdb,0.137
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_14.pdb,0.137
afm_dropout_full_model_3_multimer_v2_pred_17.pdb,0.137
afm_woTemplates_model_5_multimer_v2_pred_16.pdb,0.137
afm_basic_model_5_multimer_v2_pred_7.pdb,0.136
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_40.pdb,0.136
afm_basic_model_5_multimer_v2_pred_14.pdb,0.136
afm_dropout_full_model_3_multimer_v2_pred_40.pdb,0.136
afm_dropout_full_model_3_multimer_v2_pred_39.pdb,0.136
afm_woTemplates_model_5_multimer_v2_pred_23.pdb,0.135
