model_name,lddt
afm_woTemplates_model_3_ptm_pred_162.pdb,0.791
afm_dropout_noSM_woTemplates_model_3_ptm_pred_45.pdb,0.783
afm_basic_model_3_ptm_pred_152.pdb,0.783
afm_dropout_full_model_3_ptm_pred_44.pdb,0.781
afm_basic_model_3_ptm_pred_160.pdb,0.781
afm_basic_model_3_ptm_pred_170.pdb,0.781
afm_woTemplates_model_3_ptm_pred_99.pdb,0.78
afm_dropout_full_woTemplates_model_3_ptm_pred_103.pdb,0.779
afm_dropout_full_woTemplates_model_3_ptm_pred_11.pdb,0.777
afm_woTemplates_model_5_ptm_pred_135.pdb,0.777
afm_woTemplates_model_3_ptm_pred_36.pdb,0.777
afm_dropout_noSM_woTemplates_model_3_ptm_pred_196.pdb,0.776
afm_dropout_full_model_3_ptm_pred_80.pdb,0.774
afm_woTemplates_model_3_ptm_pred_169.pdb,0.774
afm_dropout_full_woTemplates_model_3_ptm_pred_130.pdb,0.773
afm_woTemplates_model_3_ptm_pred_45.pdb,0.773
afm_woTemplates_model_3_ptm_pred_27.pdb,0.772
afm_dropout_noSM_woTemplates_model_3_ptm_pred_74.pdb,0.772
afm_basic_model_3_ptm_pred_183.pdb,0.772
afm_woTemplates_model_3_ptm_pred_90.pdb,0.772
afm_basic_model_3_ptm_pred_29.pdb,0.772
afm_dropout_full_model_3_ptm_pred_121.pdb,0.772
afm_woTemplates_model_3_ptm_pred_87.pdb,0.771
afm_woTemplates_model_3_ptm_pred_112.pdb,0.771
afm_woTemplates_model_3_ptm_pred_53.pdb,0.771
afm_dropout_full_model_3_ptm_pred_171.pdb,0.771
afm_woTemplates_model_3_ptm_pred_113.pdb,0.771
afm_dropout_noSM_woTemplates_model_3_ptm_pred_77.pdb,0.771
afm_dropout_full_model_3_ptm_pred_91.pdb,0.77
afm_woTemplates_model_3_ptm_pred_96.pdb,0.77
afm_woTemplates_model_3_ptm_pred_66.pdb,0.77
afm_dropout_full_model_3_ptm_pred_150.pdb,0.77
afm_basic_model_3_ptm_pred_166.pdb,0.77
afm_dropout_full_model_3_ptm_pred_147.pdb,0.77
afm_basic_model_3_ptm_pred_77.pdb,0.769
afm_dropout_noSM_woTemplates_model_3_ptm_pred_181.pdb,0.769
afm_dropout_full_model_3_ptm_pred_70.pdb,0.769
afm_basic_model_3_ptm_pred_142.pdb,0.769
afm_dropout_full_model_3_ptm_pred_81.pdb,0.769
afm_dropout_noSM_woTemplates_model_3_ptm_pred_148.pdb,0.769
afm_basic_model_3_ptm_pred_116.pdb,0.769
afm_basic_model_3_ptm_pred_18.pdb,0.768
afm_basic_model_3_ptm_pred_191.pdb,0.768
afm_dropout_full_model_3_ptm_pred_125.pdb,0.768
afm_basic_model_3_ptm_pred_165.pdb,0.768
afm_basic_model_3_ptm_pred_26.pdb,0.768
afm_dropout_full_woTemplates_model_3_ptm_pred_112.pdb,0.768
afm_woTemplates_model_3_ptm_pred_172.pdb,0.768
afm_dropout_noSM_woTemplates_model_3_ptm_pred_168.pdb,0.768
afm_dropout_full_woTemplates_model_3_ptm_pred_48.pdb,0.768
afm_basic_model_3_ptm_pred_94.pdb,0.767
afm_dropout_full_woTemplates_model_3_ptm_pred_193.pdb,0.767
afm_basic_model_3_ptm_pred_20.pdb,0.767
afm_woTemplates_model_3_ptm_pred_189.pdb,0.767
afm_basic_model_3_ptm_pred_40.pdb,0.767
afm_dropout_full_woTemplates_model_3_ptm_pred_196.pdb,0.766
afm_dropout_full_model_3_ptm_pred_99.pdb,0.766
afm_woTemplates_model_3_ptm_pred_157.pdb,0.766
afm_dropout_full_model_3_ptm_pred_68.pdb,0.766
afm_woTemplates_model_3_ptm_pred_126.pdb,0.766
afm_basic_model_3_ptm_pred_12.pdb,0.765
afm_dropout_noSM_woTemplates_model_3_ptm_pred_91.pdb,0.764
afm_dropout_full_model_3_ptm_pred_58.pdb,0.764
afm_dropout_full_model_3_ptm_pred_92.pdb,0.764
afm_woTemplates_model_3_ptm_pred_6.pdb,0.764
afm_dropout_full_model_3_ptm_pred_39.pdb,0.763
afm_dropout_full_model_3_ptm_pred_20.pdb,0.763
afm_basic_model_3_ptm_pred_14.pdb,0.763
afm_dropout_noSM_woTemplates_model_3_ptm_pred_182.pdb,0.763
afm_basic_model_3_ptm_pred_184.pdb,0.762
afm_basic_model_3_ptm_pred_56.pdb,0.762
afm_dropout_noSM_woTemplates_model_3_ptm_pred_136.pdb,0.762
afm_woTemplates_model_3_ptm_pred_175.pdb,0.762
afm_basic_model_3_ptm_pred_34.pdb,0.762
afm_dropout_full_model_3_ptm_pred_23.pdb,0.762
afm_dropout_noSM_woTemplates_model_3_ptm_pred_66.pdb,0.762
afm_dropout_noSM_woTemplates_model_3_ptm_pred_152.pdb,0.761
afm_basic_model_3_ptm_pred_95.pdb,0.761
afm_basic_model_3_ptm_pred_173.pdb,0.761
afm_dropout_noSM_woTemplates_model_3_ptm_pred_135.pdb,0.761
afm_woTemplates_model_3_ptm_pred_102.pdb,0.761
afm_dropout_full_woTemplates_model_3_ptm_pred_173.pdb,0.761
afm_woTemplates_model_3_ptm_pred_76.pdb,0.761
afm_woTemplates_model_3_ptm_pred_154.pdb,0.76
afm_dropout_noSM_woTemplates_model_3_ptm_pred_56.pdb,0.76
afm_basic_model_3_ptm_pred_138.pdb,0.76
afm_woTemplates_model_3_ptm_pred_88.pdb,0.76
afm_woTemplates_model_3_ptm_pred_125.pdb,0.76
afm_basic_model_3_ptm_pred_156.pdb,0.76
afm_woTemplates_model_3_ptm_pred_121.pdb,0.76
afm_basic_model_3_ptm_pred_154.pdb,0.759
afm_dropout_full_woTemplates_model_3_ptm_pred_141.pdb,0.759
afm_basic_model_3_ptm_pred_24.pdb,0.759
afm_dropout_noSM_woTemplates_model_3_ptm_pred_140.pdb,0.759
afm_dropout_full_woTemplates_model_3_ptm_pred_105.pdb,0.758
afm_woTemplates_model_3_ptm_pred_91.pdb,0.758
afm_basic_model_3_ptm_pred_128.pdb,0.757
afm_woTemplates_model_3_ptm_pred_26.pdb,0.757
afm_dropout_full_model_3_ptm_pred_43.pdb,0.757
afm_woTemplates_model_3_ptm_pred_156.pdb,0.757
afm_dropout_noSM_woTemplates_model_3_ptm_pred_54.pdb,0.756
afm_woTemplates_model_3_ptm_pred_37.pdb,0.756
afm_basic_model_3_ptm_pred_53.pdb,0.755
afm_basic_model_3_ptm_pred_15.pdb,0.755
afm_dropout_full_woTemplates_model_3_ptm_pred_1.pdb,0.755
afm_woTemplates_model_3_ptm_pred_29.pdb,0.755
