model_name,oligo_gdtha
afm_woTemplates_model_3_ptm_pred_95.pdb,0.781
afm_dropout_noSM_woTemplates_model_3_ptm_pred_196.pdb,0.77
afm_basic_model_3_ptm_pred_179.pdb,0.768
afm_dropout_full_model_3_ptm_pred_87.pdb,0.764
afm_woTemplates_model_3_ptm_pred_36.pdb,0.764
afm_woTemplates_model_3_ptm_pred_162.pdb,0.764
afm_dropout_noSM_woTemplates_model_3_ptm_pred_85.pdb,0.762
afm_dropout_noSM_woTemplates_model_3_ptm_pred_152.pdb,0.76
afm_woTemplates_model_3_ptm_pred_154.pdb,0.76
afm_dropout_full_model_3_ptm_pred_80.pdb,0.76
afm_dropout_full_woTemplates_model_3_ptm_pred_66.pdb,0.76
afm_dropout_noSM_woTemplates_model_3_ptm_pred_169.pdb,0.758
afm_woTemplates_model_3_ptm_pred_150.pdb,0.758
afm_woTemplates_model_3_ptm_pred_63.pdb,0.758
afm_woTemplates_model_3_ptm_pred_131.pdb,0.756
afm_dropout_full_model_3_ptm_pred_125.pdb,0.756
afm_woTemplates_model_5_ptm_pred_135.pdb,0.756
afm_dropout_noSM_woTemplates_model_3_ptm_pred_125.pdb,0.756
afm_dropout_full_model_3_ptm_pred_121.pdb,0.756
afm_woTemplates_model_3_ptm_pred_45.pdb,0.756
afm_basic_model_3_ptm_pred_15.pdb,0.754
afm_basic_model_3_ptm_pred_41.pdb,0.754
afm_dropout_full_woTemplates_model_3_ptm_pred_48.pdb,0.754
afm_woTemplates_model_3_ptm_pred_27.pdb,0.752
afm_dropout_full_model_3_ptm_pred_43.pdb,0.752
afm_dropout_full_woTemplates_model_3_ptm_pred_196.pdb,0.75
afm_dropout_full_woTemplates_model_3_ptm_pred_105.pdb,0.75
afm_dropout_full_woTemplates_model_3_ptm_pred_11.pdb,0.75
afm_basic_model_3_ptm_pred_160.pdb,0.75
afm_dropout_full_model_3_ptm_pred_110.pdb,0.75
afm_dropout_full_model_3_ptm_pred_68.pdb,0.75
afm_dropout_full_woTemplates_model_3_ptm_pred_112.pdb,0.75
afm_basic_model_3_ptm_pred_189.pdb,0.748
afm_woTemplates_model_3_ptm_pred_175.pdb,0.748
afm_dropout_noSM_woTemplates_model_3_ptm_pred_74.pdb,0.748
afm_dropout_full_woTemplates_model_3_ptm_pred_32.pdb,0.748
afm_dropout_full_model_3_ptm_pred_179.pdb,0.748
afm_woTemplates_model_3_ptm_pred_37.pdb,0.748
afm_basic_model_3_ptm_pred_142.pdb,0.748
afm_woTemplates_model_3_ptm_pred_169.pdb,0.748
afm_woTemplates_model_3_ptm_pred_172.pdb,0.748
afm_dropout_noSM_woTemplates_model_3_ptm_pred_54.pdb,0.746
afm_woTemplates_model_3_ptm_pred_112.pdb,0.746
afm_dropout_full_model_3_ptm_pred_169.pdb,0.746
afm_basic_model_3_ptm_pred_121.pdb,0.746
afm_dropout_full_woTemplates_model_3_ptm_pred_75.pdb,0.746
afm_dropout_full_model_3_ptm_pred_112.pdb,0.746
afm_dropout_full_model_3_ptm_pred_159.pdb,0.746
