model_name,tm_score
cf_woTemplates_model_5_multimer_v2_pred_14.pdb,0.44
afm_dropout_full_model_5_multimer_v2_pred_4.pdb,0.438
cf_woTemplates_model_5_multimer_v2_pred_9.pdb,0.437
cf_woTemplates_model_3_multimer_v2_pred_11.pdb,0.434
afm_basic_model_1_multimer_v2_pred_42.pdb,0.432
cf_woTemplates_model_5_multimer_v2_pred_2.pdb,0.432
cf_woTemplates_model_5_multimer_v2_pred_57.pdb,0.431
cf_woTemplates_model_3_multimer_v2_pred_51.pdb,0.431
cf_woTemplates_model_5_multimer_v2_pred_45.pdb,0.43
cf_woTemplates_model_5_multimer_v2_pred_22.pdb,0.43
cf_woTemplates_model_3_multimer_v2_pred_1.pdb,0.429
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_27.pdb,0.429
cf_woTemplates_model_5_multimer_v2_pred_56.pdb,0.426
afm_basic_model_1_multimer_v2_pred_66.pdb,0.426
cf_woTemplates_model_5_multimer_v2_pred_26.pdb,0.425
cf_woTemplates_model_5_multimer_v2_pred_41.pdb,0.425
afm_dropout_full_model_5_multimer_v2_pred_13.pdb,0.425
cf_woTemplates_model_5_multimer_v2_pred_32.pdb,0.425
cf_woTemplates_model_5_multimer_v2_pred_50.pdb,0.424
cf_woTemplates_model_5_multimer_v2_pred_59.pdb,0.424
cf_woTemplates_model_5_multimer_v2_pred_25.pdb,0.424
cf_woTemplates_model_5_multimer_v2_pred_53.pdb,0.424
cf_woTemplates_model_5_multimer_v2_pred_7.pdb,0.424
cf_woTemplates_model_5_multimer_v2_pred_47.pdb,0.424
cf_woTemplates_model_5_multimer_v2_pred_31.pdb,0.423
cf_woTemplates_model_5_multimer_v2_pred_36.pdb,0.423
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_13.pdb,0.423
cf_woTemplates_model_5_multimer_v2_pred_54.pdb,0.423
cf_woTemplates_model_5_multimer_v2_pred_62.pdb,0.423
cf_woTemplates_model_5_multimer_v2_pred_39.pdb,0.422
cf_woTemplates_model_5_multimer_v2_pred_35.pdb,0.421
cf_woTemplates_model_5_multimer_v2_pred_21.pdb,0.421
cf_woTemplates_model_5_multimer_v2_pred_44.pdb,0.421
cf_woTemplates_model_5_multimer_v2_pred_34.pdb,0.421
cf_woTemplates_model_5_multimer_v2_pred_8.pdb,0.421
cf_woTemplates_model_5_multimer_v2_pred_12.pdb,0.421
cf_woTemplates_model_5_multimer_v2_pred_29.pdb,0.421
cf_woTemplates_model_5_multimer_v2_pred_52.pdb,0.42
cf_woTemplates_model_5_multimer_v2_pred_65.pdb,0.42
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_0.pdb,0.42
cf_woTemplates_model_5_multimer_v2_pred_17.pdb,0.42
cf_woTemplates_model_5_multimer_v2_pred_64.pdb,0.42
cf_woTemplates_model_5_multimer_v2_pred_48.pdb,0.42
cf_woTemplates_model_5_multimer_v2_pred_1.pdb,0.42
cf_woTemplates_model_5_multimer_v2_pred_51.pdb,0.419
cf_woTemplates_model_5_multimer_v2_pred_13.pdb,0.419
cf_woTemplates_model_5_multimer_v2_pred_63.pdb,0.419
cf_woTemplates_model_5_multimer_v2_pred_40.pdb,0.419
cf_woTemplates_model_5_multimer_v2_pred_38.pdb,0.419
cf_woTemplates_model_5_multimer_v2_pred_0.pdb,0.418
cf_woTemplates_model_5_multimer_v2_pred_3.pdb,0.418
cf_woTemplates_model_5_multimer_v2_pred_43.pdb,0.418
cf_woTemplates_model_5_multimer_v2_pred_30.pdb,0.418
cf_woTemplates_model_5_multimer_v2_pred_49.pdb,0.418
cf_woTemplates_model_5_multimer_v2_pred_4.pdb,0.418
cf_woTemplates_model_5_multimer_v2_pred_15.pdb,0.417
cf_woTemplates_model_3_multimer_v2_pred_60.pdb,0.417
cf_woTemplates_model_5_multimer_v2_pred_6.pdb,0.417
cf_woTemplates_model_5_multimer_v2_pred_27.pdb,0.417
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_10.pdb,0.417
