model_name,qs_global
afm_dropout_full_model_5_multimer_v3_pred_43.pdb,0.839
afm_basic_model_5_multimer_v3_pred_25.pdb,0.836
afm_dropout_full_model_5_multimer_v3_pred_57.pdb,0.835
afm_basic_model_5_multimer_v3_pred_8.pdb,0.835
afm_dropout_full_model_5_multimer_v3_pred_42.pdb,0.834
afm_basic_model_5_multimer_v3_pred_2.pdb,0.831
afm_dropout_full_model_5_multimer_v3_pred_26.pdb,0.831
afm_dropout_full_model_5_multimer_v3_pred_45.pdb,0.831
afm_dropout_full_model_5_multimer_v3_pred_47.pdb,0.831
afm_dropout_full_model_5_multimer_v3_pred_15.pdb,0.831
afm_dropout_full_model_4_multimer_v3_pred_34.pdb,0.83
afm_basic_model_5_multimer_v3_pred_52.pdb,0.829
afm_basic_model_5_multimer_v3_pred_15.pdb,0.829
afm_dropout_full_model_5_multimer_v3_pred_64.pdb,0.829
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.828
afm_dropout_full_model_1_multimer_v3_pred_38.pdb,0.828
afm_basic_model_5_multimer_v3_pred_54.pdb,0.828
afm_basic_model_5_multimer_v3_pred_7.pdb,0.827
afm_dropout_full_model_2_multimer_v3_pred_30.pdb,0.827
afm_dropout_full_model_5_multimer_v3_pred_12.pdb,0.826
afm_dropout_full_model_1_multimer_v3_pred_52.pdb,0.826
afm_dropout_full_model_5_multimer_v3_pred_18.pdb,0.826
afm_basic_model_2_multimer_v3_pred_47.pdb,0.825
afm_dropout_full_model_2_multimer_v3_pred_12.pdb,0.825
afm_dropout_full_model_5_multimer_v3_pred_31.pdb,0.824
afm_basic_model_2_multimer_v3_pred_44.pdb,0.824
afm_basic_model_2_multimer_v3_pred_59.pdb,0.824
afm_dropout_full_model_5_multimer_v3_pred_48.pdb,0.824
afm_dropout_full_model_4_multimer_v3_pred_46.pdb,0.824
afm_dropout_full_model_5_multimer_v3_pred_37.pdb,0.824
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.823
afm_dropout_full_model_2_multimer_v3_pred_25.pdb,0.823
afm_dropout_full_model_4_multimer_v3_pred_53.pdb,0.823
afm_dropout_full_model_4_multimer_v3_pred_63.pdb,0.823
afm_dropout_full_model_5_multimer_v3_pred_46.pdb,0.823
afm_dropout_full_model_2_multimer_v3_pred_14.pdb,0.823
afm_dropout_full_model_5_multimer_v3_pred_19.pdb,0.823
afm_dropout_full_model_5_multimer_v3_pred_23.pdb,0.823
afm_dropout_full_model_2_multimer_v3_pred_41.pdb,0.823
afm_dropout_full_model_4_multimer_v3_pred_48.pdb,0.822
afm_basic_model_2_multimer_v3_pred_20.pdb,0.822
afm_basic_model_4_multimer_v3_pred_23.pdb,0.822
afm_dropout_full_model_2_multimer_v3_pred_50.pdb,0.822
afm_dropout_full_model_2_multimer_v3_pred_9.pdb,0.822
afm_dropout_full_model_4_multimer_v3_pred_54.pdb,0.822
afm_dropout_full_model_2_multimer_v3_pred_32.pdb,0.821
afm_dropout_full_model_4_multimer_v3_pred_55.pdb,0.821
