model_name,rmsd
afm_dropout_full_model_4_multimer_v1_pred_46.pdb,28.349
afm_dropout_full_model_4_multimer_v1_pred_2.pdb,28.208
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_3.pdb,28.012
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_31.pdb,27.854
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_32.pdb,27.828
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_7.pdb,27.68
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_58.pdb,27.584
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_44.pdb,27.575
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_27.pdb,27.573
afm_dropout_full_model_4_multimer_v1_pred_39.pdb,27.57
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_56.pdb,27.553
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_12.pdb,27.513
afm_dropout_full_model_4_multimer_v1_pred_30.pdb,27.504
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_1.pdb,27.483
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_33.pdb,27.473
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_52.pdb,27.469
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_51.pdb,27.466
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_49.pdb,27.442
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_42.pdb,27.405
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_34.pdb,27.395
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_57.pdb,27.348
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_17.pdb,27.346
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_7.pdb,27.342
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_8.pdb,27.338
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_8.pdb,27.298
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_14.pdb,27.287
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_45.pdb,27.267
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_32.pdb,27.262
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_65.pdb,27.239
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_33.pdb,27.231
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_20.pdb,27.226
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_16.pdb,27.221
afm_dropout_full_model_2_multimer_v1_pred_39.pdb,27.211
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_49.pdb,27.21
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_37.pdb,27.194
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_44.pdb,27.194
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_28.pdb,27.175
afm_dropout_full_model_5_multimer_v1_pred_28.pdb,27.174
afm_dropout_full_model_5_multimer_v1_pred_64.pdb,27.174
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_62.pdb,27.172
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_28.pdb,27.158
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_20.pdb,27.155
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_14.pdb,27.153
afm_dropout_full_model_5_multimer_v1_pred_44.pdb,27.15
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_65.pdb,27.132
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_47.pdb,27.089
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_8.pdb,27.088
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_41.pdb,27.074
afm_dropout_full_model_5_multimer_v1_pred_13.pdb,27.058
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_36.pdb,27.051
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_32.pdb,27.035
afm_dropout_full_model_5_multimer_v1_pred_25.pdb,27.033
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_48.pdb,27.032
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_11.pdb,27.019
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_48.pdb,27.008
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_3.pdb,26.997
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_34.pdb,26.995
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_6.pdb,26.994
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_65.pdb,26.992
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_18.pdb,26.989
afm_dropout_full_model_4_multimer_v1_pred_65.pdb,26.98
cf_woTemplates_model_4_multimer_v1_pred_63.pdb,26.972
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_22.pdb,26.966
afm_dropout_full_model_5_multimer_v1_pred_18.pdb,26.951
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_18.pdb,26.927
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_16.pdb,26.924
afm_dropout_full_model_5_multimer_v1_pred_37.pdb,26.921
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_1.pdb,26.892
afm_basic_model_4_multimer_v1_pred_56.pdb,26.888
afm_dropout_full_model_4_multimer_v1_pred_57.pdb,26.886
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_7.pdb,26.876
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_54.pdb,26.864
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_45.pdb,26.86
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_17.pdb,26.856
afm_basic_model_4_multimer_v1_pred_66.pdb,26.832
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_65.pdb,26.831
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_58.pdb,26.828
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_33.pdb,26.826
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_30.pdb,26.813
afm_woTemplates_model_4_multimer_v1_pred_39.pdb,26.805
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_27.pdb,26.794
cf_woTemplates_model_4_multimer_v1_pred_2.pdb,26.766
afm_basic_model_4_multimer_v1_pred_27.pdb,26.765
afm_woTemplates_model_4_multimer_v1_pred_33.pdb,26.752
cf_woTemplates_model_4_multimer_v1_pred_6.pdb,26.75
afm_dropout_full_model_5_multimer_v1_pred_65.pdb,26.733
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_55.pdb,26.729
afm_basic_model_4_multimer_v1_pred_7.pdb,26.727
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_13.pdb,26.712
cf_woTemplates_model_4_multimer_v1_pred_40.pdb,26.696
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_40.pdb,26.69
afm_basic_model_4_multimer_v1_pred_65.pdb,26.685
afm_basic_model_4_multimer_v1_pred_26.pdb,26.684
cf_woTemplates_model_4_multimer_v1_pred_26.pdb,26.678
afm_dropout_full_model_4_multimer_v1_pred_64.pdb,26.673
cf_woTemplates_model_4_multimer_v1_pred_44.pdb,26.67
cf_woTemplates_model_4_multimer_v1_pred_3.pdb,26.663
afm_basic_model_4_multimer_v1_pred_15.pdb,26.653
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_47.pdb,26.652
cf_woTemplates_model_4_multimer_v1_pred_48.pdb,26.652
afm_basic_model_4_multimer_v1_pred_39.pdb,26.637
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_47.pdb,26.62
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_58.pdb,26.61
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_64.pdb,26.61
cf_woTemplates_model_4_multimer_v1_pred_7.pdb,26.59
cf_woTemplates_model_4_multimer_v1_pred_34.pdb,26.568
afm_basic_model_4_multimer_v1_pred_2.pdb,26.561
cf_woTemplates_model_4_multimer_v1_pred_36.pdb,26.556
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_47.pdb,26.55
afm_dropout_full_model_5_multimer_v1_pred_21.pdb,26.547
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_2.pdb,26.543
cf_woTemplates_model_4_multimer_v1_pred_1.pdb,26.49
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_6.pdb,26.481
cf_woTemplates_model_5_multimer_v1_pred_40.pdb,26.472
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_21.pdb,26.461
afm_dropout_full_model_5_multimer_v1_pred_2.pdb,26.44
afm_basic_model_5_multimer_v1_pred_51.pdb,26.439
afm_dropout_full_model_2_multimer_v1_pred_12.pdb,26.437
afm_basic_model_4_multimer_v1_pred_12.pdb,26.435
afm_basic_model_4_multimer_v1_pred_42.pdb,26.429
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_37.pdb,26.398
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_11.pdb,26.394
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_2.pdb,26.388
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_46.pdb,26.376
afm_basic_model_4_multimer_v1_pred_31.pdb,26.374
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_59.pdb,26.365
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_4.pdb,26.358
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_44.pdb,26.35
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_59.pdb,26.345
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb,26.343
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_13.pdb,26.313
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_31.pdb,26.281
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_58.pdb,26.267
afm_woTemplates_model_4_multimer_v1_pred_38.pdb,26.256
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_30.pdb,26.243
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_17.pdb,26.234
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_17.pdb,26.216
afm_basic_model_4_multimer_v1_pred_62.pdb,26.206
afm_woTemplates_model_4_multimer_v1_pred_54.pdb,26.179
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_18.pdb,26.177
afm_dropout_full_model_2_multimer_v1_pred_0.pdb,26.158
afm_woTemplates_model_4_multimer_v1_pred_51.pdb,26.133
cf_woTemplates_model_4_multimer_v1_pred_0.pdb,26.128
afm_woTemplates_model_4_multimer_v1_pred_4.pdb,26.126
afm_woTemplates_model_4_multimer_v1_pred_66.pdb,26.125
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_41.pdb,26.106
afm_dropout_full_model_4_multimer_v1_pred_41.pdb,26.085
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_2.pdb,26.081
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_0.pdb,26.081
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_22.pdb,26.068
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_55.pdb,26.064
afm_woTemplates_model_4_multimer_v1_pred_13.pdb,26.052
afm_woTemplates_model_4_multimer_v1_pred_18.pdb,26.048
afm_woTemplates_model_4_multimer_v1_pred_27.pdb,26.047
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_10.pdb,26.044
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_1.pdb,26.041
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_32.pdb,26.04
afm_woTemplates_model_4_multimer_v1_pred_12.pdb,26.036
afm_woTemplates_model_4_multimer_v1_pred_42.pdb,26.016
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_27.pdb,26.011
afm_woTemplates_model_4_multimer_v1_pred_53.pdb,26.01
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_47.pdb,25.99
afm_woTemplates_model_4_multimer_v1_pred_40.pdb,25.986
afm_woTemplates_model_4_multimer_v1_pred_58.pdb,25.984
afm_woTemplates_model_4_multimer_v1_pred_65.pdb,25.978
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_28.pdb,25.977
cf_woTemplates_model_4_multimer_v1_pred_22.pdb,25.968
afm_woTemplates_model_4_multimer_v1_pred_28.pdb,25.963
cf_woTemplates_model_5_multimer_v1_pred_46.pdb,25.962
afm_woTemplates_model_4_multimer_v1_pred_3.pdb,25.953
afm_woTemplates_model_5_multimer_v1_pred_17.pdb,25.952
afm_woTemplates_model_4_multimer_v1_pred_59.pdb,25.951
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_19.pdb,25.95
afm_woTemplates_model_4_multimer_v1_pred_36.pdb,25.946
cf_woTemplates_model_4_multimer_v1_pred_38.pdb,25.941
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_64.pdb,25.932
cf_woTemplates_model_4_multimer_v1_pred_33.pdb,25.921
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_3.pdb,25.919
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_63.pdb,25.911
afm_woTemplates_model_4_multimer_v1_pred_32.pdb,25.907
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_58.pdb,25.881
afm_woTemplates_model_4_multimer_v1_pred_22.pdb,25.875
afm_woTemplates_model_4_multimer_v1_pred_63.pdb,25.872
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_1.pdb,25.869
afm_woTemplates_model_4_multimer_v1_pred_7.pdb,25.855
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_4.pdb,25.839
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_44.pdb,25.818
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_15.pdb,25.816
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_46.pdb,25.815
afm_woTemplates_model_4_multimer_v1_pred_6.pdb,25.802
cf_woTemplates_model_4_multimer_v1_pred_10.pdb,25.8
afm_woTemplates_model_4_multimer_v1_pred_24.pdb,25.799
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_31.pdb,25.772
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_12.pdb,25.754
afm_basic_model_4_multimer_v1_pred_4.pdb,25.753
afm_woTemplates_model_4_multimer_v1_pred_50.pdb,25.726
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_55.pdb,25.669
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_10.pdb,25.666
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_26.pdb,25.653
afm_woTemplates_model_4_multimer_v1_pred_64.pdb,25.652
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_45.pdb,25.651
afm_dropout_full_model_4_multimer_v1_pred_28.pdb,25.601
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_48.pdb,25.597
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_59.pdb,25.587
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_66.pdb,25.583
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_16.pdb,25.573
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_62.pdb,25.486
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_2.pdb,25.478
afm_basic_model_4_multimer_v1_pred_20.pdb,25.472
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_10.pdb,25.469
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_64.pdb,25.455
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_4.pdb,25.45
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_62.pdb,25.445
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_33.pdb,25.441
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_61.pdb,25.432
afm_dropout_full_model_4_multimer_v1_pred_21.pdb,25.422
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_21.pdb,25.384
afm_dropout_full_model_2_multimer_v1_pred_15.pdb,25.375
afm_dropout_full_model_4_multimer_v1_pred_0.pdb,25.369
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_60.pdb,25.346
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_23.pdb,25.32
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_23.pdb,25.317
afm_dropout_full_model_4_multimer_v1_pred_32.pdb,25.3
afm_dropout_full_model_2_multimer_v1_pred_5.pdb,25.288
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_26.pdb,25.267
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_17.pdb,25.267
afm_dropout_full_model_4_multimer_v1_pred_14.pdb,25.261
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_10.pdb,25.255
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_5.pdb,25.254
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_4.pdb,25.252
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_42.pdb,25.25
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_6.pdb,25.245
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_66.pdb,25.243
