model_name,qs_global
afm_dropout_full_model_2_multimer_v3_pred_13.pdb,0.971
afm_dropout_full_model_1_multimer_v2_pred_25.pdb,0.971
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.971
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_47.pdb,0.971
afm_woTemplates_model_1_multimer_v2_pred_56.pdb,0.971
afm_dropout_full_model_4_multimer_v2_pred_58.pdb,0.971
afm_dropout_full_model_2_multimer_v3_pred_36.pdb,0.971
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_14.pdb,0.971
afm_woTemplates_model_2_multimer_v3_pred_65.pdb,0.971
afm_woTemplates_model_2_multimer_v3_pred_21.pdb,0.971
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_27.pdb,0.971
afm_basic_model_1_multimer_v2_pred_13.pdb,0.971
afm_basic_model_1_multimer_v2_pred_43.pdb,0.971
afm_woTemplates_model_1_multimer_v2_pred_0.pdb,0.971
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_42.pdb,0.971
cf_woTemplates_model_5_multimer_v2_pred_3.pdb,0.971
afm_basic_model_2_multimer_v3_pred_28.pdb,0.971
afm_woTemplates_model_2_multimer_v3_pred_52.pdb,0.971
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_44.pdb,0.971
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_36.pdb,0.971
afm_basic_model_2_multimer_v3_pred_46.pdb,0.971
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_35.pdb,0.971
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_5.pdb,0.971
afm_basic_model_2_multimer_v3_pred_19.pdb,0.971
afm_dropout_full_model_1_multimer_v2_pred_6.pdb,0.971
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_4.pdb,0.971
afm_dropout_full_model_1_multimer_v2_pred_31.pdb,0.971
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_63.pdb,0.971
afm_woTemplates_model_2_multimer_v3_pred_33.pdb,0.971
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_29.pdb,0.971
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_4.pdb,0.971
afm_basic_model_2_multimer_v3_pred_29.pdb,0.971
afm_basic_model_1_multimer_v2_pred_17.pdb,0.971
afm_woTemplates_model_2_multimer_v3_pred_53.pdb,0.971
afm_woTemplates_model_2_multimer_v3_pred_51.pdb,0.971
afm_basic_model_2_multimer_v3_pred_45.pdb,0.971
