model_name,tm_score
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.414
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.407
afm_woTemplates_model_5_multimer_v3_pred_10.pdb,0.404
afm_woTemplates_model_5_multimer_v3_pred_19.pdb,0.397
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_24.pdb,0.396
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,0.394
afm_woTemplates_model_5_multimer_v3_pred_33.pdb,0.389
cf_woTemplates_model_5_multimer_v3_pred_26.pdb,0.383
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_31.pdb,0.382
cf_woTemplates_model_5_multimer_v3_pred_31.pdb,0.379
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_13.pdb,0.378
cf_woTemplates_model_5_multimer_v3_pred_24.pdb,0.375
cf_woTemplates_model_2_multimer_v3_pred_33.pdb,0.375
cf_woTemplates_model_2_multimer_v3_pred_7.pdb,0.374
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_4.pdb,0.369
afm_woTemplates_model_3_multimer_v3_pred_16.pdb,0.369
afm_basic_model_5_multimer_v3_pred_5.pdb,0.366
afm_basic_model_5_multimer_v3_pred_14.pdb,0.365
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_20.pdb,0.365
afm_woTemplates_model_4_multimer_v3_pred_3.pdb,0.363
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_0.pdb,0.362
afm_dropout_full_model_2_multimer_v3_pred_5.pdb,0.36
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_24.pdb,0.358
cf_woTemplates_model_3_multimer_v3_pred_20.pdb,0.356
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_27.pdb,0.355
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_31.pdb,0.355
afm_woTemplates_model_3_multimer_v3_pred_4.pdb,0.355
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.354
afm_dropout_full_model_3_multimer_v3_pred_3.pdb,0.354
afm_dropout_full_model_1_multimer_v3_pred_29.pdb,0.353
afm_woTemplates_model_3_multimer_v2_pred_27.pdb,0.351
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.35
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_14.pdb,0.349
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_21.pdb,0.348
afm_woTemplates_model_3_multimer_v2_pred_1.pdb,0.346
afm_woTemplates_model_3_multimer_v2_pred_24.pdb,0.346
afm_woTemplates_model_3_multimer_v2_pred_22.pdb,0.345
afm_woTemplates_model_3_multimer_v2_pred_21.pdb,0.345
afm_woTemplates_model_3_multimer_v2_pred_3.pdb,0.345
afm_basic_model_3_multimer_v3_pred_4.pdb,0.343
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,0.341
afm_dropout_full_model_2_multimer_v3_pred_18.pdb,0.34
afm_basic_model_3_multimer_v3_pred_32.pdb,0.339
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_5.pdb,0.339
afm_basic_model_3_multimer_v2_pred_15.pdb,0.338
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_30.pdb,0.337
afm_basic_model_2_multimer_v3_pred_24.pdb,0.336
afm_basic_model_1_multimer_v2_pred_2.pdb,0.336
afm_basic_model_3_multimer_v3_pred_18.pdb,0.336
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_19.pdb,0.335
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_29.pdb,0.334
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_7.pdb,0.331
afm_basic_model_3_multimer_v2_pred_33.pdb,0.33
