model_name,oligo_gdtha
afm_woTemplates_model_1_multimer_v3_pred_21.pdb,0.133
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_26.pdb,0.128
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_1.pdb,0.124
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_14.pdb,0.123
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_33.pdb,0.12
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_18.pdb,0.119
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.119
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_8.pdb,0.113
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_6.pdb,0.112
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.11
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_0.pdb,0.108
afm_dropout_full_model_5_multimer_v3_pred_28.pdb,0.108
cf_woTemplates_model_5_multimer_v3_pred_0.pdb,0.107
cf_woTemplates_model_2_multimer_v3_pred_26.pdb,0.106
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,0.106
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_28.pdb,0.106
afm_dropout_full_model_1_multimer_v3_pred_18.pdb,0.106
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.105
afm_woTemplates_model_5_multimer_v3_pred_10.pdb,0.105
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_8.pdb,0.104
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_12.pdb,0.103
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_29.pdb,0.103
afm_basic_model_5_multimer_v3_pred_32.pdb,0.101
afm_basic_model_5_multimer_v3_pred_4.pdb,0.098
afm_dropout_full_model_5_multimer_v3_pred_6.pdb,0.096
afm_basic_model_2_multimer_v3_pred_23.pdb,0.096
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_1.pdb,0.096
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_25.pdb,0.096
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_30.pdb,0.095
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.095
afm_dropout_full_model_5_multimer_v3_pred_30.pdb,0.094
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.094
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_13.pdb,0.094
afm_woTemplates_model_1_multimer_v3_pred_30.pdb,0.093
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_17.pdb,0.092
afm_dropout_full_model_1_multimer_v3_pred_33.pdb,0.092
cf_woTemplates_model_2_multimer_v3_pred_24.pdb,0.092
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_2.pdb,0.091
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_2.pdb,0.091
cf_woTemplates_model_5_multimer_v3_pred_31.pdb,0.091
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_33.pdb,0.091
cf_woTemplates_model_5_multimer_v3_pred_24.pdb,0.09
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_12.pdb,0.09
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_11.pdb,0.09
afm_basic_model_5_multimer_v3_pred_13.pdb,0.09
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_24.pdb,0.09
cf_woTemplates_model_5_multimer_v3_pred_33.pdb,0.09
afm_woTemplates_model_3_multimer_v3_pred_33.pdb,0.09
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.089
afm_dropout_full_model_5_multimer_v3_pred_32.pdb,0.089
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_16.pdb,0.089
afm_basic_model_3_multimer_v3_pred_16.pdb,0.089
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.089
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_29.pdb,0.087
afm_basic_model_1_multimer_v3_pred_15.pdb,0.087
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_17.pdb,0.086
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_11.pdb,0.086
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.086
cf_woTemplates_model_3_multimer_v3_pred_15.pdb,0.086
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.085
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_21.pdb,0.085
