model_name,oligo_gdtts
afm_woTemplates_model_1_multimer_v3_pred_21.pdb,0.212
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_1.pdb,0.199
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_26.pdb,0.196
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_14.pdb,0.195
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.18
cf_woTemplates_model_2_multimer_v3_pred_26.pdb,0.176
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.17
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.169
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_0.pdb,0.167
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_18.pdb,0.167
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,0.167
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_33.pdb,0.167
afm_dropout_full_model_1_multimer_v3_pred_18.pdb,0.166
afm_woTemplates_model_5_multimer_v3_pred_10.pdb,0.165
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_12.pdb,0.163
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_8.pdb,0.162
cf_woTemplates_model_5_multimer_v3_pred_0.pdb,0.161
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_6.pdb,0.161
afm_dropout_full_model_5_multimer_v3_pred_28.pdb,0.157
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_29.pdb,0.155
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_8.pdb,0.154
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_28.pdb,0.154
afm_basic_model_5_multimer_v3_pred_32.pdb,0.152
afm_basic_model_5_multimer_v3_pred_4.pdb,0.149
afm_basic_model_2_multimer_v3_pred_23.pdb,0.146
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.144
cf_woTemplates_model_2_multimer_v3_pred_24.pdb,0.142
cf_woTemplates_model_5_multimer_v3_pred_31.pdb,0.141
cf_woTemplates_model_5_multimer_v3_pred_33.pdb,0.141
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_33.pdb,0.139
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_2.pdb,0.138
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.137
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_11.pdb,0.135
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_30.pdb,0.135
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.135
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_1.pdb,0.135
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_25.pdb,0.135
afm_woTemplates_model_1_multimer_v3_pred_30.pdb,0.134
afm_dropout_full_model_5_multimer_v3_pred_6.pdb,0.134
afm_dropout_full_model_5_multimer_v3_pred_30.pdb,0.132
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_13.pdb,0.132
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_21.pdb,0.132
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_17.pdb,0.131
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_2.pdb,0.131
