model_name,tm_score
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_66.pdb,0.962
cf_woTemplates_model_3_multimer_v3_pred_31.pdb,0.957
afm_dropout_full_model_3_multimer_v2_pred_42.pdb,0.957
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_1.pdb,0.956
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_23.pdb,0.956
afm_dropout_full_model_5_multimer_v3_pred_40.pdb,0.954
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_31.pdb,0.95
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_42.pdb,0.95
afm_dropout_full_model_1_multimer_v3_pred_5.pdb,0.95
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_49.pdb,0.95
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_56.pdb,0.949
afm_dropout_full_model_2_multimer_v1_pred_57.pdb,0.948
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_12.pdb,0.948
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_39.pdb,0.946
afm_basic_model_1_multimer_v1_pred_32.pdb,0.946
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_14.pdb,0.946
afm_basic_model_1_multimer_v1_pred_50.pdb,0.946
afm_basic_model_1_multimer_v1_pred_65.pdb,0.946
afm_basic_model_4_multimer_v1_pred_6.pdb,0.945
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_55.pdb,0.945
afm_dropout_full_model_2_multimer_v1_pred_12.pdb,0.945
afm_basic_model_1_multimer_v1_pred_35.pdb,0.945
afm_dropout_full_model_4_multimer_v1_pred_40.pdb,0.944
afm_woTemplates_model_5_multimer_v2_pred_47.pdb,0.944
cf_woTemplates_model_3_multimer_v1_pred_37.pdb,0.944
afm_dropout_full_model_1_multimer_v3_pred_46.pdb,0.944
afm_dropout_full_model_4_multimer_v1_pred_16.pdb,0.944
afm_dropout_full_model_5_multimer_v2_pred_45.pdb,0.944
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_58.pdb,0.944
afm_dropout_full_model_1_multimer_v1_pred_57.pdb,0.944
cf_woTemplates_model_3_multimer_v1_pred_57.pdb,0.943
afm_basic_model_1_multimer_v1_pred_46.pdb,0.943
