model_name,rmsd
cf_woTemplates_model_4_multimer_v3_pred_28.pdb,8.597
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_38.pdb,8.575
cf_woTemplates_model_4_multimer_v3_pred_34.pdb,8.562
afm_basic_model_3_multimer_v3_pred_26.pdb,8.548
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_53.pdb,8.526
cf_woTemplates_model_4_multimer_v3_pred_60.pdb,8.517
afm_basic_model_3_multimer_v3_pred_10.pdb,8.512
afm_basic_model_3_multimer_v3_pred_43.pdb,8.492
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_45.pdb,8.49
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_48.pdb,8.483
cf_woTemplates_model_4_multimer_v3_pred_29.pdb,8.474
afm_dropout_full_model_3_multimer_v3_pred_66.pdb,8.457
afm_basic_model_3_multimer_v3_pred_37.pdb,8.445
afm_basic_model_4_multimer_v3_pred_38.pdb,8.445
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,8.437
cf_woTemplates_model_4_multimer_v3_pred_50.pdb,8.435
afm_basic_model_3_multimer_v3_pred_20.pdb,8.435
afm_basic_model_3_multimer_v3_pred_61.pdb,8.434
afm_basic_model_4_multimer_v3_pred_30.pdb,8.43
afm_dropout_full_model_4_multimer_v3_pred_32.pdb,8.427
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_49.pdb,8.425
afm_basic_model_4_multimer_v3_pred_53.pdb,8.425
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_12.pdb,8.419
afm_basic_model_3_multimer_v3_pred_17.pdb,8.416
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_43.pdb,8.414
afm_basic_model_4_multimer_v3_pred_41.pdb,8.413
afm_basic_model_4_multimer_v3_pred_29.pdb,8.412
afm_basic_model_3_multimer_v3_pred_14.pdb,8.411
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_49.pdb,8.407
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_48.pdb,8.405
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_38.pdb,8.399
afm_basic_model_3_multimer_v3_pred_66.pdb,8.398
afm_basic_model_4_multimer_v3_pred_37.pdb,8.391
afm_basic_model_4_multimer_v3_pred_13.pdb,8.386
afm_basic_model_3_multimer_v3_pred_44.pdb,8.385
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_38.pdb,8.383
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_32.pdb,8.379
afm_basic_model_4_multimer_v3_pred_31.pdb,8.378
afm_basic_model_3_multimer_v3_pred_56.pdb,8.366
afm_basic_model_4_multimer_v3_pred_2.pdb,8.364
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_12.pdb,8.363
afm_basic_model_4_multimer_v3_pred_59.pdb,8.363
afm_basic_model_4_multimer_v3_pred_9.pdb,8.363
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_27.pdb,8.361
afm_dropout_full_model_4_multimer_v3_pred_58.pdb,8.359
afm_dropout_full_model_4_multimer_v3_pred_62.pdb,8.359
afm_basic_model_4_multimer_v3_pred_8.pdb,8.358
cf_woTemplates_model_4_multimer_v3_pred_10.pdb,8.357
afm_basic_model_4_multimer_v3_pred_0.pdb,8.355
afm_basic_model_3_multimer_v3_pred_46.pdb,8.355
afm_basic_model_4_multimer_v3_pred_22.pdb,8.355
afm_basic_model_3_multimer_v3_pred_41.pdb,8.352
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_29.pdb,8.352
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_28.pdb,8.347
cf_woTemplates_model_4_multimer_v3_pred_18.pdb,8.346
afm_dropout_full_model_4_multimer_v3_pred_66.pdb,8.345
afm_basic_model_4_multimer_v3_pred_35.pdb,8.345
afm_basic_model_4_multimer_v3_pred_60.pdb,8.345
cf_woTemplates_model_4_multimer_v3_pred_54.pdb,8.342
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_9.pdb,8.339
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_23.pdb,8.338
afm_dropout_full_model_4_multimer_v3_pred_45.pdb,8.336
afm_basic_model_4_multimer_v3_pred_7.pdb,8.334
afm_basic_model_4_multimer_v3_pred_47.pdb,8.331
afm_basic_model_3_multimer_v3_pred_49.pdb,8.329
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_66.pdb,8.329
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_56.pdb,8.324
afm_dropout_full_model_4_multimer_v3_pred_12.pdb,8.323
afm_dropout_full_model_4_multimer_v3_pred_47.pdb,8.322
afm_basic_model_4_multimer_v3_pred_23.pdb,8.322
afm_basic_model_3_multimer_v3_pred_2.pdb,8.321
cf_woTemplates_model_4_multimer_v3_pred_8.pdb,8.321
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_5.pdb,8.317
afm_basic_model_3_multimer_v3_pred_11.pdb,8.315
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_22.pdb,8.312
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,8.311
afm_basic_model_3_multimer_v3_pred_50.pdb,8.309
afm_dropout_full_model_4_multimer_v3_pred_25.pdb,8.307
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_37.pdb,8.305
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_39.pdb,8.305
afm_dropout_full_model_4_multimer_v3_pred_63.pdb,8.3
afm_basic_model_3_multimer_v3_pred_39.pdb,8.297
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_58.pdb,8.294
afm_basic_model_4_multimer_v3_pred_55.pdb,8.292
afm_basic_model_3_multimer_v3_pred_25.pdb,8.29
afm_basic_model_4_multimer_v3_pred_44.pdb,8.289
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_21.pdb,8.288
afm_basic_model_3_multimer_v3_pred_8.pdb,8.282
afm_basic_model_3_multimer_v3_pred_6.pdb,8.28
afm_basic_model_3_multimer_v3_pred_32.pdb,8.278
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_57.pdb,8.277
afm_basic_model_4_multimer_v3_pred_1.pdb,8.274
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,8.273
afm_basic_model_4_multimer_v3_pred_11.pdb,8.273
afm_basic_model_3_multimer_v3_pred_19.pdb,8.273
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_16.pdb,8.272
