model_name,ips
cf_woTemplates_model_3_multimer_v1_pred_6.pdb,0.908
cf_woTemplates_model_3_multimer_v1_pred_24.pdb,0.905
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_66.pdb,0.9
afm_woTemplates_model_3_multimer_v1_pred_6.pdb,0.899
cf_woTemplates_model_3_multimer_v1_pred_15.pdb,0.899
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_8.pdb,0.898
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_39.pdb,0.898
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_39.pdb,0.898
cf_woTemplates_model_3_multimer_v1_pred_8.pdb,0.898
afm_dropout_full_model_4_multimer_v2_pred_46.pdb,0.898
cf_woTemplates_model_2_multimer_v1_pred_18.pdb,0.897
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_65.pdb,0.897
afm_basic_model_4_multimer_v2_pred_33.pdb,0.897
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_52.pdb,0.897
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_15.pdb,0.897
afm_woTemplates_model_4_multimer_v2_pred_42.pdb,0.892
cf_woTemplates_model_3_multimer_v1_pred_18.pdb,0.892
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_31.pdb,0.892
cf_woTemplates_model_5_multimer_v2_pred_27.pdb,0.892
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_28.pdb,0.892
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_20.pdb,0.891
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_20.pdb,0.891
afm_dropout_full_model_4_multimer_v2_pred_16.pdb,0.891
afm_dropout_full_model_4_multimer_v2_pred_36.pdb,0.891
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_20.pdb,0.891
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_52.pdb,0.891
cf_woTemplates_model_3_multimer_v1_pred_31.pdb,0.891
cf_woTemplates_model_1_multimer_v2_pred_65.pdb,0.891
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_52.pdb,0.891
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_15.pdb,0.891
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_44.pdb,0.891
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_49.pdb,0.891
cf_woTemplates_model_5_multimer_v2_pred_64.pdb,0.891
afm_basic_model_5_multimer_v2_pred_6.pdb,0.891
afm_basic_model_5_multimer_v2_pred_2.pdb,0.891
afm_dropout_full_model_2_multimer_v2_pred_23.pdb,0.891
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_54.pdb,0.891
afm_dropout_full_model_5_multimer_v2_pred_48.pdb,0.89
afm_woTemplates_model_5_multimer_v2_pred_47.pdb,0.89
afm_dropout_full_model_2_multimer_v2_pred_49.pdb,0.89
cf_woTemplates_model_2_multimer_v1_pred_51.pdb,0.89
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_65.pdb,0.89
cf_woTemplates_model_2_multimer_v1_pred_28.pdb,0.89
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_10.pdb,0.89
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_48.pdb,0.89
