model_name,ilddt
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_57.pdb,0.832
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_62.pdb,0.826
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_11.pdb,0.825
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_17.pdb,0.824
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_44.pdb,0.824
afm_woTemplates_model_5_multimer_v2_pred_1.pdb,0.824
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_49.pdb,0.823
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_35.pdb,0.823
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_23.pdb,0.822
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_58.pdb,0.822
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_45.pdb,0.822
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_50.pdb,0.822
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_62.pdb,0.821
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_66.pdb,0.821
afm_dropout_full_model_2_multimer_v2_pred_16.pdb,0.821
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_39.pdb,0.821
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_37.pdb,0.82
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_43.pdb,0.82
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_6.pdb,0.82
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_28.pdb,0.82
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_41.pdb,0.819
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_56.pdb,0.819
afm_dropout_full_model_4_multimer_v3_pred_23.pdb,0.819
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_24.pdb,0.819
afm_dropout_full_model_4_multimer_v3_pred_39.pdb,0.819
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_46.pdb,0.819
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_37.pdb,0.819
afm_dropout_full_model_2_multimer_v2_pred_59.pdb,0.819
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_13.pdb,0.819
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_18.pdb,0.819
afm_dropout_full_model_5_multimer_v2_pred_10.pdb,0.819
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_64.pdb,0.819
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_23.pdb,0.819
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_26.pdb,0.819
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_3.pdb,0.819
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_58.pdb,0.819
afm_dropout_full_model_4_multimer_v3_pred_22.pdb,0.819
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_44.pdb,0.818
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_37.pdb,0.818
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_60.pdb,0.818
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_47.pdb,0.818
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_20.pdb,0.818
afm_dropout_full_model_4_multimer_v3_pred_45.pdb,0.818
cf_woTemplates_model_2_multimer_v2_pred_20.pdb,0.818
afm_dropout_full_model_4_multimer_v3_pred_46.pdb,0.818
afm_dropout_full_model_5_multimer_v2_pred_47.pdb,0.818
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.817
afm_dropout_full_model_5_multimer_v2_pred_32.pdb,0.817
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_5.pdb,0.817
afm_woTemplates_model_5_multimer_v2_pred_21.pdb,0.817
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_40.pdb,0.817
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_32.pdb,0.817
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_58.pdb,0.817
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_42.pdb,0.817
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_38.pdb,0.817
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_42.pdb,0.817
afm_dropout_full_model_4_multimer_v3_pred_11.pdb,0.816
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_21.pdb,0.816
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_54.pdb,0.816
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_66.pdb,0.816
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_46.pdb,0.816
