model_name,tm_score
cf_woTemplates_model_4_multimer_v1_pred_65.pdb,0.952
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_39.pdb,0.95
cf_woTemplates_model_4_multimer_v1_pred_25.pdb,0.95
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_38.pdb,0.95
cf_woTemplates_model_4_multimer_v1_pred_41.pdb,0.949
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_25.pdb,0.949
cf_woTemplates_model_4_multimer_v1_pred_55.pdb,0.949
cf_woTemplates_model_4_multimer_v1_pred_1.pdb,0.948
afm_dropout_full_model_2_multimer_v3_pred_11.pdb,0.948
cf_woTemplates_model_4_multimer_v1_pred_27.pdb,0.948
cf_woTemplates_model_4_multimer_v1_pred_58.pdb,0.948
cf_woTemplates_model_4_multimer_v1_pred_26.pdb,0.948
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_47.pdb,0.948
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_47.pdb,0.947
cf_woTemplates_model_2_multimer_v1_pred_46.pdb,0.947
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_23.pdb,0.947
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_63.pdb,0.947
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_32.pdb,0.947
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_38.pdb,0.947
cf_woTemplates_model_4_multimer_v1_pred_7.pdb,0.947
afm_dropout_full_model_4_multimer_v3_pred_46.pdb,0.947
cf_woTemplates_model_4_multimer_v1_pred_5.pdb,0.947
afm_dropout_full_model_4_multimer_v3_pred_49.pdb,0.947
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_37.pdb,0.947
afm_dropout_full_model_2_multimer_v3_pred_17.pdb,0.947
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_52.pdb,0.946
afm_dropout_full_model_2_multimer_v3_pred_39.pdb,0.946
cf_woTemplates_model_4_multimer_v1_pred_46.pdb,0.946
