model_name,rmsd
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_40.pdb,27.218
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_42.pdb,25.202
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_3.pdb,24.477
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_55.pdb,23.544
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_33.pdb,23.044
afm_woTemplates_model_2_multimer_v1_pred_12.pdb,22.915
afm_woTemplates_model_2_multimer_v1_pred_30.pdb,22.835
afm_woTemplates_model_2_multimer_v1_pred_50.pdb,22.755
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_31.pdb,22.726
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_37.pdb,22.6
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_42.pdb,22.546
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_59.pdb,22.507
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_2.pdb,22.468
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_1.pdb,22.384
afm_woTemplates_model_1_multimer_v1_pred_42.pdb,22.384
afm_woTemplates_model_1_multimer_v1_pred_55.pdb,22.363
afm_woTemplates_model_1_multimer_v1_pred_40.pdb,22.338
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_34.pdb,21.965
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_18.pdb,21.774
afm_woTemplates_model_2_multimer_v1_pred_65.pdb,21.486
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_25.pdb,21.331
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_57.pdb,21.317
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_9.pdb,21.026
afm_woTemplates_model_1_multimer_v1_pred_49.pdb,20.853
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_3.pdb,20.816
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_47.pdb,20.245
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_39.pdb,20.229
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_44.pdb,20.097
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_12.pdb,19.71
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_22.pdb,19.674
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_28.pdb,19.616
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_9.pdb,19.477
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_55.pdb,19.256
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_46.pdb,18.948
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_33.pdb,18.698
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_5.pdb,18.565
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_44.pdb,18.457
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_34.pdb,18.216
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_66.pdb,18.062
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_23.pdb,18.01
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_7.pdb,18.005
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_47.pdb,17.723
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_2.pdb,17.715
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_43.pdb,17.696
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_48.pdb,17.54
