model_name,dockq_wave
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_64.pdb,0.89
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_46.pdb,0.875
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_5.pdb,0.872
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_1.pdb,0.871
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_42.pdb,0.869
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_28.pdb,0.868
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_31.pdb,0.868
afm_dropout_full_model_1_multimer_v1_pred_48.pdb,0.867
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_40.pdb,0.867
afm_woTemplates_model_2_multimer_v2_pred_49.pdb,0.867
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_16.pdb,0.867
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_3.pdb,0.867
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_39.pdb,0.867
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_48.pdb,0.867
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_54.pdb,0.866
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_56.pdb,0.866
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_1.pdb,0.866
afm_dropout_full_model_4_multimer_v1_pred_35.pdb,0.866
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_41.pdb,0.866
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_16.pdb,0.866
afm_dropout_full_model_4_multimer_v1_pred_46.pdb,0.865
afm_dropout_full_model_4_multimer_v1_pred_42.pdb,0.865
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_0.pdb,0.865
afm_woTemplates_model_2_multimer_v2_pred_26.pdb,0.865
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_12.pdb,0.865
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_24.pdb,0.865
afm_woTemplates_model_2_multimer_v3_pred_14.pdb,0.865
afm_woTemplates_model_2_multimer_v2_pred_5.pdb,0.865
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_2.pdb,0.864
afm_dropout_full_model_5_multimer_v1_pred_32.pdb,0.864
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_19.pdb,0.864
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_8.pdb,0.864
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_3.pdb,0.864
afm_dropout_full_model_4_multimer_v1_pred_31.pdb,0.864
afm_basic_model_4_multimer_v1_pred_35.pdb,0.864
