model_name,ips
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_64.pdb,0.848
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_58.pdb,0.848
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_31.pdb,0.847
afm_woTemplates_model_5_multimer_v1_pred_57.pdb,0.841
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_24.pdb,0.84
afm_woTemplates_model_4_multimer_v1_pred_38.pdb,0.835
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_13.pdb,0.834
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_38.pdb,0.834
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_55.pdb,0.832
cf_woTemplates_model_3_multimer_v3_pred_62.pdb,0.831
afm_woTemplates_model_4_multimer_v1_pred_56.pdb,0.83
afm_woTemplates_model_5_multimer_v1_pred_37.pdb,0.829
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_14.pdb,0.828
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_16.pdb,0.828
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_31.pdb,0.828
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_46.pdb,0.826
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_53.pdb,0.826
afm_woTemplates_model_5_multimer_v1_pred_44.pdb,0.826
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_26.pdb,0.825
afm_woTemplates_model_5_multimer_v1_pred_52.pdb,0.824
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_52.pdb,0.824
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_14.pdb,0.824
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_13.pdb,0.823
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_5.pdb,0.823
afm_woTemplates_model_5_multimer_v1_pred_13.pdb,0.823
afm_woTemplates_model_4_multimer_v1_pred_25.pdb,0.822
cf_woTemplates_model_3_multimer_v3_pred_26.pdb,0.822
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_38.pdb,0.822
cf_woTemplates_model_3_multimer_v3_pred_59.pdb,0.822
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_8.pdb,0.822
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_21.pdb,0.822
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_37.pdb,0.821
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_5.pdb,0.821
afm_woTemplates_model_5_multimer_v1_pred_58.pdb,0.821
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_62.pdb,0.821
afm_woTemplates_model_4_multimer_v1_pred_41.pdb,0.82
afm_woTemplates_model_5_multimer_v1_pred_33.pdb,0.82
afm_woTemplates_model_5_multimer_v1_pred_35.pdb,0.82
afm_woTemplates_model_5_multimer_v1_pred_12.pdb,0.82
afm_woTemplates_model_4_multimer_v1_pred_4.pdb,0.819
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_9.pdb,0.819
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_58.pdb,0.819
afm_woTemplates_model_4_multimer_v1_pred_35.pdb,0.818
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_36.pdb,0.818
afm_woTemplates_model_4_multimer_v1_pred_40.pdb,0.818
afm_woTemplates_model_3_multimer_v1_pred_48.pdb,0.818
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_6.pdb,0.818
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_48.pdb,0.818
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_40.pdb,0.818
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_37.pdb,0.818
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_40.pdb,0.817
afm_woTemplates_model_2_multimer_v2_pred_46.pdb,0.816
afm_woTemplates_model_4_multimer_v1_pred_48.pdb,0.815
afm_woTemplates_model_1_multimer_v2_pred_30.pdb,0.815
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_3.pdb,0.815
afm_woTemplates_model_2_multimer_v2_pred_36.pdb,0.815
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_33.pdb,0.814
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_16.pdb,0.814
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_21.pdb,0.814
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_33.pdb,0.814
cf_woTemplates_model_3_multimer_v3_pred_7.pdb,0.813
cf_woTemplates_model_3_multimer_v3_pred_37.pdb,0.813
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_43.pdb,0.813
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_40.pdb,0.813
