model_name,lddt
cf_woTemplates_model_2_multimer_v2_pred_11.pdb,0.893
afm_basic_model_5_multimer_v1_pred_66.pdb,0.893
afm_basic_model_5_multimer_v1_pred_46.pdb,0.893
afm_dropout_full_model_5_multimer_v3_pred_62.pdb,0.893
cf_woTemplates_model_5_multimer_v3_pred_9.pdb,0.892
afm_dropout_full_model_5_multimer_v3_pred_53.pdb,0.892
afm_basic_model_5_multimer_v1_pred_63.pdb,0.892
afm_basic_model_5_multimer_v1_pred_55.pdb,0.892
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_16.pdb,0.891
afm_basic_model_5_multimer_v1_pred_9.pdb,0.891
afm_dropout_full_model_5_multimer_v3_pred_20.pdb,0.891
afm_woTemplates_model_1_multimer_v3_pred_6.pdb,0.891
afm_basic_model_5_multimer_v1_pred_26.pdb,0.891
cf_woTemplates_model_5_multimer_v3_pred_57.pdb,0.891
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_18.pdb,0.89
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.89
afm_basic_model_4_multimer_v3_pred_1.pdb,0.89
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_13.pdb,0.89
afm_woTemplates_model_3_multimer_v3_pred_35.pdb,0.89
afm_basic_model_5_multimer_v1_pred_52.pdb,0.89
afm_woTemplates_model_4_multimer_v1_pred_64.pdb,0.89
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_17.pdb,0.89
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_62.pdb,0.89
afm_basic_model_5_multimer_v2_pred_23.pdb,0.89
afm_dropout_full_model_5_multimer_v3_pred_26.pdb,0.89
cf_woTemplates_model_5_multimer_v3_pred_47.pdb,0.89
cf_woTemplates_model_1_multimer_v3_pred_65.pdb,0.89
afm_basic_model_3_multimer_v3_pred_9.pdb,0.89
cf_woTemplates_model_2_multimer_v2_pred_39.pdb,0.89
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_46.pdb,0.89
afm_basic_model_4_multimer_v3_pred_26.pdb,0.89
