model_name,qs_best
afm_dropout_full_model_2_multimer_v3_pred_61.pdb,0.905
afm_basic_model_2_multimer_v3_pred_37.pdb,0.902
afm_basic_model_2_multimer_v3_pred_4.pdb,0.9
cf_woTemplates_model_2_multimer_v3_pred_36.pdb,0.894
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_61.pdb,0.894
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_39.pdb,0.894
cf_woTemplates_model_1_multimer_v3_pred_31.pdb,0.89
cf_woTemplates_model_2_multimer_v3_pred_47.pdb,0.888
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.882
cf_woTemplates_model_2_multimer_v3_pred_51.pdb,0.881
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.88
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_62.pdb,0.877
cf_woTemplates_model_2_multimer_v3_pred_48.pdb,0.874
afm_dropout_full_model_2_multimer_v3_pred_66.pdb,0.862
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_24.pdb,0.86
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.831
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_48.pdb,0.83
cf_woTemplates_model_2_multimer_v3_pred_31.pdb,0.828
cf_woTemplates_model_5_multimer_v3_pred_64.pdb,0.823
cf_woTemplates_model_1_multimer_v3_pred_44.pdb,0.816
afm_basic_model_2_multimer_v3_pred_46.pdb,0.816
afm_dropout_full_model_2_multimer_v3_pred_41.pdb,0.812
cf_woTemplates_model_2_multimer_v3_pred_49.pdb,0.81
afm_basic_model_2_multimer_v3_pred_3.pdb,0.799
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_64.pdb,0.798
afm_basic_model_2_multimer_v3_pred_12.pdb,0.797
afm_basic_model_2_multimer_v3_pred_39.pdb,0.797
afm_basic_model_2_multimer_v3_pred_58.pdb,0.795
afm_basic_model_2_multimer_v3_pred_8.pdb,0.792
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_4.pdb,0.79
afm_dropout_full_model_2_multimer_v3_pred_19.pdb,0.788
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_23.pdb,0.784
cf_woTemplates_model_2_multimer_v3_pred_62.pdb,0.783
afm_basic_model_2_multimer_v3_pred_59.pdb,0.783
afm_dropout_full_model_2_multimer_v3_pred_58.pdb,0.782
afm_basic_model_2_multimer_v3_pred_0.pdb,0.78
afm_basic_model_2_multimer_v3_pred_29.pdb,0.778
afm_dropout_full_model_2_multimer_v3_pred_35.pdb,0.777
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_36.pdb,0.776
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_26.pdb,0.775
afm_dropout_full_model_2_multimer_v3_pred_16.pdb,0.773
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_31.pdb,0.773
afm_basic_model_2_multimer_v3_pred_42.pdb,0.771
afm_dropout_full_model_2_multimer_v3_pred_46.pdb,0.77
cf_woTemplates_model_2_multimer_v3_pred_52.pdb,0.768
afm_dropout_full_model_2_multimer_v3_pred_23.pdb,0.768
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_52.pdb,0.767
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_9.pdb,0.764
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_26.pdb,0.763
afm_dropout_full_model_2_multimer_v3_pred_51.pdb,0.762
afm_basic_model_2_multimer_v3_pred_34.pdb,0.762
cf_woTemplates_model_4_multimer_v1_pred_56.pdb,0.762
cf_woTemplates_model_3_multimer_v1_pred_1.pdb,0.761
cf_woTemplates_model_1_multimer_v1_pred_65.pdb,0.76
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_32.pdb,0.759
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_34.pdb,0.759
afm_basic_model_5_multimer_v3_pred_10.pdb,0.758
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_34.pdb,0.758
cf_woTemplates_model_3_multimer_v1_pred_14.pdb,0.758
cf_woTemplates_model_3_multimer_v1_pred_57.pdb,0.758
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_2.pdb,0.758
afm_dropout_full_model_2_multimer_v3_pred_27.pdb,0.757
afm_dropout_full_model_2_multimer_v3_pred_54.pdb,0.756
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_49.pdb,0.756
cf_woTemplates_model_2_multimer_v3_pred_60.pdb,0.756
cf_woTemplates_model_1_multimer_v1_pred_17.pdb,0.755
afm_basic_model_2_multimer_v3_pred_28.pdb,0.755
cf_woTemplates_model_2_multimer_v3_pred_40.pdb,0.755
afm_basic_model_2_multimer_v3_pred_47.pdb,0.755
afm_basic_model_2_multimer_v3_pred_40.pdb,0.755
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_33.pdb,0.755
cf_woTemplates_model_3_multimer_v1_pred_62.pdb,0.754
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_60.pdb,0.754
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_13.pdb,0.754
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_47.pdb,0.754
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_47.pdb,0.753
cf_woTemplates_model_1_multimer_v1_pred_6.pdb,0.753
cf_woTemplates_model_1_multimer_v1_pred_14.pdb,0.753
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_41.pdb,0.753
afm_dropout_full_model_2_multimer_v3_pred_32.pdb,0.752
cf_woTemplates_model_4_multimer_v1_pred_4.pdb,0.752
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_46.pdb,0.752
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_29.pdb,0.752
cf_woTemplates_model_1_multimer_v1_pred_56.pdb,0.752
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_7.pdb,0.752
cf_woTemplates_model_1_multimer_v1_pred_13.pdb,0.751
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_17.pdb,0.751
cf_woTemplates_model_1_multimer_v1_pred_44.pdb,0.751
