model_name,oligo_gdtts
afm_basic_model_1_multimer_v3_pred_0.pdb,0.716
afm_basic_model_1_multimer_v3_pred_2.pdb,0.714
afm_basic_model_1_multimer_v3_pred_1.pdb,0.709
afm_basic_model_1_multimer_v3_pred_4.pdb,0.704
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.704
afm_dropout_full_model_1_multimer_v3_pred_2.pdb,0.698
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.696
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.696
afm_basic_model_1_multimer_v3_pred_3.pdb,0.693
afm_woTemplates_model_1_multimer_v3_pred_4.pdb,0.683
afm_woTemplates_model_1_multimer_v3_pred_1.pdb,0.681
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.681
afm_woTemplates_model_1_multimer_v3_pred_0.pdb,0.68
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.68
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.679
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.679
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.674
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.669
afm_basic_model_4_multimer_v3_pred_0.pdb,0.668
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.668
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.662
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.661
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.661
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.659
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.659
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.655
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.653
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.651
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.649
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_1.pdb,0.648
afm_basic_model_2_multimer_v3_pred_3.pdb,0.646
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.646
afm_basic_model_2_multimer_v3_pred_0.pdb,0.644
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.642
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.64
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_0.pdb,0.637
afm_basic_model_4_multimer_v3_pred_1.pdb,0.634
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_0.pdb,0.631
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.631
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.627
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,0.626
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.626
afm_dropout_full_model_4_multimer_v3_pred_0.pdb,0.625
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.624
afm_basic_model_4_multimer_v3_pred_4.pdb,0.623
afm_basic_model_2_multimer_v3_pred_1.pdb,0.621
afm_dropout_full_model_2_multimer_v3_pred_1.pdb,0.62
afm_basic_model_4_multimer_v3_pred_2.pdb,0.62
afm_dropout_full_model_4_multimer_v3_pred_3.pdb,0.618
afm_woTemplates_model_4_multimer_v3_pred_2.pdb,0.618
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.618
afm_basic_model_3_multimer_v3_pred_1.pdb,0.617
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_1.pdb,0.616
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.616
afm_basic_model_3_multimer_v3_pred_0.pdb,0.616
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_4.pdb,0.616
afm_basic_model_3_multimer_v3_pred_4.pdb,0.616
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.615
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_3.pdb,0.615
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.613
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.613
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.612
afm_woTemplates_model_3_multimer_v3_pred_2.pdb,0.612
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb,0.611
afm_basic_model_4_multimer_v3_pred_3.pdb,0.611
afm_woTemplates_model_4_multimer_v3_pred_0.pdb,0.61
afm_woTemplates_model_2_multimer_v3_pred_4.pdb,0.61
afm_woTemplates_model_4_multimer_v3_pred_3.pdb,0.61
afm_basic_model_3_multimer_v3_pred_3.pdb,0.61
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_4.pdb,0.609
afm_dropout_full_model_2_multimer_v3_pred_0.pdb,0.608
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_2.pdb,0.607
afm_dropout_full_model_3_multimer_v3_pred_3.pdb,0.605
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_3.pdb,0.605
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.604
afm_woTemplates_model_4_multimer_v3_pred_1.pdb,0.602
cf_woTemplates_model_2_multimer_v3_pred_4.pdb,0.601
afm_basic_model_2_multimer_v3_pred_4.pdb,0.6
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.599
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.599
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.598
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_0.pdb,0.594
afm_woTemplates_model_2_multimer_v3_pred_0.pdb,0.594
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.591
afm_basic_model_3_multimer_v3_pred_2.pdb,0.59
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.588
afm_dropout_full_model_3_multimer_v3_pred_4.pdb,0.587
afm_basic_model_2_multimer_v3_pred_2.pdb,0.586
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_0.pdb,0.586
afm_dropout_full_model_3_multimer_v3_pred_1.pdb,0.584
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_4.pdb,0.584
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.581
afm_woTemplates_model_2_multimer_v3_pred_2.pdb,0.579
afm_basic_model_5_multimer_v3_pred_0.pdb,0.579
afm_basic_model_5_multimer_v3_pred_3.pdb,0.576
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.575
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.574
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.574
afm_basic_model_5_multimer_v3_pred_2.pdb,0.573
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.57
afm_dropout_full_model_2_multimer_v3_pred_2.pdb,0.57
afm_basic_model_5_multimer_v3_pred_1.pdb,0.566
afm_dropout_full_model_3_multimer_v3_pred_0.pdb,0.564
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.561
afm_basic_model_5_multimer_v3_pred_4.pdb,0.557
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.549
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_4.pdb,0.54
afm_woTemplates_model_5_multimer_v3_pred_4.pdb,0.539
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_2.pdb,0.538
cf_woTemplates_model_5_multimer_v3_pred_4.pdb,0.534
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_4.pdb,0.521
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_2.pdb,0.519
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.516
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.516
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_1.pdb,0.516
cf_woTemplates_model_5_multimer_v3_pred_3.pdb,0.514
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_4.pdb,0.513
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_2.pdb,0.511
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_4.pdb,0.51
cf_woTemplates_model_3_multimer_v3_pred_1.pdb,0.509
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.508
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.507
afm_basic_model_5_multimer_v2_pred_1.pdb,0.506
cf_woTemplates_model_5_multimer_v3_pred_2.pdb,0.503
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_0.pdb,0.503
afm_woTemplates_model_3_multimer_v3_pred_1.pdb,0.502
afm_woTemplates_model_5_multimer_v3_pred_1.pdb,0.5
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_1.pdb,0.5
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.499
afm_woTemplates_model_3_multimer_v3_pred_0.pdb,0.495
afm_basic_model_5_multimer_v2_pred_4.pdb,0.495
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.494
afm_woTemplates_model_5_multimer_v3_pred_3.pdb,0.494
afm_woTemplates_model_3_multimer_v3_pred_4.pdb,0.489
afm_woTemplates_model_5_multimer_v3_pred_0.pdb,0.487
afm_woTemplates_model_5_multimer_v3_pred_2.pdb,0.485
afm_woTemplates_model_3_multimer_v3_pred_3.pdb,0.485
afm_basic_model_5_multimer_v2_pred_2.pdb,0.484
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_0.pdb,0.481
afm_basic_model_5_multimer_v2_pred_0.pdb,0.48
afm_basic_model_5_multimer_v2_pred_3.pdb,0.472
