model_name,qs_best
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.824
afm_dropout_full_model_1_multimer_v3_pred_2.pdb,0.824
afm_basic_model_2_multimer_v3_pred_1.pdb,0.824
afm_basic_model_4_multimer_v3_pred_0.pdb,0.823
afm_basic_model_1_multimer_v3_pred_3.pdb,0.815
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.812
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_1.pdb,0.811
afm_dropout_full_model_4_multimer_v3_pred_3.pdb,0.81
afm_woTemplates_model_4_multimer_v3_pred_2.pdb,0.809
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_0.pdb,0.807
afm_dropout_full_model_4_multimer_v3_pred_0.pdb,0.805
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.805
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_4.pdb,0.803
afm_basic_model_4_multimer_v3_pred_4.pdb,0.801
afm_woTemplates_model_4_multimer_v3_pred_1.pdb,0.801
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.798
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.796
afm_basic_model_4_multimer_v3_pred_2.pdb,0.796
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.795
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.795
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.793
afm_basic_model_2_multimer_v3_pred_3.pdb,0.792
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_0.pdb,0.79
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_2.pdb,0.789
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.789
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.787
afm_basic_model_2_multimer_v3_pred_0.pdb,0.785
afm_woTemplates_model_4_multimer_v3_pred_3.pdb,0.785
afm_woTemplates_model_1_multimer_v3_pred_1.pdb,0.78
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.78
afm_basic_model_4_multimer_v3_pred_3.pdb,0.78
afm_woTemplates_model_2_multimer_v3_pred_4.pdb,0.777
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.777
afm_basic_model_1_multimer_v3_pred_0.pdb,0.776
afm_basic_model_2_multimer_v3_pred_2.pdb,0.776
afm_dropout_full_model_2_multimer_v3_pred_0.pdb,0.775
afm_basic_model_1_multimer_v3_pred_2.pdb,0.775
afm_basic_model_4_multimer_v3_pred_1.pdb,0.772
afm_woTemplates_model_2_multimer_v3_pred_2.pdb,0.772
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,0.77
afm_woTemplates_model_2_multimer_v3_pred_0.pdb,0.769
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.767
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.767
afm_dropout_full_model_2_multimer_v3_pred_1.pdb,0.766
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_3.pdb,0.761
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.754
afm_basic_model_1_multimer_v2_pred_3.pdb,0.753
afm_basic_model_1_multimer_v2_pred_4.pdb,0.749
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.742
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.739
afm_basic_model_1_multimer_v2_pred_1.pdb,0.738
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_1.pdb,0.738
afm_basic_model_1_multimer_v2_pred_2.pdb,0.735
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.734
cf_woTemplates_model_1_multimer_v2_pred_4.pdb,0.73
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.727
afm_basic_model_1_multimer_v2_pred_0.pdb,0.726
afm_basic_model_5_multimer_v2_pred_1.pdb,0.723
afm_basic_model_5_multimer_v2_pred_3.pdb,0.719
afm_basic_model_5_multimer_v2_pred_4.pdb,0.719
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.718
afm_basic_model_5_multimer_v2_pred_2.pdb,0.713
afm_basic_model_5_multimer_v2_pred_0.pdb,0.712
afm_woTemplates_model_1_multimer_v3_pred_0.pdb,0.71
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.707
afm_dropout_full_model_2_multimer_v3_pred_2.pdb,0.704
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.702
afm_woTemplates_model_1_multimer_v2_pred_1.pdb,0.699
afm_woTemplates_model_1_multimer_v3_pred_4.pdb,0.698
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.69
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.686
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.681
afm_woTemplates_model_1_multimer_v2_pred_4.pdb,0.677
afm_basic_model_1_multimer_v3_pred_1.pdb,0.676
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.675
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.674
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.669
afm_woTemplates_model_1_multimer_v2_pred_0.pdb,0.658
afm_basic_model_2_multimer_v2_pred_2.pdb,0.653
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.633
afm_woTemplates_model_1_multimer_v2_pred_2.pdb,0.625
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.617
afm_woTemplates_model_1_multimer_v2_pred_3.pdb,0.615
afm_basic_model_2_multimer_v2_pred_0.pdb,0.611
