model_name,qs_global
afm_basic_model_4_multimer_v3_pred_0.pdb,0.814
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.803
afm_woTemplates_model_4_multimer_v3_pred_2.pdb,0.803
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_1.pdb,0.802
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_4.pdb,0.801
afm_dropout_full_model_4_multimer_v3_pred_0.pdb,0.79
afm_basic_model_4_multimer_v3_pred_2.pdb,0.789
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_0.pdb,0.788
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_2.pdb,0.785
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.776
afm_woTemplates_model_4_multimer_v3_pred_1.pdb,0.774
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.769
afm_basic_model_4_multimer_v3_pred_4.pdb,0.768
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_3.pdb,0.754
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_0.pdb,0.753
afm_basic_model_1_multimer_v2_pred_3.pdb,0.753
afm_basic_model_2_multimer_v3_pred_1.pdb,0.752
afm_basic_model_1_multimer_v2_pred_4.pdb,0.749
afm_basic_model_4_multimer_v3_pred_3.pdb,0.747
afm_basic_model_1_multimer_v2_pred_1.pdb,0.738
afm_woTemplates_model_4_multimer_v3_pred_3.pdb,0.737
afm_basic_model_1_multimer_v2_pred_2.pdb,0.735
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.733
afm_dropout_full_model_2_multimer_v3_pred_1.pdb,0.731
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.73
afm_dropout_full_model_4_multimer_v3_pred_3.pdb,0.722
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.719
afm_basic_model_1_multimer_v2_pred_0.pdb,0.719
afm_basic_model_5_multimer_v2_pred_4.pdb,0.719
afm_basic_model_2_multimer_v3_pred_2.pdb,0.718
afm_woTemplates_model_2_multimer_v3_pred_4.pdb,0.716
afm_dropout_full_model_2_multimer_v3_pred_0.pdb,0.714
afm_basic_model_5_multimer_v2_pred_2.pdb,0.713
afm_basic_model_5_multimer_v2_pred_0.pdb,0.712
afm_basic_model_5_multimer_v2_pred_1.pdb,0.708
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.704
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.702
afm_woTemplates_model_2_multimer_v3_pred_2.pdb,0.696
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.693
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.693
afm_basic_model_2_multimer_v3_pred_0.pdb,0.688
afm_basic_model_2_multimer_v3_pred_3.pdb,0.686
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,0.686
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.685
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.684
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.684
afm_basic_model_4_multimer_v3_pred_1.pdb,0.678
afm_basic_model_1_multimer_v3_pred_2.pdb,0.671
afm_woTemplates_model_1_multimer_v2_pred_4.pdb,0.668
afm_woTemplates_model_1_multimer_v2_pred_1.pdb,0.666
afm_basic_model_1_multimer_v3_pred_3.pdb,0.662
afm_woTemplates_model_1_multimer_v2_pred_0.pdb,0.658
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.657
afm_basic_model_2_multimer_v2_pred_2.pdb,0.653
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.634
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.63
afm_woTemplates_model_1_multimer_v2_pred_2.pdb,0.622
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.614
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_1.pdb,0.611
afm_woTemplates_model_1_multimer_v3_pred_0.pdb,0.604
afm_dropout_full_model_2_multimer_v3_pred_2.pdb,0.599
afm_basic_model_5_multimer_v2_pred_3.pdb,0.586
afm_basic_model_1_multimer_v3_pred_0.pdb,0.58
afm_woTemplates_model_4_multimer_v3_pred_0.pdb,0.577
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.577
afm_woTemplates_model_2_multimer_v3_pred_0.pdb,0.573
afm_woTemplates_model_1_multimer_v2_pred_3.pdb,0.572
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.567
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.564
afm_woTemplates_model_1_multimer_v3_pred_4.pdb,0.564
afm_basic_model_1_multimer_v3_pred_1.pdb,0.563
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.543
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_4.pdb,0.54
afm_woTemplates_model_1_multimer_v3_pred_1.pdb,0.537
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.52
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.501
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.501
cf_woTemplates_model_1_multimer_v2_pred_4.pdb,0.498
afm_basic_model_2_multimer_v2_pred_1.pdb,0.496
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.495
afm_dropout_full_model_1_multimer_v3_pred_2.pdb,0.485
afm_basic_model_3_multimer_v2_pred_1.pdb,0.459
afm_basic_model_4_multimer_v2_pred_0.pdb,0.451
afm_dropout_full_model_1_multimer_v2_pred_4.pdb,0.436
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.425
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.418
afm_dropout_full_model_1_multimer_v2_pred_2.pdb,0.417
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.406
afm_basic_model_3_multimer_v2_pred_3.pdb,0.401
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.4
afm_basic_model_3_multimer_v2_pred_4.pdb,0.394
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.39
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.38
afm_basic_model_2_multimer_v3_pred_4.pdb,0.371
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.369
afm_basic_model_4_multimer_v2_pred_3.pdb,0.367
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.363
afm_woTemplates_model_5_multimer_v2_pred_1.pdb,0.361
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_0.pdb,0.36
afm_woTemplates_model_3_multimer_v2_pred_0.pdb,0.36
afm_dropout_full_model_1_multimer_v2_pred_3.pdb,0.353
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_0.pdb,0.353
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.349
afm_woTemplates_model_5_multimer_v2_pred_0.pdb,0.349
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_3.pdb,0.338
cf_woTemplates_model_4_multimer_v2_pred_1.pdb,0.332
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.331
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.324
afm_dropout_full_model_1_multimer_v2_pred_0.pdb,0.322
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.322
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_1.pdb,0.316
afm_woTemplates_model_5_multimer_v2_pred_2.pdb,0.315
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.313
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.309
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_2.pdb,0.304
afm_basic_model_4_multimer_v2_pred_1.pdb,0.302
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_2.pdb,0.301
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.295
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_3.pdb,0.291
afm_basic_model_3_multimer_v2_pred_2.pdb,0.286
afm_woTemplates_model_3_multimer_v2_pred_1.pdb,0.286
afm_basic_model_4_multimer_v2_pred_4.pdb,0.282
afm_basic_model_1_multimer_v3_pred_4.pdb,0.281
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_1.pdb,0.276
afm_woTemplates_model_3_multimer_v2_pred_2.pdb,0.274
afm_woTemplates_model_3_multimer_v2_pred_3.pdb,0.273
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_0.pdb,0.268
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_4.pdb,0.266
afm_woTemplates_model_5_multimer_v2_pred_3.pdb,0.265
afm_woTemplates_model_5_multimer_v2_pred_4.pdb,0.264
afm_woTemplates_model_4_multimer_v2_pred_3.pdb,0.26
afm_woTemplates_model_5_multimer_v3_pred_4.pdb,0.26
afm_dropout_full_model_1_multimer_v2_pred_1.pdb,0.258
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.253
afm_woTemplates_model_2_multimer_v2_pred_4.pdb,0.251
afm_woTemplates_model_4_multimer_v2_pred_4.pdb,0.249
cf_woTemplates_model_2_multimer_v3_pred_4.pdb,0.249
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb,0.247
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.242
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_1.pdb,0.242
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.234
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_0.pdb,0.232
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_4.pdb,0.23
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.229
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_4.pdb,0.221
