model_name,tm_score
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.901
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.9
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.898
afm_basic_model_1_multimer_v3_pred_0.pdb,0.897
afm_woTemplates_model_1_multimer_v3_pred_0.pdb,0.897
afm_basic_model_3_multimer_v3_pred_1.pdb,0.896
afm_basic_model_1_multimer_v3_pred_2.pdb,0.896
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.895
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.894
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.893
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb,0.892
afm_basic_model_1_multimer_v3_pred_4.pdb,0.891
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.889
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_3.pdb,0.889
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.888
afm_basic_model_1_multimer_v3_pred_1.pdb,0.888
afm_basic_model_1_multimer_v3_pred_3.pdb,0.887
afm_woTemplates_model_1_multimer_v3_pred_1.pdb,0.887
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.887
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.887
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.887
afm_woTemplates_model_2_multimer_v3_pred_4.pdb,0.886
afm_woTemplates_model_1_multimer_v3_pred_4.pdb,0.886
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_4.pdb,0.886
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.886
afm_dropout_full_model_1_multimer_v3_pred_2.pdb,0.886
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.885
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.885
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.885
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.884
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.884
afm_basic_model_4_multimer_v3_pred_0.pdb,0.884
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.884
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.884
afm_woTemplates_model_3_multimer_v3_pred_2.pdb,0.884
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.884
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.884
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_4.pdb,0.883
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.882
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.882
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.882
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.882
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_1.pdb,0.881
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_0.pdb,0.88
afm_basic_model_2_multimer_v3_pred_4.pdb,0.88
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.88
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_0.pdb,0.879
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.879
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.879
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.879
afm_dropout_full_model_2_multimer_v3_pred_2.pdb,0.879
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.879
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_4.pdb,0.879
afm_basic_model_2_multimer_v3_pred_0.pdb,0.878
afm_basic_model_4_multimer_v3_pred_1.pdb,0.877
afm_basic_model_2_multimer_v3_pred_3.pdb,0.877
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.877
cf_woTemplates_model_2_multimer_v3_pred_4.pdb,0.877
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.876
afm_dropout_full_model_4_multimer_v3_pred_3.pdb,0.875
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.875
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_1.pdb,0.875
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,0.875
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_0.pdb,0.875
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.874
afm_woTemplates_model_4_multimer_v3_pred_0.pdb,0.874
afm_basic_model_3_multimer_v3_pred_0.pdb,0.874
afm_woTemplates_model_2_multimer_v3_pred_2.pdb,0.874
afm_dropout_full_model_4_multimer_v3_pred_0.pdb,0.874
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_3.pdb,0.874
afm_woTemplates_model_4_multimer_v3_pred_2.pdb,0.874
afm_basic_model_3_multimer_v3_pred_3.pdb,0.874
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_0.pdb,0.874
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.873
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_2.pdb,0.873
afm_basic_model_2_multimer_v3_pred_1.pdb,0.873
afm_dropout_full_model_2_multimer_v3_pred_1.pdb,0.872
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.872
afm_basic_model_4_multimer_v3_pred_2.pdb,0.872
afm_basic_model_4_multimer_v3_pred_4.pdb,0.871
afm_woTemplates_model_4_multimer_v3_pred_1.pdb,0.871
afm_basic_model_3_multimer_v3_pred_4.pdb,0.871
afm_dropout_full_model_3_multimer_v3_pred_3.pdb,0.871
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.87
afm_woTemplates_model_2_multimer_v3_pred_0.pdb,0.87
afm_dropout_full_model_2_multimer_v3_pred_0.pdb,0.869
