model_name,lddt
afm_basic_model_2_multimer_v3_pred_1.pdb,0.829
afm_basic_model_2_multimer_v3_pred_0.pdb,0.826
afm_basic_model_2_multimer_v3_pred_2.pdb,0.825
afm_basic_model_4_multimer_v3_pred_0.pdb,0.821
afm_basic_model_4_multimer_v3_pred_2.pdb,0.817
afm_dropout_full_model_4_multimer_v3_pred_0.pdb,0.816
afm_dropout_full_model_4_multimer_v3_pred_3.pdb,0.815
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.814
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.813
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.808
afm_basic_model_4_multimer_v3_pred_3.pdb,0.808
afm_basic_model_1_multimer_v3_pred_3.pdb,0.807
afm_basic_model_4_multimer_v3_pred_4.pdb,0.806
afm_basic_model_4_multimer_v3_pred_1.pdb,0.804
afm_basic_model_2_multimer_v3_pred_3.pdb,0.804
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.802
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.801
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_1.pdb,0.8
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_2.pdb,0.799
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_0.pdb,0.799
afm_woTemplates_model_4_multimer_v3_pred_2.pdb,0.798
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,0.797
afm_woTemplates_model_4_multimer_v3_pred_1.pdb,0.796
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.796
afm_basic_model_1_multimer_v3_pred_2.pdb,0.795
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.794
afm_dropout_full_model_2_multimer_v3_pred_2.pdb,0.792
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.792
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_0.pdb,0.791
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.791
afm_basic_model_1_multimer_v3_pred_0.pdb,0.789
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.789
afm_basic_model_1_multimer_v3_pred_1.pdb,0.789
afm_dropout_full_model_2_multimer_v3_pred_1.pdb,0.788
afm_woTemplates_model_2_multimer_v3_pred_4.pdb,0.785
afm_woTemplates_model_1_multimer_v3_pred_4.pdb,0.785
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_3.pdb,0.785
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.784
afm_dropout_full_model_2_multimer_v3_pred_0.pdb,0.783
afm_woTemplates_model_1_multimer_v3_pred_1.pdb,0.782
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.782
afm_woTemplates_model_1_multimer_v3_pred_0.pdb,0.781
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.781
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_4.pdb,0.781
afm_woTemplates_model_4_multimer_v3_pred_3.pdb,0.78
afm_woTemplates_model_2_multimer_v3_pred_2.pdb,0.779
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.779
afm_woTemplates_model_2_multimer_v3_pred_0.pdb,0.779
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.778
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.778
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.776
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.775
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.774
afm_dropout_full_model_1_multimer_v3_pred_2.pdb,0.772
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.772
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.769
afm_basic_model_5_multimer_v3_pred_1.pdb,0.768
afm_basic_model_1_multimer_v3_pred_4.pdb,0.767
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.767
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.765
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.765
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.764
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.763
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.762
cf_woTemplates_model_5_multimer_v3_pred_4.pdb,0.761
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.761
afm_basic_model_5_multimer_v3_pred_3.pdb,0.76
afm_woTemplates_model_4_multimer_v3_pred_0.pdb,0.759
afm_basic_model_5_multimer_v3_pred_0.pdb,0.759
afm_basic_model_5_multimer_v3_pred_2.pdb,0.758
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.757
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.757
afm_basic_model_5_multimer_v3_pred_4.pdb,0.755
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_1.pdb,0.755
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.755
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_4.pdb,0.752
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.751
cf_woTemplates_model_5_multimer_v3_pred_3.pdb,0.75
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.749
cf_woTemplates_model_5_multimer_v3_pred_2.pdb,0.749
afm_basic_model_2_multimer_v3_pred_4.pdb,0.749
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_2.pdb,0.748
afm_dropout_full_model_3_multimer_v3_pred_0.pdb,0.747
afm_dropout_full_model_3_multimer_v3_pred_3.pdb,0.745
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.745
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.744
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.743
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_2.pdb,0.743
afm_dropout_full_model_3_multimer_v3_pred_4.pdb,0.742
afm_dropout_full_model_3_multimer_v3_pred_1.pdb,0.738
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.738
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.738
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.736
afm_woTemplates_model_5_multimer_v3_pred_0.pdb,0.735
afm_basic_model_3_multimer_v3_pred_2.pdb,0.732
afm_woTemplates_model_5_multimer_v3_pred_1.pdb,0.731
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_4.pdb,0.731
afm_woTemplates_model_5_multimer_v3_pred_2.pdb,0.73
cf_woTemplates_model_3_multimer_v3_pred_1.pdb,0.73
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_4.pdb,0.725
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.722
afm_woTemplates_model_5_multimer_v3_pred_4.pdb,0.721
afm_basic_model_1_multimer_v2_pred_4.pdb,0.72
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.72
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.717
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_0.pdb,0.717
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.715
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_4.pdb,0.714
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_4.pdb,0.712
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.711
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.71
afm_basic_model_1_multimer_v2_pred_1.pdb,0.71
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_1.pdb,0.71
