model_name,dockq_wave
afm_basic_model_1_multimer_v3_pred_1.pdb,0.704
afm_basic_model_1_multimer_v3_pred_3.pdb,0.701
afm_basic_model_2_multimer_v3_pred_0.pdb,0.7
afm_dropout_full_model_1_multimer_v3_pred_2.pdb,0.698
afm_woTemplates_model_1_multimer_v3_pred_1.pdb,0.697
afm_basic_model_4_multimer_v3_pred_0.pdb,0.697
afm_basic_model_3_multimer_v3_pred_3.pdb,0.697
afm_basic_model_2_multimer_v3_pred_1.pdb,0.697
afm_basic_model_3_multimer_v3_pred_4.pdb,0.695
afm_basic_model_1_multimer_v3_pred_2.pdb,0.695
afm_basic_model_1_multimer_v3_pred_0.pdb,0.693
afm_dropout_full_model_3_multimer_v3_pred_3.pdb,0.693
afm_basic_model_3_multimer_v3_pred_0.pdb,0.692
afm_woTemplates_model_1_multimer_v3_pred_0.pdb,0.692
afm_basic_model_4_multimer_v3_pred_1.pdb,0.69
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.69
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.69
afm_basic_model_1_multimer_v3_pred_4.pdb,0.689
afm_basic_model_2_multimer_v3_pred_3.pdb,0.688
afm_dropout_full_model_3_multimer_v3_pred_4.pdb,0.688
afm_basic_model_3_multimer_v3_pred_1.pdb,0.688
afm_basic_model_5_multimer_v3_pred_0.pdb,0.688
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.688
afm_basic_model_5_multimer_v3_pred_2.pdb,0.687
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.687
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.687
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.687
afm_basic_model_3_multimer_v3_pred_2.pdb,0.687
afm_basic_model_4_multimer_v3_pred_4.pdb,0.686
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.686
afm_basic_model_4_multimer_v3_pred_2.pdb,0.686
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.685
afm_woTemplates_model_1_multimer_v3_pred_4.pdb,0.685
afm_dropout_full_model_4_multimer_v3_pred_0.pdb,0.684
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.683
afm_dropout_full_model_4_multimer_v3_pred_2.pdb,0.683
afm_dropout_full_model_2_multimer_v3_pred_0.pdb,0.683
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.683
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.683
afm_basic_model_5_multimer_v3_pred_4.pdb,0.682
afm_dropout_full_model_4_multimer_v3_pred_3.pdb,0.681
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.681
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.681
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.681
afm_dropout_full_model_3_multimer_v3_pred_1.pdb,0.68
afm_basic_model_5_multimer_v3_pred_3.pdb,0.68
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.68
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_0.pdb,0.68
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.68
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.68
afm_dropout_full_model_3_multimer_v3_pred_0.pdb,0.68
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.679
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.679
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.679
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.679
afm_basic_model_2_multimer_v3_pred_2.pdb,0.679
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_1.pdb,0.678
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.678
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.678
afm_dropout_full_model_2_multimer_v3_pred_1.pdb,0.678
afm_basic_model_2_multimer_v3_pred_4.pdb,0.678
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.678
afm_basic_model_5_multimer_v3_pred_1.pdb,0.677
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.677
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb,0.676
afm_woTemplates_model_4_multimer_v3_pred_3.pdb,0.676
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.675
