model_name,oligo_gdtha
afm_dropout_full_model_2_multimer_v1_pred_35.pdb,0.887
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_44.pdb,0.884
afm_basic_model_2_multimer_v1_pred_56.pdb,0.883
afm_basic_model_2_multimer_v1_pred_30.pdb,0.883
afm_basic_model_2_multimer_v1_pred_7.pdb,0.881
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_22.pdb,0.881
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_9.pdb,0.881
afm_basic_model_5_multimer_v1_pred_56.pdb,0.88
afm_basic_model_2_multimer_v1_pred_29.pdb,0.88
afm_basic_model_5_multimer_v1_pred_11.pdb,0.88
cf_woTemplates_model_5_multimer_v1_pred_9.pdb,0.88
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_11.pdb,0.88
cf_woTemplates_model_1_multimer_v1_pred_24.pdb,0.88
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_53.pdb,0.88
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_25.pdb,0.879
afm_basic_model_2_multimer_v1_pred_59.pdb,0.879
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_60.pdb,0.879
afm_basic_model_2_multimer_v1_pred_25.pdb,0.879
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_13.pdb,0.879
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_55.pdb,0.879
afm_basic_model_2_multimer_v1_pred_22.pdb,0.879
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_25.pdb,0.878
afm_basic_model_2_multimer_v1_pred_43.pdb,0.878
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_32.pdb,0.878
afm_dropout_full_model_2_multimer_v2_pred_30.pdb,0.878
afm_basic_model_3_multimer_v1_pred_5.pdb,0.878
afm_dropout_full_model_5_multimer_v1_pred_36.pdb,0.878
afm_basic_model_5_multimer_v1_pred_12.pdb,0.878
afm_basic_model_5_multimer_v1_pred_32.pdb,0.878
afm_basic_model_2_multimer_v1_pred_36.pdb,0.877
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_54.pdb,0.877
afm_basic_model_2_multimer_v1_pred_51.pdb,0.877
afm_basic_model_5_multimer_v1_pred_24.pdb,0.877
cf_woTemplates_model_5_multimer_v3_pred_53.pdb,0.877
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_39.pdb,0.877
afm_dropout_full_model_1_multimer_v1_pred_8.pdb,0.877
afm_dropout_full_model_5_multimer_v3_pred_29.pdb,0.877
afm_dropout_full_model_1_multimer_v1_pred_60.pdb,0.877
afm_basic_model_3_multimer_v1_pred_53.pdb,0.877
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_58.pdb,0.877
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_60.pdb,0.877
afm_basic_model_5_multimer_v1_pred_66.pdb,0.877
