model_name,ips
afm_basic_model_5_multimer_v2_pred_56.pdb,0.645
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_22.pdb,0.635
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb,0.63
afm_woTemplates_model_5_multimer_v3_pred_59.pdb,0.629
afm_woTemplates_model_5_multimer_v3_pred_3.pdb,0.628
afm_basic_model_4_multimer_v2_pred_58.pdb,0.626
afm_basic_model_1_multimer_v2_pred_63.pdb,0.625
afm_basic_model_2_multimer_v2_pred_34.pdb,0.624
afm_basic_model_4_multimer_v2_pred_54.pdb,0.623
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_57.pdb,0.622
cf_woTemplates_model_2_multimer_v1_pred_24.pdb,0.621
afm_basic_model_5_multimer_v2_pred_3.pdb,0.619
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_59.pdb,0.619
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_32.pdb,0.619
afm_basic_model_1_multimer_v2_pred_33.pdb,0.618
afm_basic_model_1_multimer_v2_pred_59.pdb,0.618
afm_basic_model_4_multimer_v2_pred_13.pdb,0.617
afm_basic_model_1_multimer_v2_pred_34.pdb,0.616
cf_woTemplates_model_4_multimer_v1_pred_28.pdb,0.614
cf_woTemplates_model_2_multimer_v1_pred_23.pdb,0.614
cf_woTemplates_model_5_multimer_v1_pred_43.pdb,0.614
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_50.pdb,0.613
afm_woTemplates_model_5_multimer_v3_pred_33.pdb,0.613
cf_woTemplates_model_4_multimer_v1_pred_51.pdb,0.612
afm_basic_model_4_multimer_v2_pred_22.pdb,0.611
afm_woTemplates_model_4_multimer_v2_pred_46.pdb,0.611
afm_basic_model_1_multimer_v2_pred_9.pdb,0.61
cf_woTemplates_model_5_multimer_v3_pred_66.pdb,0.609
cf_woTemplates_model_2_multimer_v1_pred_50.pdb,0.609
cf_woTemplates_model_2_multimer_v1_pred_65.pdb,0.609
afm_basic_model_5_multimer_v2_pred_29.pdb,0.609
cf_woTemplates_model_5_multimer_v3_pred_40.pdb,0.608
afm_basic_model_5_multimer_v3_pred_25.pdb,0.607
afm_basic_model_1_multimer_v2_pred_37.pdb,0.607
cf_woTemplates_model_5_multimer_v1_pred_36.pdb,0.607
afm_basic_model_1_multimer_v2_pred_17.pdb,0.607
afm_woTemplates_model_1_multimer_v2_pred_5.pdb,0.607
afm_basic_model_2_multimer_v2_pred_55.pdb,0.607
cf_woTemplates_model_1_multimer_v2_pred_12.pdb,0.607
cf_woTemplates_model_5_multimer_v1_pred_20.pdb,0.607
afm_basic_model_3_multimer_v3_pred_19.pdb,0.607
cf_woTemplates_model_2_multimer_v3_pred_11.pdb,0.607
cf_woTemplates_model_3_multimer_v1_pred_66.pdb,0.607
cf_woTemplates_model_1_multimer_v1_pred_34.pdb,0.605
cf_woTemplates_model_5_multimer_v1_pred_41.pdb,0.605
afm_basic_model_1_multimer_v1_pred_9.pdb,0.605
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_17.pdb,0.605
cf_woTemplates_model_5_multimer_v3_pred_43.pdb,0.604
afm_basic_model_5_multimer_v3_pred_53.pdb,0.604
afm_woTemplates_model_5_multimer_v3_pred_9.pdb,0.604
afm_dropout_full_model_5_multimer_v3_pred_65.pdb,0.604
cf_woTemplates_model_5_multimer_v3_pred_1.pdb,0.604
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_4.pdb,0.604
afm_basic_model_5_multimer_v3_pred_57.pdb,0.604
afm_basic_model_1_multimer_v2_pred_7.pdb,0.604
afm_woTemplates_model_1_multimer_v2_pred_11.pdb,0.604
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_50.pdb,0.603
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_17.pdb,0.603
afm_basic_model_1_multimer_v2_pred_57.pdb,0.603
afm_basic_model_1_multimer_v1_pred_58.pdb,0.602
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_2.pdb,0.602
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_25.pdb,0.602
cf_woTemplates_model_4_multimer_v1_pred_49.pdb,0.602
cf_woTemplates_model_5_multimer_v1_pred_24.pdb,0.602
cf_woTemplates_model_3_multimer_v1_pred_60.pdb,0.602
cf_woTemplates_model_4_multimer_v1_pred_27.pdb,0.601
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_14.pdb,0.601
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_45.pdb,0.601
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_40.pdb,0.601
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_49.pdb,0.601
afm_basic_model_2_multimer_v2_pred_26.pdb,0.601
