model_name,oligo_gdtha
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.437
afm_dropout_full_model_1_multimer_v2_pred_10.pdb,0.435
afm_dropout_full_model_4_multimer_v2_pred_8.pdb,0.434
afm_basic_model_3_multimer_v2_pred_60.pdb,0.434
afm_dropout_full_model_5_multimer_v2_pred_5.pdb,0.433
afm_dropout_full_model_1_multimer_v2_pred_50.pdb,0.433
afm_dropout_full_model_4_multimer_v2_pred_26.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_63.pdb,0.432
afm_basic_model_4_multimer_v2_pred_22.pdb,0.432
afm_basic_model_3_multimer_v2_pred_24.pdb,0.432
afm_basic_model_3_multimer_v2_pred_35.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_4.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_2.pdb,0.432
afm_dropout_full_model_3_multimer_v2_pred_62.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_22.pdb,0.432
afm_basic_model_4_multimer_v2_pred_15.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_56.pdb,0.432
afm_basic_model_3_multimer_v2_pred_8.pdb,0.432
afm_basic_model_3_multimer_v2_pred_22.pdb,0.432
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_51.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_52.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_0.pdb,0.432
afm_basic_model_4_multimer_v2_pred_8.pdb,0.432
afm_basic_model_3_multimer_v2_pred_1.pdb,0.432
afm_basic_model_3_multimer_v2_pred_42.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_15.pdb,0.432
afm_dropout_full_model_5_multimer_v2_pred_25.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_13.pdb,0.432
afm_dropout_full_model_4_multimer_v2_pred_49.pdb,0.432
afm_dropout_full_model_5_multimer_v2_pred_47.pdb,0.432
afm_basic_model_4_multimer_v2_pred_62.pdb,0.431
afm_dropout_full_model_1_multimer_v2_pred_47.pdb,0.431
afm_dropout_full_model_4_multimer_v2_pred_21.pdb,0.431
