model_name,ips
afm_dropout_full_model_1_multimer_v2_pred_50.pdb,0.758
afm_basic_model_1_multimer_v2_pred_42.pdb,0.753
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.747
afm_basic_model_3_multimer_v3_pred_53.pdb,0.747
afm_basic_model_3_multimer_v3_pred_28.pdb,0.746
afm_dropout_full_model_1_multimer_v2_pred_43.pdb,0.742
afm_basic_model_1_multimer_v2_pred_14.pdb,0.737
afm_basic_model_3_multimer_v3_pred_48.pdb,0.736
afm_basic_model_3_multimer_v3_pred_2.pdb,0.732
afm_basic_model_3_multimer_v3_pred_7.pdb,0.73
afm_basic_model_1_multimer_v2_pred_28.pdb,0.728
afm_basic_model_1_multimer_v2_pred_8.pdb,0.725
afm_basic_model_3_multimer_v2_pred_8.pdb,0.724
afm_dropout_full_model_1_multimer_v2_pred_36.pdb,0.724
afm_dropout_full_model_3_multimer_v3_pred_3.pdb,0.716
afm_basic_model_3_multimer_v2_pred_30.pdb,0.711
afm_dropout_full_model_3_multimer_v3_pred_15.pdb,0.711
afm_basic_model_1_multimer_v2_pred_26.pdb,0.71
afm_basic_model_1_multimer_v2_pred_10.pdb,0.707
afm_dropout_full_model_3_multimer_v3_pred_28.pdb,0.707
afm_dropout_full_model_1_multimer_v2_pred_19.pdb,0.705
afm_dropout_full_model_3_multimer_v3_pred_52.pdb,0.704
afm_dropout_full_model_1_multimer_v2_pred_35.pdb,0.701
afm_basic_model_3_multimer_v3_pred_42.pdb,0.699
afm_basic_model_3_multimer_v3_pred_66.pdb,0.699
afm_dropout_full_model_5_multimer_v2_pred_54.pdb,0.698
afm_dropout_full_model_1_multimer_v2_pred_27.pdb,0.697
afm_basic_model_3_multimer_v3_pred_62.pdb,0.696
afm_dropout_full_model_1_multimer_v2_pred_66.pdb,0.694
afm_dropout_full_model_1_multimer_v2_pred_9.pdb,0.694
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_10.pdb,0.693
afm_basic_model_1_multimer_v2_pred_17.pdb,0.693
afm_basic_model_1_multimer_v2_pred_6.pdb,0.692
afm_basic_model_3_multimer_v3_pred_8.pdb,0.692
afm_dropout_full_model_1_multimer_v2_pred_8.pdb,0.692
afm_basic_model_1_multimer_v2_pred_41.pdb,0.69
afm_basic_model_3_multimer_v3_pred_52.pdb,0.69
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_57.pdb,0.69
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_29.pdb,0.689
afm_basic_model_3_multimer_v3_pred_43.pdb,0.688
afm_basic_model_3_multimer_v3_pred_1.pdb,0.687
afm_dropout_full_model_5_multimer_v2_pred_47.pdb,0.687
afm_basic_model_3_multimer_v2_pred_55.pdb,0.686
afm_basic_model_3_multimer_v2_pred_1.pdb,0.686
afm_dropout_full_model_5_multimer_v2_pred_42.pdb,0.685
afm_dropout_full_model_1_multimer_v3_pred_19.pdb,0.685
afm_basic_model_1_multimer_v2_pred_46.pdb,0.685
afm_dropout_full_model_1_multimer_v2_pred_1.pdb,0.684
afm_dropout_full_model_2_multimer_v2_pred_21.pdb,0.683
afm_dropout_full_model_5_multimer_v2_pred_19.pdb,0.683
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_4.pdb,0.683
afm_dropout_full_model_5_multimer_v2_pred_33.pdb,0.683
afm_dropout_full_model_3_multimer_v3_pred_53.pdb,0.683
afm_dropout_full_model_1_multimer_v3_pred_42.pdb,0.683
afm_basic_model_1_multimer_v2_pred_20.pdb,0.681
afm_basic_model_3_multimer_v2_pred_35.pdb,0.681
afm_dropout_full_model_5_multimer_v2_pred_7.pdb,0.681
afm_dropout_full_model_1_multimer_v3_pred_37.pdb,0.681
afm_dropout_full_model_1_multimer_v2_pred_18.pdb,0.681
afm_dropout_full_model_3_multimer_v3_pred_58.pdb,0.68
afm_dropout_full_model_5_multimer_v2_pred_26.pdb,0.68
afm_basic_model_3_multimer_v2_pred_38.pdb,0.679
afm_basic_model_3_multimer_v3_pred_65.pdb,0.677
afm_dropout_full_model_5_multimer_v2_pred_38.pdb,0.676
afm_dropout_full_model_1_multimer_v2_pred_57.pdb,0.676
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_12.pdb,0.676
afm_dropout_full_model_1_multimer_v2_pred_14.pdb,0.675
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_62.pdb,0.675
afm_dropout_full_model_3_multimer_v3_pred_64.pdb,0.674
afm_dropout_full_model_5_multimer_v2_pred_48.pdb,0.674
afm_basic_model_1_multimer_v2_pred_33.pdb,0.674
afm_dropout_full_model_1_multimer_v2_pred_61.pdb,0.674
afm_dropout_full_model_1_multimer_v2_pred_33.pdb,0.674
afm_basic_model_3_multimer_v2_pred_22.pdb,0.674
afm_basic_model_3_multimer_v2_pred_19.pdb,0.674
afm_dropout_full_model_1_multimer_v3_pred_64.pdb,0.673
afm_dropout_full_model_3_multimer_v3_pred_20.pdb,0.673
afm_dropout_full_model_1_multimer_v2_pred_4.pdb,0.672
afm_dropout_full_model_5_multimer_v2_pred_27.pdb,0.672
afm_dropout_full_model_1_multimer_v2_pred_5.pdb,0.672
afm_dropout_full_model_1_multimer_v3_pred_41.pdb,0.672
afm_dropout_full_model_5_multimer_v2_pred_18.pdb,0.672
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_33.pdb,0.671
afm_dropout_full_model_5_multimer_v2_pred_44.pdb,0.67
afm_dropout_full_model_5_multimer_v2_pred_12.pdb,0.67
afm_basic_model_3_multimer_v3_pred_41.pdb,0.67
afm_basic_model_3_multimer_v3_pred_19.pdb,0.67
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_45.pdb,0.67
afm_dropout_full_model_2_multimer_v2_pred_15.pdb,0.669
afm_dropout_full_model_5_multimer_v2_pred_22.pdb,0.669
afm_dropout_full_model_1_multimer_v3_pred_53.pdb,0.668
afm_dropout_full_model_5_multimer_v2_pred_28.pdb,0.668
afm_dropout_full_model_1_multimer_v2_pred_22.pdb,0.668
afm_dropout_full_model_5_multimer_v2_pred_30.pdb,0.667
afm_basic_model_1_multimer_v2_pred_18.pdb,0.667
afm_basic_model_3_multimer_v3_pred_14.pdb,0.667
afm_dropout_full_model_3_multimer_v3_pred_47.pdb,0.667
afm_dropout_full_model_3_multimer_v3_pred_8.pdb,0.667
afm_dropout_full_model_5_multimer_v2_pred_16.pdb,0.667
afm_dropout_full_model_5_multimer_v2_pred_1.pdb,0.667
afm_dropout_full_model_3_multimer_v3_pred_34.pdb,0.665
afm_dropout_full_model_1_multimer_v2_pred_46.pdb,0.665
afm_dropout_full_model_2_multimer_v2_pred_65.pdb,0.665
afm_dropout_full_model_1_multimer_v2_pred_48.pdb,0.665
afm_dropout_full_model_5_multimer_v2_pred_4.pdb,0.665
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.664
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_19.pdb,0.663
afm_dropout_full_model_5_multimer_v2_pred_65.pdb,0.663
afm_dropout_full_model_2_multimer_v2_pred_43.pdb,0.663
afm_dropout_full_model_5_multimer_v2_pred_51.pdb,0.663
afm_dropout_full_model_2_multimer_v2_pred_24.pdb,0.663
afm_basic_model_1_multimer_v2_pred_50.pdb,0.663
afm_dropout_full_model_1_multimer_v3_pred_26.pdb,0.662
afm_dropout_full_model_1_multimer_v2_pred_51.pdb,0.661
afm_dropout_full_model_5_multimer_v2_pred_40.pdb,0.661
afm_dropout_full_model_5_multimer_v2_pred_56.pdb,0.66
afm_basic_model_1_multimer_v2_pred_35.pdb,0.66
afm_basic_model_2_multimer_v2_pred_5.pdb,0.66
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_66.pdb,0.659
afm_dropout_full_model_2_multimer_v2_pred_11.pdb,0.658
afm_dropout_full_model_5_multimer_v2_pred_41.pdb,0.658
afm_dropout_full_model_1_multimer_v3_pred_38.pdb,0.657
afm_dropout_full_model_1_multimer_v3_pred_46.pdb,0.657
afm_dropout_full_model_3_multimer_v3_pred_10.pdb,0.656
cf_woTemplates_model_1_multimer_v3_pred_41.pdb,0.656
afm_dropout_full_model_5_multimer_v2_pred_13.pdb,0.656
afm_dropout_full_model_2_multimer_v2_pred_36.pdb,0.656
afm_dropout_full_model_5_multimer_v2_pred_17.pdb,0.656
afm_dropout_full_model_5_multimer_v2_pred_59.pdb,0.656
afm_dropout_full_model_1_multimer_v2_pred_21.pdb,0.656
afm_basic_model_1_multimer_v2_pred_53.pdb,0.656
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_39.pdb,0.655
afm_dropout_full_model_1_multimer_v3_pred_35.pdb,0.655
afm_basic_model_3_multimer_v3_pred_46.pdb,0.655
afm_basic_model_3_multimer_v3_pred_16.pdb,0.655
afm_basic_model_3_multimer_v2_pred_60.pdb,0.655
cf_woTemplates_model_5_multimer_v1_pred_62.pdb,0.654
afm_dropout_full_model_1_multimer_v3_pred_55.pdb,0.654
afm_dropout_full_model_1_multimer_v2_pred_12.pdb,0.654
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_64.pdb,0.654
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_24.pdb,0.653
afm_dropout_full_model_1_multimer_v2_pred_31.pdb,0.653
afm_basic_model_3_multimer_v2_pred_42.pdb,0.653
afm_dropout_full_model_1_multimer_v2_pred_39.pdb,0.653
afm_dropout_full_model_5_multimer_v2_pred_32.pdb,0.652
afm_dropout_full_model_1_multimer_v2_pred_55.pdb,0.652
afm_dropout_full_model_1_multimer_v2_pred_3.pdb,0.652
afm_dropout_full_model_5_multimer_v2_pred_52.pdb,0.652
afm_dropout_full_model_5_multimer_v2_pred_37.pdb,0.651
afm_basic_model_5_multimer_v2_pred_13.pdb,0.651
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_1.pdb,0.651
afm_dropout_full_model_5_multimer_v3_pred_59.pdb,0.651
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.65
afm_dropout_full_model_1_multimer_v2_pred_7.pdb,0.649
afm_dropout_full_model_3_multimer_v3_pred_27.pdb,0.649
afm_dropout_full_model_1_multimer_v3_pred_48.pdb,0.649
afm_dropout_full_model_5_multimer_v2_pred_45.pdb,0.649
afm_basic_model_1_multimer_v3_pred_28.pdb,0.648
afm_dropout_full_model_5_multimer_v2_pred_64.pdb,0.648
afm_basic_model_1_multimer_v3_pred_64.pdb,0.647
afm_woTemplates_model_2_multimer_v2_pred_15.pdb,0.647
afm_basic_model_3_multimer_v3_pred_4.pdb,0.647
afm_dropout_full_model_5_multimer_v2_pred_35.pdb,0.647
cf_woTemplates_model_5_multimer_v1_pred_51.pdb,0.646
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_38.pdb,0.646
afm_dropout_full_model_5_multimer_v2_pred_55.pdb,0.646
afm_dropout_full_model_5_multimer_v2_pred_57.pdb,0.646
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_46.pdb,0.645
afm_dropout_full_model_2_multimer_v2_pred_66.pdb,0.645
afm_dropout_full_model_5_multimer_v3_pred_48.pdb,0.645
afm_dropout_full_model_1_multimer_v2_pred_29.pdb,0.645
cf_woTemplates_model_1_multimer_v3_pred_42.pdb,0.645
afm_woTemplates_model_3_multimer_v2_pred_41.pdb,0.644
afm_dropout_full_model_1_multimer_v3_pred_61.pdb,0.644
afm_dropout_full_model_1_multimer_v2_pred_58.pdb,0.644
afm_basic_model_1_multimer_v2_pred_3.pdb,0.644
afm_dropout_full_model_1_multimer_v2_pred_44.pdb,0.643
afm_dropout_full_model_1_multimer_v3_pred_15.pdb,0.643
afm_dropout_full_model_5_multimer_v2_pred_25.pdb,0.643
afm_woTemplates_model_1_multimer_v3_pred_62.pdb,0.643
afm_dropout_full_model_3_multimer_v3_pred_50.pdb,0.642
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_31.pdb,0.642
afm_dropout_full_model_5_multimer_v2_pred_24.pdb,0.642
cf_woTemplates_model_1_multimer_v3_pred_24.pdb,0.642
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_28.pdb,0.642
afm_basic_model_3_multimer_v3_pred_22.pdb,0.642
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_6.pdb,0.641
afm_basic_model_1_multimer_v3_pred_18.pdb,0.641
afm_dropout_full_model_5_multimer_v2_pred_46.pdb,0.641
afm_dropout_full_model_1_multimer_v3_pred_29.pdb,0.641
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.64
afm_basic_model_3_multimer_v3_pred_44.pdb,0.64
afm_basic_model_3_multimer_v3_pred_47.pdb,0.639
afm_dropout_full_model_5_multimer_v2_pred_5.pdb,0.639
afm_woTemplates_model_1_multimer_v3_pred_60.pdb,0.639
afm_dropout_full_model_1_multimer_v3_pred_56.pdb,0.639
afm_woTemplates_model_1_multimer_v3_pred_49.pdb,0.639
afm_basic_model_1_multimer_v2_pred_66.pdb,0.639
afm_basic_model_1_multimer_v3_pred_44.pdb,0.639
afm_dropout_full_model_1_multimer_v2_pred_20.pdb,0.638
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.638
afm_basic_model_1_multimer_v2_pred_44.pdb,0.638
afm_dropout_full_model_2_multimer_v2_pred_19.pdb,0.638
afm_dropout_full_model_1_multimer_v2_pred_53.pdb,0.638
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_26.pdb,0.638
afm_dropout_full_model_1_multimer_v2_pred_10.pdb,0.638
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_23.pdb,0.638
cf_woTemplates_model_4_multimer_v2_pred_54.pdb,0.638
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_56.pdb,0.638
afm_basic_model_1_multimer_v2_pred_24.pdb,0.637
afm_dropout_full_model_1_multimer_v3_pred_66.pdb,0.637
afm_dropout_full_model_5_multimer_v2_pred_6.pdb,0.637
afm_dropout_full_model_1_multimer_v2_pred_26.pdb,0.637
afm_dropout_full_model_2_multimer_v2_pred_0.pdb,0.637
afm_dropout_full_model_5_multimer_v3_pred_33.pdb,0.637
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_53.pdb,0.636
afm_woTemplates_model_1_multimer_v3_pred_29.pdb,0.636
afm_dropout_full_model_1_multimer_v3_pred_45.pdb,0.636
cf_woTemplates_model_1_multimer_v3_pred_7.pdb,0.636
afm_dropout_full_model_2_multimer_v2_pred_33.pdb,0.636
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.636
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_8.pdb,0.636
afm_dropout_full_model_2_multimer_v2_pred_40.pdb,0.636
afm_dropout_full_model_5_multimer_v2_pred_11.pdb,0.636
afm_dropout_full_model_5_multimer_v2_pred_29.pdb,0.636
afm_dropout_full_model_5_multimer_v2_pred_0.pdb,0.635
afm_dropout_full_model_3_multimer_v3_pred_51.pdb,0.635
afm_woTemplates_model_3_multimer_v3_pred_63.pdb,0.635
afm_basic_model_1_multimer_v2_pred_22.pdb,0.635
afm_dropout_full_model_1_multimer_v2_pred_52.pdb,0.635
cf_woTemplates_model_4_multimer_v1_pred_22.pdb,0.634
afm_dropout_full_model_5_multimer_v2_pred_50.pdb,0.634
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_37.pdb,0.634
afm_basic_model_1_multimer_v3_pred_63.pdb,0.634
afm_basic_model_1_multimer_v2_pred_55.pdb,0.634
afm_dropout_full_model_3_multimer_v3_pred_30.pdb,0.634
afm_dropout_full_model_5_multimer_v2_pred_43.pdb,0.634
afm_dropout_full_model_1_multimer_v3_pred_32.pdb,0.634
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_41.pdb,0.632
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.632
