model_name,qs_global
afm_dropout_full_model_4_multimer_v3_pred_24.pdb,0.878
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_20.pdb,0.878
afm_dropout_full_model_4_multimer_v3_pred_64.pdb,0.876
afm_dropout_full_model_4_multimer_v3_pred_14.pdb,0.876
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_23.pdb,0.875
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_21.pdb,0.873
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_62.pdb,0.873
afm_woTemplates_model_4_multimer_v3_pred_26.pdb,0.872
afm_woTemplates_model_4_multimer_v3_pred_15.pdb,0.872
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_2.pdb,0.872
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_37.pdb,0.872
afm_basic_model_3_multimer_v3_pred_46.pdb,0.872
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_13.pdb,0.872
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_55.pdb,0.872
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_7.pdb,0.871
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_12.pdb,0.871
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_39.pdb,0.871
afm_dropout_full_model_5_multimer_v3_pred_66.pdb,0.871
afm_basic_model_3_multimer_v3_pred_13.pdb,0.871
afm_woTemplates_model_4_multimer_v3_pred_40.pdb,0.871
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_20.pdb,0.871
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_4.pdb,0.87
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_48.pdb,0.87
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_47.pdb,0.87
afm_woTemplates_model_4_multimer_v3_pred_30.pdb,0.87
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_32.pdb,0.87
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_62.pdb,0.87
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_8.pdb,0.87
afm_woTemplates_model_4_multimer_v3_pred_61.pdb,0.87
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_61.pdb,0.87
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_57.pdb,0.87
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_34.pdb,0.87
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_53.pdb,0.87
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_11.pdb,0.87
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_18.pdb,0.869
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_37.pdb,0.869
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_38.pdb,0.869
afm_woTemplates_model_5_multimer_v3_pred_55.pdb,0.869
afm_woTemplates_model_4_multimer_v3_pred_43.pdb,0.869
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_22.pdb,0.868
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_25.pdb,0.868
afm_woTemplates_model_5_multimer_v3_pred_33.pdb,0.868
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_56.pdb,0.868
afm_woTemplates_model_4_multimer_v3_pred_66.pdb,0.868
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_2.pdb,0.868
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_4.pdb,0.867
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_3.pdb,0.867
afm_dropout_full_model_3_multimer_v3_pred_24.pdb,0.866
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_65.pdb,0.866
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_14.pdb,0.866
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_31.pdb,0.866
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_49.pdb,0.865
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_15.pdb,0.865
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_64.pdb,0.865
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_43.pdb,0.865
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_59.pdb,0.865
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_51.pdb,0.865
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_45.pdb,0.864
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_31.pdb,0.864
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_45.pdb,0.864
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_49.pdb,0.864
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_24.pdb,0.864
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_38.pdb,0.864
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_60.pdb,0.863
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_22.pdb,0.863
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_30.pdb,0.863
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_32.pdb,0.862
