,oligo_gdtts,lddt,rmsd,oligo_gdtha,tm_score
oligo_gdtts,0.00022063228929393092,-6.651625177176159e-05,-0.008998369919300276,0.00011723402010014469,0.00020159883672728025
lddt,-6.651625177176159e-05,0.0002552882753905005,0.015516572908253038,-2.5783422722707784e-05,-6.996390093805423e-05
rmsd,-0.008998369919300276,0.015516572908253038,11.68865058694759,-0.0010253620886486177,-0.008207584290547501
oligo_gdtha,0.00011723402010014469,-2.5783422722707784e-05,-0.0010253620886486177,9.846569670292097e-05,9.316517219028885e-05
tm_score,0.00020159883672728025,-6.996390093805423e-05,-0.008207584290547501,9.316517219028885e-05,0.0002927988683518869
