,oligo_gdtha,oligo_gdtts,rmsd,lddt,tm_score
oligo_gdtha,0.019731745704265783,0.020046426411621455,-0.27507661655755394,0.017576435886419002,0.018940384465981692
oligo_gdtts,0.020046426411621455,0.021057550548611616,-0.3105309475387016,0.018248673207831113,0.020341393774678352
rmsd,-0.27507661655755394,-0.3105309475387016,5.531828376850386,-0.2603838917007084,-0.3131971248791712
lddt,0.017576435886419002,0.018248673207831113,-0.2603838917007084,0.016999938720068282,0.017684480700045604
tm_score,0.018940384465981692,0.020341393774678352,-0.3131971248791712,0.017684480700045604,0.020214404754961477
