,lddt,tm_score,rmsd,oligo_gdtts,oligo_gdtha
lddt,0.0014095647471018653,0.00030644075271487047,0.0014972864217407647,0.0007234531844375788,0.0009037410384117713
tm_score,0.00030644075271487047,0.00017173740628048754,-0.0004196553757705845,0.0002588145138754914,0.0002838082673017924
rmsd,0.0014972864217407647,-0.0004196553757705845,1.2800561286880405,-0.0008646748592206674,-0.0005542523652110164
oligo_gdtts,0.0007234531844375788,0.0002588145138754914,-0.0008646748592206674,0.0005380972344182424,0.0006318674290825999
oligo_gdtha,0.0009037410384117713,0.0002838082673017924,-0.0005542523652110164,0.0006318674290825999,0.000783618695714489
