,rmsd,lddt,tm_score,oligo_gdtts,oligo_gdtha
rmsd,19.849673555000166,-0.0042525703008334465,-0.05455464935238246,-0.022589808079413114,-0.004801743009570161
lddt,-0.0042525703008334465,0.00019487877085688573,6.312182401628687e-05,0.00010180469158428697,0.00010612163061549989
tm_score,-0.05455464935238246,6.312182401628687e-05,0.00039181280976218304,0.00026702276035258494,0.00013735371960073956
oligo_gdtts,-0.022589808079413114,0.00010180469158428697,0.00026702276035258494,0.0003266864627630841,0.00026750339121438526
oligo_gdtha,-0.004801743009570161,0.00010612163061549989,0.00013735371960073956,0.00026750339121438526,0.00029869212259268197
