,oligo_gdtha,rmsd,oligo_gdtts,lddt,tm_score
oligo_gdtha,0.023095736261945176,-0.5416398303892522,0.02485600538613256,0.02253702518994334,0.023253202847009366
rmsd,-0.5416398303892522,15.165389106653087,-0.6158956197311903,-0.5358650434053124,-0.6066228711959447
oligo_gdtts,0.02485600538613256,-0.6158956197311903,0.027354845797624705,0.024378809165630032,0.02607414946832522
lddt,0.02253702518994334,-0.5358650434053124,0.024378809165630032,0.022850480869503472,0.022940367323990338
tm_score,0.023253202847009366,-0.6066228711959447,0.02607414946832522,0.022940367323990338,0.02542835515730934
