,oligo_gdtts,tm_score,oligo_gdtha,rmsd,lddt
oligo_gdtts,0.0017267632740151121,0.0009372453086161384,0.0013329988961913416,-0.051710736981853175,0.0014711689598909006
tm_score,0.0009372453086161384,0.0011261189470588959,0.0008031043791526255,-0.05117737879581202,0.000887025566744723
oligo_gdtha,0.0013329988961913416,0.0008031043791526255,0.0011977407574909917,-0.0489492031890769,0.0011568846863495906
rmsd,-0.051710736981853175,-0.05117737879581202,-0.0489492031890769,8.555016768237822,-0.029419117421488776
lddt,0.0014711689598909006,0.000887025566744723,0.0011568846863495906,-0.029419117421488776,0.001660521547932681
