model_name,lddt
afm_basic_model_5_multimer_v1_pred_52.pdb,0.851
cf_woTemplates_model_1_multimer_v3_pred_45.pdb,0.851
cf_woTemplates_model_1_multimer_v3_pred_50.pdb,0.85
cf_woTemplates_model_1_multimer_v3_pred_41.pdb,0.849
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_16.pdb,0.849
afm_dropout_full_model_2_multimer_v3_pred_20.pdb,0.849
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_44.pdb,0.848
cf_woTemplates_model_1_multimer_v3_pred_8.pdb,0.848
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_65.pdb,0.848
cf_woTemplates_model_1_multimer_v3_pred_26.pdb,0.848
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_51.pdb,0.848
afm_dropout_full_model_4_multimer_v2_pred_61.pdb,0.847
cf_woTemplates_model_1_multimer_v3_pred_22.pdb,0.847
cf_woTemplates_model_1_multimer_v3_pred_23.pdb,0.847
cf_woTemplates_model_4_multimer_v3_pred_21.pdb,0.847
afm_basic_model_1_multimer_v3_pred_55.pdb,0.846
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_18.pdb,0.846
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_45.pdb,0.846
afm_basic_model_4_multimer_v2_pred_29.pdb,0.846
cf_woTemplates_model_4_multimer_v2_pred_56.pdb,0.846
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_34.pdb,0.846
afm_dropout_full_model_5_multimer_v1_pred_1.pdb,0.846
afm_basic_model_4_multimer_v2_pred_24.pdb,0.846
afm_woTemplates_model_3_multimer_v3_pred_63.pdb,0.846
afm_woTemplates_model_1_multimer_v3_pred_15.pdb,0.846
afm_dropout_full_model_5_multimer_v2_pred_51.pdb,0.846
cf_woTemplates_model_4_multimer_v2_pred_65.pdb,0.846
afm_basic_model_4_multimer_v2_pred_51.pdb,0.845
afm_basic_model_4_multimer_v2_pred_9.pdb,0.845
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_32.pdb,0.845
cf_woTemplates_model_1_multimer_v2_pred_3.pdb,0.845
cf_woTemplates_model_1_multimer_v3_pred_56.pdb,0.845
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_10.pdb,0.845
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_59.pdb,0.845
cf_woTemplates_model_4_multimer_v3_pred_56.pdb,0.845
cf_woTemplates_model_1_multimer_v3_pred_16.pdb,0.845
cf_woTemplates_model_1_multimer_v3_pred_46.pdb,0.845
