model_name,ips
cf_woTemplates_model_5_multimer_v1_pred_50.pdb,0.758
cf_woTemplates_model_1_multimer_v1_pred_18.pdb,0.758
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_56.pdb,0.755
cf_woTemplates_model_1_multimer_v1_pred_54.pdb,0.75
cf_woTemplates_model_1_multimer_v1_pred_5.pdb,0.743
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_48.pdb,0.739
afm_dropout_full_model_5_multimer_v1_pred_1.pdb,0.739
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_15.pdb,0.739
afm_dropout_full_model_5_multimer_v1_pred_26.pdb,0.739
cf_woTemplates_model_1_multimer_v1_pred_26.pdb,0.738
cf_woTemplates_model_1_multimer_v1_pred_0.pdb,0.738
cf_woTemplates_model_2_multimer_v3_pred_12.pdb,0.735
cf_woTemplates_model_1_multimer_v1_pred_63.pdb,0.735
afm_dropout_full_model_5_multimer_v1_pred_43.pdb,0.734
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_65.pdb,0.734
afm_basic_model_5_multimer_v1_pred_52.pdb,0.733
cf_woTemplates_model_1_multimer_v1_pred_35.pdb,0.733
afm_dropout_full_model_5_multimer_v1_pred_38.pdb,0.733
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_54.pdb,0.732
cf_woTemplates_model_1_multimer_v1_pred_24.pdb,0.732
afm_dropout_full_model_2_multimer_v3_pred_9.pdb,0.73
afm_woTemplates_model_3_multimer_v2_pred_25.pdb,0.728
afm_basic_model_3_multimer_v1_pred_66.pdb,0.728
afm_woTemplates_model_3_multimer_v2_pred_61.pdb,0.728
afm_dropout_full_model_1_multimer_v2_pred_40.pdb,0.728
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_54.pdb,0.728
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_62.pdb,0.727
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_14.pdb,0.727
cf_woTemplates_model_1_multimer_v1_pred_58.pdb,0.727
afm_woTemplates_model_1_multimer_v2_pred_64.pdb,0.727
cf_woTemplates_model_1_multimer_v1_pred_62.pdb,0.727
cf_woTemplates_model_5_multimer_v3_pred_0.pdb,0.726
cf_woTemplates_model_1_multimer_v2_pred_40.pdb,0.726
cf_woTemplates_model_1_multimer_v1_pred_13.pdb,0.725
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_30.pdb,0.724
cf_woTemplates_model_1_multimer_v1_pred_11.pdb,0.724
cf_woTemplates_model_3_multimer_v1_pred_6.pdb,0.724
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_54.pdb,0.724
cf_woTemplates_model_1_multimer_v2_pred_42.pdb,0.724
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_54.pdb,0.724
afm_woTemplates_model_3_multimer_v1_pred_66.pdb,0.723
afm_woTemplates_model_3_multimer_v1_pred_4.pdb,0.723
afm_woTemplates_model_3_multimer_v1_pred_34.pdb,0.723
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_33.pdb,0.723
cf_woTemplates_model_5_multimer_v3_pred_23.pdb,0.723
cf_woTemplates_model_1_multimer_v1_pred_61.pdb,0.723
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_36.pdb,0.722
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_61.pdb,0.722
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_6.pdb,0.722
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_58.pdb,0.722
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_4.pdb,0.721
cf_woTemplates_model_5_multimer_v1_pred_10.pdb,0.721
afm_dropout_full_model_2_multimer_v3_pred_54.pdb,0.721
cf_woTemplates_model_3_multimer_v1_pred_58.pdb,0.721
cf_woTemplates_model_2_multimer_v3_pred_33.pdb,0.721
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_31.pdb,0.721
afm_basic_model_1_multimer_v2_pred_9.pdb,0.721
