model_name,qs_global
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_48.pdb,0.738
cf_woTemplates_model_5_multimer_v1_pred_61.pdb,0.727
cf_woTemplates_model_5_multimer_v1_pred_50.pdb,0.726
cf_woTemplates_model_5_multimer_v1_pred_37.pdb,0.725
cf_woTemplates_model_5_multimer_v1_pred_53.pdb,0.725
cf_woTemplates_model_5_multimer_v1_pred_18.pdb,0.724
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_4.pdb,0.723
cf_woTemplates_model_1_multimer_v1_pred_65.pdb,0.702
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_7.pdb,0.699
cf_woTemplates_model_1_multimer_v1_pred_54.pdb,0.698
afm_dropout_full_model_5_multimer_v1_pred_1.pdb,0.694
afm_basic_model_5_multimer_v1_pred_52.pdb,0.687
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_54.pdb,0.685
cf_woTemplates_model_1_multimer_v1_pred_35.pdb,0.681
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_12.pdb,0.68
cf_woTemplates_model_1_multimer_v1_pred_24.pdb,0.679
afm_dropout_full_model_5_multimer_v1_pred_26.pdb,0.679
afm_dropout_full_model_5_multimer_v1_pred_43.pdb,0.678
cf_woTemplates_model_5_multimer_v1_pred_0.pdb,0.678
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_59.pdb,0.676
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_56.pdb,0.673
cf_woTemplates_model_1_multimer_v1_pred_5.pdb,0.671
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_6.pdb,0.671
afm_dropout_full_model_5_multimer_v1_pred_40.pdb,0.664
afm_dropout_full_model_4_multimer_v1_pred_27.pdb,0.661
cf_woTemplates_model_1_multimer_v1_pred_62.pdb,0.66
afm_dropout_full_model_5_multimer_v1_pred_38.pdb,0.657
cf_woTemplates_model_1_multimer_v1_pred_0.pdb,0.656
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_35.pdb,0.653
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_40.pdb,0.651
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_49.pdb,0.649
cf_woTemplates_model_1_multimer_v1_pred_63.pdb,0.645
cf_woTemplates_model_1_multimer_v1_pred_18.pdb,0.645
cf_woTemplates_model_4_multimer_v1_pred_53.pdb,0.642
cf_woTemplates_model_1_multimer_v1_pred_61.pdb,0.637
cf_woTemplates_model_5_multimer_v1_pred_52.pdb,0.636
cf_woTemplates_model_5_multimer_v1_pred_59.pdb,0.631
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_52.pdb,0.627
cf_woTemplates_model_1_multimer_v1_pred_11.pdb,0.626
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_5.pdb,0.624
cf_woTemplates_model_5_multimer_v1_pred_62.pdb,0.623
cf_woTemplates_model_1_multimer_v1_pred_33.pdb,0.618
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_29.pdb,0.617
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_22.pdb,0.612
cf_woTemplates_model_2_multimer_v2_pred_34.pdb,0.61
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_62.pdb,0.608
afm_dropout_full_model_5_multimer_v1_pred_61.pdb,0.607
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_55.pdb,0.607
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_52.pdb,0.606
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_0.pdb,0.606
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_20.pdb,0.605
cf_woTemplates_model_1_multimer_v1_pred_7.pdb,0.604
cf_woTemplates_model_2_multimer_v1_pred_41.pdb,0.602
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_12.pdb,0.599
cf_woTemplates_model_5_multimer_v1_pred_11.pdb,0.596
afm_basic_model_5_multimer_v3_pred_18.pdb,0.596
cf_woTemplates_model_2_multimer_v1_pred_33.pdb,0.589
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_55.pdb,0.589
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_31.pdb,0.588
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_33.pdb,0.587
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_26.pdb,0.587
afm_dropout_full_model_5_multimer_v1_pred_54.pdb,0.586
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_14.pdb,0.586
afm_dropout_full_model_1_multimer_v2_pred_48.pdb,0.584
cf_woTemplates_model_2_multimer_v1_pred_65.pdb,0.582
cf_woTemplates_model_2_multimer_v1_pred_8.pdb,0.581
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_51.pdb,0.58
afm_dropout_full_model_4_multimer_v1_pred_30.pdb,0.579
afm_dropout_full_model_5_multimer_v3_pred_10.pdb,0.579
afm_dropout_full_model_5_multimer_v3_pred_48.pdb,0.579
cf_woTemplates_model_1_multimer_v1_pred_31.pdb,0.579
afm_woTemplates_model_5_multimer_v1_pred_29.pdb,0.578
afm_basic_model_5_multimer_v3_pred_55.pdb,0.577
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_30.pdb,0.577
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_57.pdb,0.576
afm_dropout_full_model_4_multimer_v1_pred_47.pdb,0.576
afm_basic_model_5_multimer_v3_pred_39.pdb,0.576
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_18.pdb,0.575
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_6.pdb,0.575
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_2.pdb,0.574
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_27.pdb,0.574
cf_woTemplates_model_1_multimer_v2_pred_39.pdb,0.573
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_47.pdb,0.573
cf_woTemplates_model_5_multimer_v1_pred_42.pdb,0.573
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_54.pdb,0.572
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_40.pdb,0.571
afm_dropout_full_model_1_multimer_v2_pred_6.pdb,0.571
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_52.pdb,0.571
afm_dropout_full_model_5_multimer_v3_pred_18.pdb,0.571
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_11.pdb,0.57
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_10.pdb,0.57
cf_woTemplates_model_5_multimer_v1_pred_51.pdb,0.57
cf_woTemplates_model_5_multimer_v1_pred_15.pdb,0.57
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_46.pdb,0.57
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_63.pdb,0.57
cf_woTemplates_model_5_multimer_v1_pred_3.pdb,0.57
cf_woTemplates_model_5_multimer_v1_pred_24.pdb,0.57
cf_woTemplates_model_5_multimer_v1_pred_31.pdb,0.57
cf_woTemplates_model_5_multimer_v1_pred_44.pdb,0.569
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_32.pdb,0.569
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_31.pdb,0.569
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_43.pdb,0.569
afm_dropout_full_model_1_multimer_v2_pred_13.pdb,0.568
afm_basic_model_1_multimer_v2_pred_8.pdb,0.568
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_38.pdb,0.568
cf_woTemplates_model_1_multimer_v2_pred_44.pdb,0.568
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_2.pdb,0.568
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_15.pdb,0.567
cf_woTemplates_model_5_multimer_v1_pred_17.pdb,0.567
cf_woTemplates_model_3_multimer_v1_pred_1.pdb,0.567
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_45.pdb,0.567
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_44.pdb,0.567
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_28.pdb,0.567
afm_dropout_full_model_5_multimer_v3_pred_8.pdb,0.567
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_24.pdb,0.567
cf_woTemplates_model_5_multimer_v1_pred_10.pdb,0.566
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_49.pdb,0.566
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_16.pdb,0.566
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_2.pdb,0.565
afm_woTemplates_model_2_multimer_v2_pred_16.pdb,0.565
afm_dropout_full_model_1_multimer_v2_pred_31.pdb,0.565
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_61.pdb,0.565
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_57.pdb,0.565
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_22.pdb,0.565
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_42.pdb,0.565
cf_woTemplates_model_5_multimer_v1_pred_19.pdb,0.565
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_17.pdb,0.565
cf_woTemplates_model_5_multimer_v1_pred_35.pdb,0.564
afm_dropout_full_model_5_multimer_v3_pred_24.pdb,0.564
cf_woTemplates_model_5_multimer_v1_pred_32.pdb,0.564
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_28.pdb,0.564
cf_woTemplates_model_1_multimer_v2_pred_40.pdb,0.564
cf_woTemplates_model_1_multimer_v2_pred_65.pdb,0.564
afm_basic_model_3_multimer_v3_pred_55.pdb,0.564
afm_dropout_full_model_1_multimer_v2_pred_50.pdb,0.564
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_27.pdb,0.564
afm_basic_model_5_multimer_v3_pred_2.pdb,0.563
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_11.pdb,0.563
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_47.pdb,0.563
cf_woTemplates_model_5_multimer_v2_pred_35.pdb,0.563
cf_woTemplates_model_5_multimer_v1_pred_6.pdb,0.563
afm_dropout_full_model_2_multimer_v2_pred_6.pdb,0.563
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_16.pdb,0.563
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_8.pdb,0.563
cf_woTemplates_model_1_multimer_v2_pred_42.pdb,0.563
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_18.pdb,0.563
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_56.pdb,0.563
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_37.pdb,0.563
cf_woTemplates_model_1_multimer_v2_pred_30.pdb,0.563
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_32.pdb,0.563
