model_name,rmsd
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_59.pdb,7.716
cf_woTemplates_model_5_multimer_v1_pred_4.pdb,6.833
cf_woTemplates_model_5_multimer_v1_pred_23.pdb,6.769
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_41.pdb,6.725
cf_woTemplates_model_5_multimer_v1_pred_60.pdb,6.671
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_24.pdb,6.661
cf_woTemplates_model_5_multimer_v1_pred_39.pdb,6.648
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_56.pdb,6.597
cf_woTemplates_model_5_multimer_v1_pred_25.pdb,6.577
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_60.pdb,6.576
cf_woTemplates_model_5_multimer_v1_pred_38.pdb,6.571
afm_woTemplates_model_5_multimer_v1_pred_0.pdb,6.56
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_58.pdb,6.556
afm_basic_model_5_multimer_v2_pred_34.pdb,6.533
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_44.pdb,6.533
cf_woTemplates_model_5_multimer_v1_pred_45.pdb,6.522
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_38.pdb,6.52
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_24.pdb,6.508
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_32.pdb,6.502
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_8.pdb,6.502
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_14.pdb,6.483
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_54.pdb,6.477
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_21.pdb,6.471
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_26.pdb,6.471
afm_basic_model_5_multimer_v2_pred_10.pdb,6.471
afm_basic_model_5_multimer_v2_pred_7.pdb,6.455
cf_woTemplates_model_5_multimer_v1_pred_36.pdb,6.446
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_32.pdb,6.435
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_51.pdb,6.432
afm_basic_model_5_multimer_v2_pred_8.pdb,6.43
cf_woTemplates_model_5_multimer_v1_pred_34.pdb,6.426
afm_basic_model_5_multimer_v2_pred_40.pdb,6.425
cf_woTemplates_model_5_multimer_v1_pred_64.pdb,6.412
afm_basic_model_5_multimer_v2_pred_53.pdb,6.406
afm_woTemplates_model_2_multimer_v1_pred_14.pdb,6.397
afm_dropout_full_model_5_multimer_v1_pred_32.pdb,6.397
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_38.pdb,6.377
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_19.pdb,6.374
cf_woTemplates_model_2_multimer_v1_pred_43.pdb,6.372
afm_basic_model_5_multimer_v2_pred_35.pdb,6.369
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_36.pdb,6.365
afm_basic_model_5_multimer_v2_pred_26.pdb,6.363
afm_woTemplates_model_5_multimer_v1_pred_21.pdb,6.359
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_3.pdb,6.357
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_46.pdb,6.338
afm_dropout_full_model_5_multimer_v1_pred_63.pdb,6.335
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_55.pdb,6.326
afm_basic_model_5_multimer_v2_pred_25.pdb,6.325
afm_basic_model_5_multimer_v2_pred_19.pdb,6.324
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_14.pdb,6.322
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_31.pdb,6.312
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_25.pdb,6.306
cf_woTemplates_model_2_multimer_v1_pred_22.pdb,6.305
afm_basic_model_5_multimer_v2_pred_38.pdb,6.302
cf_woTemplates_model_5_multimer_v1_pred_13.pdb,6.298
cf_woTemplates_model_4_multimer_v1_pred_37.pdb,6.298
afm_basic_model_2_multimer_v1_pred_9.pdb,6.296
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_6.pdb,6.293
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_12.pdb,6.288
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_52.pdb,6.287
afm_woTemplates_model_5_multimer_v1_pred_10.pdb,6.282
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_14.pdb,6.279
cf_woTemplates_model_1_multimer_v1_pred_16.pdb,6.273
afm_basic_model_5_multimer_v2_pred_55.pdb,6.273
afm_woTemplates_model_4_multimer_v1_pred_8.pdb,6.272
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_45.pdb,6.268
afm_basic_model_5_multimer_v2_pred_43.pdb,6.262
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_29.pdb,6.26
afm_basic_model_2_multimer_v1_pred_54.pdb,6.258
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_2.pdb,6.25
afm_basic_model_5_multimer_v2_pred_11.pdb,6.24
afm_basic_model_5_multimer_v2_pred_12.pdb,6.239
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_28.pdb,6.235
afm_woTemplates_model_4_multimer_v1_pred_2.pdb,6.229
afm_dropout_full_model_2_multimer_v1_pred_28.pdb,6.226
afm_basic_model_2_multimer_v1_pred_56.pdb,6.219
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_58.pdb,6.217
cf_woTemplates_model_4_multimer_v1_pred_66.pdb,6.214
afm_basic_model_5_multimer_v2_pred_56.pdb,6.213
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_20.pdb,6.21
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_13.pdb,6.209
cf_woTemplates_model_5_multimer_v1_pred_16.pdb,6.207
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_34.pdb,6.207
afm_woTemplates_model_4_multimer_v1_pred_65.pdb,6.206
afm_basic_model_5_multimer_v2_pred_47.pdb,6.202
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_10.pdb,6.2
afm_basic_model_2_multimer_v1_pred_7.pdb,6.197
afm_woTemplates_model_4_multimer_v1_pred_23.pdb,6.197
afm_woTemplates_model_5_multimer_v1_pred_23.pdb,6.195
afm_woTemplates_model_4_multimer_v1_pred_20.pdb,6.195
cf_woTemplates_model_4_multimer_v1_pred_58.pdb,6.194
cf_woTemplates_model_2_multimer_v1_pred_24.pdb,6.193
afm_basic_model_5_multimer_v2_pred_9.pdb,6.192
afm_basic_model_5_multimer_v2_pred_24.pdb,6.192
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_19.pdb,6.19
cf_woTemplates_model_5_multimer_v2_pred_0.pdb,6.188
cf_woTemplates_model_5_multimer_v1_pred_66.pdb,6.187
afm_woTemplates_model_1_multimer_v1_pred_23.pdb,6.187
afm_basic_model_5_multimer_v2_pred_44.pdb,6.187
afm_basic_model_4_multimer_v1_pred_18.pdb,6.187
cf_woTemplates_model_5_multimer_v1_pred_9.pdb,6.183
afm_woTemplates_model_4_multimer_v1_pred_52.pdb,6.178
cf_woTemplates_model_4_multimer_v1_pred_0.pdb,6.178
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_45.pdb,6.177
afm_basic_model_5_multimer_v2_pred_57.pdb,6.176
afm_woTemplates_model_5_multimer_v1_pred_56.pdb,6.176
cf_woTemplates_model_4_multimer_v1_pred_46.pdb,6.172
afm_basic_model_2_multimer_v1_pred_3.pdb,6.171
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_3.pdb,6.167
afm_woTemplates_model_5_multimer_v1_pred_11.pdb,6.166
afm_basic_model_2_multimer_v1_pred_12.pdb,6.165
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_30.pdb,6.163
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_47.pdb,6.161
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_5.pdb,6.159
afm_basic_model_4_multimer_v1_pred_20.pdb,6.155
afm_basic_model_2_multimer_v1_pred_52.pdb,6.151
afm_woTemplates_model_4_multimer_v1_pred_30.pdb,6.15
afm_woTemplates_model_4_multimer_v1_pred_64.pdb,6.149
afm_basic_model_5_multimer_v2_pred_60.pdb,6.148
