model_name,tm_score
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_61.pdb,0.732
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_5.pdb,0.731
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_48.pdb,0.727
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_36.pdb,0.726
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_0.pdb,0.724
afm_woTemplates_model_3_multimer_v2_pred_62.pdb,0.724
afm_woTemplates_model_3_multimer_v2_pred_31.pdb,0.723
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_24.pdb,0.721
afm_woTemplates_model_3_multimer_v2_pred_34.pdb,0.72
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_26.pdb,0.719
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_6.pdb,0.719
afm_woTemplates_model_3_multimer_v2_pred_32.pdb,0.718
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_30.pdb,0.717
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_1.pdb,0.717
afm_basic_model_3_multimer_v2_pred_42.pdb,0.717
afm_woTemplates_model_3_multimer_v2_pred_0.pdb,0.717
afm_woTemplates_model_3_multimer_v2_pred_8.pdb,0.716
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_4.pdb,0.714
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_56.pdb,0.714
afm_woTemplates_model_3_multimer_v2_pred_16.pdb,0.711
afm_woTemplates_model_3_multimer_v2_pred_3.pdb,0.711
afm_woTemplates_model_3_multimer_v2_pred_23.pdb,0.71
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_45.pdb,0.71
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_37.pdb,0.709
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_4.pdb,0.708
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_8.pdb,0.708
afm_woTemplates_model_3_multimer_v2_pred_25.pdb,0.707
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_5.pdb,0.707
cf_woTemplates_model_3_multimer_v3_pred_20.pdb,0.706
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_32.pdb,0.706
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_4.pdb,0.706
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_56.pdb,0.706
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_20.pdb,0.705
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_7.pdb,0.705
afm_dropout_full_model_3_multimer_v2_pred_12.pdb,0.705
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_32.pdb,0.705
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_43.pdb,0.705
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_19.pdb,0.705
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_6.pdb,0.704
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_44.pdb,0.704
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.704
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_61.pdb,0.704
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_37.pdb,0.704
afm_dropout_full_model_3_multimer_v2_pred_9.pdb,0.704
afm_basic_model_3_multimer_v2_pred_63.pdb,0.704
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_66.pdb,0.703
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_52.pdb,0.703
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_56.pdb,0.703
afm_dropout_full_model_3_multimer_v2_pred_25.pdb,0.702
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_41.pdb,0.702
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_35.pdb,0.702
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_31.pdb,0.702
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_20.pdb,0.702
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_21.pdb,0.702
afm_basic_model_3_multimer_v2_pred_34.pdb,0.702
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_28.pdb,0.701
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_32.pdb,0.701
afm_dropout_full_model_3_multimer_v2_pred_15.pdb,0.701
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_19.pdb,0.701
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_65.pdb,0.701
afm_basic_model_3_multimer_v2_pred_54.pdb,0.701
