model_name,qs_global
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_59.pdb,0.769
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_62.pdb,0.768
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_25.pdb,0.768
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_11.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_54.pdb,0.767
afm_basic_model_5_multimer_v2_pred_7.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_61.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_42.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_49.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_31.pdb,0.767
afm_basic_model_5_multimer_v2_pred_65.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_48.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_41.pdb,0.767
afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_66.pdb,0.767
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_37.pdb,0.767
afm_basic_model_5_multimer_v2_pred_4.pdb,0.767
afm_woTemplates_model_1_multimer_v2_pred_6.pdb,0.766
afm_basic_model_5_multimer_v2_pred_27.pdb,0.766
afm_basic_model_5_multimer_v2_pred_21.pdb,0.766
afm_basic_model_5_multimer_v2_pred_53.pdb,0.766
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_17.pdb,0.766
afm_woTemplates_model_5_multimer_v2_pred_66.pdb,0.766
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_26.pdb,0.766
afm_woTemplates_model_5_multimer_v2_pred_47.pdb,0.766
afm_basic_model_5_multimer_v2_pred_37.pdb,0.766
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_14.pdb,0.766
afm_basic_model_5_multimer_v2_pred_49.pdb,0.766
