model_name,rmsd
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_20.pdb,22.556
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_57.pdb,8.199
cf_woTemplates_model_5_multimer_v1_pred_21.pdb,7.878
cf_woTemplates_model_2_multimer_v3_pred_58.pdb,4.882
cf_woTemplates_model_2_multimer_v3_pred_4.pdb,3.215
cf_woTemplates_model_2_multimer_v3_pred_52.pdb,3.181
cf_woTemplates_model_3_multimer_v3_pred_15.pdb,3.134
cf_woTemplates_model_3_multimer_v3_pred_35.pdb,3.132
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_38.pdb,2.955
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_22.pdb,2.945
afm_dropout_full_model_5_multimer_v3_pred_25.pdb,2.932
afm_dropout_full_model_5_multimer_v3_pred_39.pdb,2.921
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_59.pdb,2.917
afm_basic_model_1_multimer_v3_pred_37.pdb,2.904
afm_dropout_full_model_5_multimer_v3_pred_30.pdb,2.903
afm_dropout_full_model_5_multimer_v3_pred_36.pdb,2.901
afm_dropout_full_model_5_multimer_v3_pred_62.pdb,2.901
afm_dropout_full_model_5_multimer_v3_pred_22.pdb,2.899
cf_woTemplates_model_1_multimer_v3_pred_36.pdb,2.881
afm_dropout_full_model_1_multimer_v2_pred_34.pdb,2.878
afm_dropout_full_model_1_multimer_v2_pred_58.pdb,2.875
afm_dropout_full_model_1_multimer_v3_pred_6.pdb,2.872
afm_basic_model_1_multimer_v3_pred_50.pdb,2.872
afm_basic_model_1_multimer_v3_pred_14.pdb,2.869
afm_basic_model_1_multimer_v2_pred_62.pdb,2.865
afm_dropout_full_model_3_multimer_v3_pred_37.pdb,2.863
afm_dropout_full_model_3_multimer_v3_pred_3.pdb,2.862
afm_dropout_full_model_1_multimer_v3_pred_30.pdb,2.861
afm_dropout_full_model_1_multimer_v3_pred_22.pdb,2.86
cf_woTemplates_model_1_multimer_v3_pred_14.pdb,2.856
afm_basic_model_1_multimer_v2_pred_65.pdb,2.856
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_34.pdb,2.854
afm_basic_model_5_multimer_v3_pred_16.pdb,2.852
afm_basic_model_1_multimer_v2_pred_16.pdb,2.851
afm_basic_model_1_multimer_v2_pred_57.pdb,2.849
afm_basic_model_1_multimer_v2_pred_56.pdb,2.849
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,2.846
afm_basic_model_1_multimer_v2_pred_10.pdb,2.837
afm_basic_model_1_multimer_v2_pred_48.pdb,2.837
afm_basic_model_1_multimer_v2_pred_46.pdb,2.836
afm_basic_model_1_multimer_v3_pred_55.pdb,2.835
afm_basic_model_3_multimer_v3_pred_11.pdb,2.832
afm_basic_model_1_multimer_v3_pred_22.pdb,2.832
afm_dropout_full_model_5_multimer_v3_pred_35.pdb,2.831
afm_basic_model_1_multimer_v2_pred_32.pdb,2.83
afm_woTemplates_model_1_multimer_v3_pred_21.pdb,2.828
afm_basic_model_1_multimer_v3_pred_54.pdb,2.827
afm_dropout_full_model_5_multimer_v3_pred_53.pdb,2.825
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_58.pdb,2.825
cf_woTemplates_model_3_multimer_v3_pred_42.pdb,2.825
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_61.pdb,2.825
cf_woTemplates_model_3_multimer_v3_pred_46.pdb,2.824
cf_woTemplates_model_3_multimer_v3_pred_1.pdb,2.821
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_32.pdb,2.819
afm_basic_model_1_multimer_v2_pred_11.pdb,2.817
afm_dropout_full_model_1_multimer_v3_pred_52.pdb,2.816
afm_dropout_full_model_5_multimer_v3_pred_26.pdb,2.814
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_59.pdb,2.811
afm_dropout_full_model_4_multimer_v2_pred_48.pdb,2.809
afm_dropout_full_model_1_multimer_v3_pred_12.pdb,2.809
afm_dropout_full_model_1_multimer_v2_pred_37.pdb,2.809
afm_basic_model_1_multimer_v3_pred_32.pdb,2.809
afm_dropout_full_model_5_multimer_v3_pred_59.pdb,2.808
afm_basic_model_2_multimer_v3_pred_57.pdb,2.807
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_15.pdb,2.807
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_11.pdb,2.805
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_62.pdb,2.805
afm_dropout_full_model_4_multimer_v2_pred_53.pdb,2.805
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,2.804
afm_basic_model_1_multimer_v2_pred_30.pdb,2.804
afm_dropout_full_model_5_multimer_v3_pred_18.pdb,2.803
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_36.pdb,2.803
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_46.pdb,2.803
afm_woTemplates_model_1_multimer_v2_pred_44.pdb,2.802
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_42.pdb,2.801
afm_dropout_full_model_4_multimer_v2_pred_57.pdb,2.799
afm_basic_model_1_multimer_v3_pred_49.pdb,2.799
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_66.pdb,2.798
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_3.pdb,2.797
afm_dropout_full_model_5_multimer_v3_pred_33.pdb,2.797
afm_dropout_full_model_5_multimer_v3_pred_38.pdb,2.796
afm_dropout_full_model_1_multimer_v3_pred_7.pdb,2.796
afm_dropout_full_model_3_multimer_v3_pred_31.pdb,2.795
cf_woTemplates_model_2_multimer_v3_pred_2.pdb,2.793
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_19.pdb,2.792
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,2.792
afm_dropout_full_model_3_multimer_v3_pred_39.pdb,2.792
afm_dropout_full_model_5_multimer_v3_pred_51.pdb,2.791
afm_woTemplates_model_1_multimer_v2_pred_49.pdb,2.791
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_20.pdb,2.79
afm_dropout_full_model_1_multimer_v3_pred_65.pdb,2.789
afm_basic_model_5_multimer_v3_pred_21.pdb,2.788
afm_dropout_full_model_1_multimer_v3_pred_17.pdb,2.788
afm_basic_model_1_multimer_v3_pred_43.pdb,2.788
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_42.pdb,2.787
afm_dropout_full_model_1_multimer_v3_pred_43.pdb,2.786
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_65.pdb,2.786
afm_woTemplates_model_3_multimer_v3_pred_34.pdb,2.785
afm_dropout_full_model_5_multimer_v3_pred_17.pdb,2.782
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_19.pdb,2.782
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_17.pdb,2.782
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_0.pdb,2.78
afm_basic_model_2_multimer_v3_pred_23.pdb,2.78
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_65.pdb,2.78
afm_woTemplates_model_2_multimer_v3_pred_64.pdb,2.78
afm_woTemplates_model_3_multimer_v3_pred_35.pdb,2.779
afm_dropout_full_model_1_multimer_v2_pred_45.pdb,2.779
afm_dropout_full_model_1_multimer_v2_pred_62.pdb,2.779
afm_dropout_full_model_3_multimer_v3_pred_38.pdb,2.778
afm_dropout_full_model_3_multimer_v3_pred_48.pdb,2.777
afm_basic_model_5_multimer_v3_pred_3.pdb,2.777
afm_dropout_full_model_4_multimer_v2_pred_10.pdb,2.777
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_23.pdb,2.777
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_47.pdb,2.776
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_49.pdb,2.775
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_21.pdb,2.775
cf_woTemplates_model_3_multimer_v3_pred_45.pdb,2.775
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_4.pdb,2.775
afm_woTemplates_model_3_multimer_v3_pred_2.pdb,2.774
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_39.pdb,2.773
afm_dropout_full_model_1_multimer_v3_pred_29.pdb,2.773
afm_basic_model_2_multimer_v3_pred_12.pdb,2.772
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_31.pdb,2.771
afm_dropout_full_model_5_multimer_v3_pred_55.pdb,2.771
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_58.pdb,2.771
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_57.pdb,2.77
cf_woTemplates_model_3_multimer_v3_pred_57.pdb,2.77
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_21.pdb,2.77
afm_basic_model_1_multimer_v3_pred_28.pdb,2.768
afm_basic_model_1_multimer_v3_pred_13.pdb,2.768
afm_basic_model_3_multimer_v3_pred_45.pdb,2.767
afm_dropout_full_model_2_multimer_v3_pred_21.pdb,2.766
afm_dropout_full_model_1_multimer_v2_pred_61.pdb,2.766
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_57.pdb,2.765
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,2.764
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_28.pdb,2.764
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_62.pdb,2.763
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_16.pdb,2.763
afm_woTemplates_model_1_multimer_v3_pred_12.pdb,2.763
afm_dropout_full_model_4_multimer_v2_pred_40.pdb,2.762
afm_basic_model_1_multimer_v3_pred_56.pdb,2.762
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_10.pdb,2.761
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_29.pdb,2.761
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_33.pdb,2.761
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_17.pdb,2.761
afm_woTemplates_model_3_multimer_v3_pred_13.pdb,2.761
afm_basic_model_5_multimer_v3_pred_37.pdb,2.761
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_44.pdb,2.761
afm_dropout_full_model_3_multimer_v3_pred_50.pdb,2.76
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,2.76
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_37.pdb,2.76
afm_basic_model_3_multimer_v3_pred_64.pdb,2.759
afm_basic_model_1_multimer_v3_pred_0.pdb,2.758
afm_dropout_full_model_5_multimer_v3_pred_28.pdb,2.758
afm_dropout_full_model_4_multimer_v2_pred_6.pdb,2.758
afm_basic_model_5_multimer_v3_pred_55.pdb,2.757
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_6.pdb,2.757
afm_dropout_full_model_1_multimer_v3_pred_47.pdb,2.757
afm_dropout_full_model_2_multimer_v3_pred_54.pdb,2.757
afm_basic_model_1_multimer_v2_pred_21.pdb,2.755
afm_dropout_full_model_1_multimer_v2_pred_6.pdb,2.755
afm_basic_model_1_multimer_v3_pred_42.pdb,2.755
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_15.pdb,2.755
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_23.pdb,2.755
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_57.pdb,2.755
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_25.pdb,2.754
cf_woTemplates_model_1_multimer_v3_pred_7.pdb,2.754
afm_woTemplates_model_1_multimer_v3_pred_66.pdb,2.754
afm_dropout_full_model_1_multimer_v3_pred_46.pdb,2.754
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_65.pdb,2.754
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_32.pdb,2.753
afm_dropout_full_model_1_multimer_v3_pred_54.pdb,2.753
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_8.pdb,2.753
afm_dropout_full_model_4_multimer_v2_pred_64.pdb,2.753
afm_dropout_full_model_5_multimer_v3_pred_52.pdb,2.753
cf_woTemplates_model_5_multimer_v3_pred_63.pdb,2.753
afm_woTemplates_model_1_multimer_v2_pred_64.pdb,2.753
afm_dropout_full_model_1_multimer_v3_pred_5.pdb,2.753
afm_basic_model_3_multimer_v3_pred_21.pdb,2.752
afm_dropout_full_model_4_multimer_v2_pred_61.pdb,2.752
afm_basic_model_1_multimer_v3_pred_45.pdb,2.752
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_19.pdb,2.752
afm_basic_model_1_multimer_v3_pred_40.pdb,2.752
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_51.pdb,2.752
afm_basic_model_1_multimer_v3_pred_57.pdb,2.752
afm_dropout_full_model_1_multimer_v3_pred_15.pdb,2.752
afm_woTemplates_model_1_multimer_v3_pred_31.pdb,2.751
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_15.pdb,2.751
afm_basic_model_4_multimer_v2_pred_26.pdb,2.75
afm_basic_model_5_multimer_v3_pred_27.pdb,2.75
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_47.pdb,2.749
afm_basic_model_1_multimer_v2_pred_7.pdb,2.749
