model_name,ips
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_50.pdb,0.783
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_14.pdb,0.779
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_47.pdb,0.771
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_61.pdb,0.768
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.765
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_51.pdb,0.757
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_62.pdb,0.75
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_34.pdb,0.75
afm_woTemplates_model_4_multimer_v3_pred_14.pdb,0.746
afm_dropout_full_model_1_multimer_v3_pred_50.pdb,0.746
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_54.pdb,0.743
afm_basic_model_1_multimer_v3_pred_11.pdb,0.74
afm_basic_model_1_multimer_v3_pred_53.pdb,0.74
afm_dropout_full_model_1_multimer_v3_pred_66.pdb,0.74
afm_basic_model_1_multimer_v3_pred_26.pdb,0.74
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_33.pdb,0.74
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_57.pdb,0.739
afm_basic_model_1_multimer_v3_pred_17.pdb,0.736
afm_basic_model_1_multimer_v3_pred_6.pdb,0.736
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_34.pdb,0.736
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_26.pdb,0.732
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_57.pdb,0.731
afm_dropout_full_model_4_multimer_v2_pred_22.pdb,0.731
afm_woTemplates_model_4_multimer_v2_pred_56.pdb,0.73
afm_dropout_full_model_3_multimer_v2_pred_33.pdb,0.73
afm_woTemplates_model_2_multimer_v2_pred_14.pdb,0.726
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_6.pdb,0.726
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_18.pdb,0.725
afm_woTemplates_model_1_multimer_v3_pred_4.pdb,0.724
afm_dropout_full_model_2_multimer_v2_pred_53.pdb,0.721
afm_basic_model_1_multimer_v3_pred_33.pdb,0.72
afm_dropout_full_model_1_multimer_v3_pred_28.pdb,0.72
afm_basic_model_1_multimer_v3_pred_2.pdb,0.718
afm_basic_model_1_multimer_v3_pred_52.pdb,0.716
afm_woTemplates_model_4_multimer_v2_pred_51.pdb,0.716
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.716
afm_basic_model_1_multimer_v3_pred_7.pdb,0.716
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_22.pdb,0.716
cf_woTemplates_model_1_multimer_v3_pred_55.pdb,0.716
afm_dropout_full_model_4_multimer_v2_pred_14.pdb,0.714
afm_basic_model_2_multimer_v2_pred_24.pdb,0.712
cf_woTemplates_model_1_multimer_v3_pred_23.pdb,0.712
afm_woTemplates_model_4_multimer_v2_pred_48.pdb,0.712
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_25.pdb,0.712
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_24.pdb,0.711
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_9.pdb,0.71
afm_dropout_full_model_2_multimer_v2_pred_54.pdb,0.708
afm_dropout_full_model_4_multimer_v2_pred_0.pdb,0.708
afm_dropout_full_model_2_multimer_v2_pred_26.pdb,0.708
afm_woTemplates_model_4_multimer_v2_pred_16.pdb,0.707
afm_dropout_full_model_2_multimer_v2_pred_57.pdb,0.706
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_12.pdb,0.706
afm_dropout_full_model_4_multimer_v2_pred_24.pdb,0.704
afm_woTemplates_model_4_multimer_v2_pred_66.pdb,0.703
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.703
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_39.pdb,0.703
afm_woTemplates_model_4_multimer_v2_pred_32.pdb,0.703
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_25.pdb,0.703
afm_woTemplates_model_4_multimer_v2_pred_26.pdb,0.703
afm_dropout_full_model_4_multimer_v2_pred_2.pdb,0.701
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_52.pdb,0.7
afm_woTemplates_model_4_multimer_v3_pred_26.pdb,0.699
afm_basic_model_2_multimer_v2_pred_59.pdb,0.697
afm_dropout_full_model_1_multimer_v3_pred_35.pdb,0.697
afm_basic_model_2_multimer_v2_pred_21.pdb,0.697
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_9.pdb,0.697
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.697
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_16.pdb,0.697
afm_woTemplates_model_4_multimer_v3_pred_28.pdb,0.697
afm_basic_model_2_multimer_v2_pred_61.pdb,0.697
afm_dropout_full_model_4_multimer_v2_pred_28.pdb,0.696
afm_dropout_full_model_2_multimer_v2_pred_24.pdb,0.696
afm_woTemplates_model_4_multimer_v2_pred_42.pdb,0.694
afm_woTemplates_model_4_multimer_v2_pred_34.pdb,0.694
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_47.pdb,0.694
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_52.pdb,0.693
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_42.pdb,0.693
afm_basic_model_2_multimer_v2_pred_58.pdb,0.692
afm_dropout_full_model_4_multimer_v2_pred_42.pdb,0.691
afm_basic_model_4_multimer_v2_pred_5.pdb,0.69
afm_basic_model_4_multimer_v2_pred_14.pdb,0.69
afm_woTemplates_model_5_multimer_v3_pred_29.pdb,0.689
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_14.pdb,0.689
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_11.pdb,0.688
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_29.pdb,0.688
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_40.pdb,0.688
afm_woTemplates_model_4_multimer_v2_pred_22.pdb,0.687
afm_basic_model_2_multimer_v2_pred_19.pdb,0.687
afm_basic_model_4_multimer_v2_pred_21.pdb,0.687
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_8.pdb,0.687
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_61.pdb,0.686
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_38.pdb,0.686
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_33.pdb,0.686
afm_basic_model_2_multimer_v2_pred_10.pdb,0.686
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_29.pdb,0.685
afm_basic_model_4_multimer_v2_pred_18.pdb,0.685
afm_woTemplates_model_4_multimer_v2_pred_28.pdb,0.685
afm_woTemplates_model_4_multimer_v2_pred_52.pdb,0.684
afm_woTemplates_model_4_multimer_v2_pred_15.pdb,0.684
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_1.pdb,0.684
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_58.pdb,0.684
cf_woTemplates_model_4_multimer_v3_pred_30.pdb,0.684
afm_dropout_full_model_2_multimer_v2_pred_5.pdb,0.682
afm_dropout_full_model_2_multimer_v2_pred_21.pdb,0.682
afm_basic_model_2_multimer_v2_pred_49.pdb,0.682
afm_basic_model_2_multimer_v2_pred_14.pdb,0.682
afm_basic_model_4_multimer_v2_pred_28.pdb,0.682
afm_basic_model_2_multimer_v2_pred_35.pdb,0.682
afm_basic_model_4_multimer_v2_pred_43.pdb,0.681
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_10.pdb,0.681
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_50.pdb,0.681
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_37.pdb,0.681
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_24.pdb,0.68
afm_woTemplates_model_4_multimer_v2_pred_35.pdb,0.68
afm_dropout_full_model_1_multimer_v3_pred_57.pdb,0.68
afm_basic_model_2_multimer_v2_pred_26.pdb,0.677
afm_basic_model_2_multimer_v2_pred_4.pdb,0.677
afm_basic_model_2_multimer_v2_pred_57.pdb,0.677
afm_woTemplates_model_4_multimer_v2_pred_24.pdb,0.676
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_7.pdb,0.676
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_40.pdb,0.676
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_48.pdb,0.676
afm_dropout_full_model_2_multimer_v2_pred_37.pdb,0.676
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_63.pdb,0.676
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_7.pdb,0.676
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_12.pdb,0.676
afm_dropout_full_model_1_multimer_v3_pred_21.pdb,0.675
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_31.pdb,0.675
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_40.pdb,0.675
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_16.pdb,0.675
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_11.pdb,0.675
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_65.pdb,0.675
afm_dropout_full_model_1_multimer_v3_pred_24.pdb,0.675
afm_dropout_full_model_1_multimer_v3_pred_51.pdb,0.675
