model_name,oligo_gdtts
afm_woTemplates_model_2_ptm_pred_49.pdb,0.78
afm_woTemplates_model_5_ptm_pred_48.pdb,0.773
afm_woTemplates_model_5_ptm_pred_25.pdb,0.764
afm_basic_model_5_ptm_pred_18.pdb,0.762
afm_dropout_full_woTemplates_model_3_ptm_pred_60.pdb,0.76
afm_dropout_full_model_2_ptm_pred_61.pdb,0.76
afm_dropout_noSM_woTemplates_model_2_ptm_pred_8.pdb,0.76
afm_basic_model_5_ptm_pred_2.pdb,0.757
afm_dropout_full_woTemplates_model_3_ptm_pred_19.pdb,0.756
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_22.pdb,0.756
afm_basic_model_5_ptm_pred_22.pdb,0.756
afm_dropout_noSM_woTemplates_model_3_ptm_pred_43.pdb,0.756
afm_dropout_noSM_woTemplates_model_3_ptm_pred_24.pdb,0.755
afm_dropout_full_model_3_ptm_pred_12.pdb,0.755
afm_dropout_full_woTemplates_model_3_ptm_pred_54.pdb,0.754
afm_basic_model_2_ptm_pred_52.pdb,0.754
afm_dropout_noSM_woTemplates_model_3_ptm_pred_36.pdb,0.753
afm_dropout_full_model_3_ptm_pred_66.pdb,0.753
afm_dropout_noSM_woTemplates_model_3_ptm_pred_66.pdb,0.753
afm_dropout_noSM_woTemplates_model_3_ptm_pred_37.pdb,0.752
afm_dropout_noSM_woTemplates_model_3_ptm_pred_61.pdb,0.751
afm_woTemplates_model_3_ptm_pred_66.pdb,0.751
afm_dropout_full_woTemplates_model_3_ptm_pred_23.pdb,0.751
afm_dropout_full_woTemplates_model_3_ptm_pred_56.pdb,0.751
afm_dropout_noSM_woTemplates_model_3_ptm_pred_14.pdb,0.75
afm_dropout_noSM_woTemplates_model_3_ptm_pred_57.pdb,0.749
afm_basic_model_3_ptm_pred_16.pdb,0.749
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_48.pdb,0.748
afm_basic_model_3_ptm_pred_39.pdb,0.748
afm_dropout_full_model_3_ptm_pred_26.pdb,0.748
afm_woTemplates_model_3_ptm_pred_56.pdb,0.748
afm_basic_model_3_ptm_pred_64.pdb,0.748
afm_dropout_noSM_woTemplates_model_5_ptm_pred_41.pdb,0.747
afm_basic_model_3_ptm_pred_7.pdb,0.746
afm_dropout_full_woTemplates_model_2_ptm_pred_50.pdb,0.746
afm_basic_model_3_ptm_pred_57.pdb,0.746
afm_dropout_noSM_woTemplates_model_3_ptm_pred_12.pdb,0.746
afm_dropout_full_model_3_ptm_pred_53.pdb,0.745
afm_dropout_noSM_woTemplates_model_3_ptm_pred_1.pdb,0.745
afm_dropout_noSM_woTemplates_model_3_ptm_pred_39.pdb,0.745
